;grid;on_wind;hydrogen_storage;Curtailment
4263;6.92;0.24;199.81;0.24
4264;6.92;0.0;199.06;0.0
4265;2.5;0.0;199.81;0.0
4266;0.0;0.0;199.49;0.0
4267;0.0;0.0;202.26;0.0
4268;0.0;0.0;201.57;0.0
4269;0.0;0.0;200.88;0.0
4270;6.92;0.0;196.43;0.0
4271;0.0;0.0;199.56;0.0
4272;6.92;0.0;195.59;0.0
4273;6.92;0.0;195.37;0.0
4274;0.0;0.0;198.91;0.0
4275;0.0;0.0;198.44;0.0
4276;0.0;0.0;196.68;0.0
4277;6.2;0.0;189.37;0.0
4278;0.0;0.0;193.07;0.0
4279;0.0;0.0;192.47;0.0
4280;0.0;0.0;192.31;0.0
4281;0.0;0.0;192.53;0.0
4282;6.49;0.0;189.37;0.0
4283;6.79;0.0;189.37;0.0
4284;0.0;0.0;192.91;0.0
4285;0.0;0.0;192.75;0.0
4286;0.0;0.0;192.56;0.0
4287;0.0;0.0;192.31;0.0
4288;0.0;0.0;192.03;0.0
4289;4.58;0.0;189.37;0.0
4290;4.41;0.0;189.37;0.0
4291;4.46;0.0;192.7;0.0
4292;0.0;0.0;195.02;0.0
4293;4.23;0.0;192.7;0.0
4294;4.23;0.0;192.7;0.0
4295;0.0;0.0;195.14;0.0
4296;0.0;0.0;195.58;0.0
4297;0.0;0.0;196.34;0.0
4298;0.0;0.0;197.31;0.0
4299;6.92;0.0;194.39;0.0
4300;0.0;0.0;197.59;0.0
4301;0.0;0.0;192.97;0.0
4302;6.2;0.0;189.37;0.0
4303;0.0;0.0;192.66;0.0
4304;6.02;0.0;189.37;0.0
4305;5.16;0.0;190.07;0.0
4306;6.92;0.0;189.74;0.0
4307;0.0;0.0;193.97;0.0
4308;6.92;0.0;190.94;0.0
4309;0.0;0.0;194.82;0.0
4310;6.92;0.0;190.75;0.0
4311;0.0;0.0;193.54;0.0
4312;0.0;0.0;192.66;0.0
4313;0.0;0.0;192.28;0.0
4314;0.0;0.0;192.66;0.0
4315;0.0;0.0;196.9;0.0
4316;0.0;0.0;198.12;0.0
4317;0.0;0.0;199.38;0.0
4318;0.0;0.0;199.72;0.0
4319;0.0;0.0;199.19;0.0
4320;0.0;0.0;198.78;0.0
4321;0.0;0.0;198.53;0.0
4322;0.0;0.0;198.15;0.0
4323;0.0;0.0;197.56;0.0
4324;0.0;0.0;196.74;0.0
4325;0.0;0.0;193.03;0.0
4326;0.0;0.0;192.81;0.0
4327;0.0;0.0;192.75;0.0
4328;0.0;0.0;193.38;0.0
4329;0.0;0.0;193.97;0.0
4330;6.92;0.0;190.75;0.0
4331;0.0;0.0;194.35;0.0
4332;0.0;0.0;194.1;0.0
4333;0.0;0.0;193.97;0.0
4334;0.0;0.0;193.88;0.0
4335;0.0;0.0;193.72;0.0
4336;0.0;0.0;193.25;0.0
4337;0.0;0.0;192.69;0.0
4338;0.0;0.0;191.94;0.0
4339;0.0;0.0;194.74;0.0
4340;0.0;0.0;194.89;0.0
4341;6.43;0.0;192.7;0.0
4342;6.92;0.0;194.83;0.0
4343;6.92;0.0;197.34;0.0
4344;6.92;0.0;198.75;0.0
4345;6.92;0.0;199.22;0.0
4346;6.92;0.0;199.29;0.0
4347;6.92;0.0;199.03;0.0
4348;6.92;0.0;198.85;0.0
4349;6.92;0.0;194.6;0.0
4350;6.92;0.0;195.26;0.0
4351;6.92;0.0;199.56;0.0
4352;6.92;5.01;199.81;5.01
4353;6.92;7.64;199.81;7.64
4354;6.92;9.43;199.81;9.43
4355;6.92;10.32;199.81;10.32
4356;6.92;9.79;199.81;9.79
4357;6.92;8.24;199.81;8.24
4358;6.92;5.79;199.81;5.79
4359;6.92;0.6;199.81;0.6
4360;6.92;0.0;197.58;0.0
4361;6.92;0.0;196.42;0.0
4362;6.92;0.0;197.3;0.0
4363;6.92;22.32;189.72;22.32
4364;6.92;22.14;189.72;22.14
4365;6.92;19.81;189.72;19.81
4366;6.92;18.92;189.72;18.92
4367;6.92;20.35;189.72;20.35
4368;6.92;0.0;200.88;0.0
4369;6.92;0.0;202.61;0.0
4370;6.92;0.0;202.23;0.0
4371;6.92;0.0;202.29;0.0
4372;6.92;0.0;200.66;0.0
4373;6.92;0.0;197.43;0.0
4374;6.92;4.36;199.81;4.36
4375;6.92;13.37;199.81;13.37
4376;6.92;17.84;199.81;17.84
4377;6.92;19.28;199.81;19.28
4378;6.92;19.81;199.81;19.81
4379;6.92;19.52;199.81;19.52
4380;6.92;19.04;199.81;19.04
4381;6.92;18.08;199.81;18.08
4382;6.92;17.07;199.81;17.07
4383;6.92;16.05;199.81;16.05
4384;6.92;12.47;199.81;12.47
4385;6.92;6.8;199.81;6.8
4386;6.92;0.0;199.71;0.0
4387;6.92;0.0;200.13;0.0
4388;6.92;0.0;198.22;0.0
4389;6.92;0.0;197.78;0.0
4390;6.92;0.0;199.29;0.0
4391;6.92;0.0;201.07;0.0
4392;6.92;0.0;202.61;0.0
4393;6.92;1.55;203.14;1.55
4394;6.92;1.07;203.14;1.07
4395;6.92;2.27;203.14;2.27
4396;6.92;0.95;203.14;0.95
4397;6.92;0.84;199.81;0.84
4398;6.92;3.94;199.81;3.94
4399;6.92;6.39;199.81;6.39
4400;6.92;8.77;199.81;8.77
4401;6.92;11.4;199.81;11.4
4402;6.92;11.82;199.81;11.82
4403;6.92;12.23;199.81;12.23
4404;6.92;12.77;199.81;12.77
4405;6.92;13.01;199.81;13.01
4406;6.92;10.86;199.81;10.86
4407;6.92;7.88;199.81;7.88
4408;6.92;3.7;199.81;3.7
4409;6.92;0.0;198.49;0.0
4410;6.92;0.0;196.3;0.0
4411;6.92;0.0;199.76;0.0
4412;6.92;0.0;201.89;0.0
4413;6.92;3.16;203.14;3.16
4414;6.92;7.28;203.14;7.28
4415;6.92;10.32;203.14;10.32
4416;6.92;7.28;203.14;7.28
4417;6.92;4.66;203.14;4.66
4418;6.92;5.07;203.14;5.07
4419;6.92;0.0;202.64;0.0
4420;6.92;0.0;199.91;0.0
4421;6.92;0.0;196.99;0.0
4422;6.92;0.0;199.18;0.0
4423;6.92;2.15;199.81;2.15
4424;6.92;5.07;199.81;5.07
4425;6.92;7.16;199.81;7.16
4426;6.92;9.25;199.81;9.25
4427;6.92;10.56;199.81;10.56
4428;6.92;10.44;199.81;10.44
4429;6.92;8.71;199.81;8.71
4430;6.92;4.95;199.81;4.95
4431;6.92;0.24;199.81;0.24
4432;6.92;0.0;195.86;0.0
4433;0.0;0.0;194.6;0.0
4434;4.11;0.0;189.37;0.0
4435;1.6;0.0;192.7;0.0
4436;0.0;0.0;194.23;0.0
4437;0.0;0.0;197.78;0.0
4438;6.92;0.0;198.81;0.0
4439;6.92;0.0;200.66;0.0
4440;6.92;0.0;202.04;0.0
4441;6.92;0.0;202.98;0.0
4442;6.92;0.24;203.14;0.24
4443;6.2;0.0;203.14;0.0
4444;6.92;0.0;201.82;0.0
4445;6.92;0.0;198.27;0.0
4446;6.92;0.48;199.81;0.48
4447;6.92;17.55;199.81;17.55
4448;6.92;26.62;199.81;26.62
4449;6.92;29.24;199.81;29.24
4450;6.92;30.97;199.81;30.97
4451;6.92;31.33;199.81;31.33
4452;6.92;31.63;199.81;31.63
4453;6.92;31.33;199.81;31.33
4454;6.92;30.32;199.81;30.32
4455;6.92;28.65;199.81;28.65
4456;6.92;25.13;199.81;25.13
4457;6.92;17.61;199.81;17.61
4458;6.92;9.07;199.81;9.07
4459;6.92;3.34;203.14;3.34
4460;6.92;0.0;202.23;0.0
4461;6.92;0.0;199.5;0.0
4462;6.92;0.0;198.75;0.0
4463;0.0;0.0;202.1;0.0
4464;6.92;0.0;198.47;0.0
4465;6.92;0.0;198.94;0.0
4466;0.0;0.0;202.23;0.0
4467;6.92;0.0;197.91;0.0
4468;6.92;0.0;195.33;0.0
4469;6.92;0.0;190.87;0.0
4470;0.0;0.0;195.7;0.0
4471;0.0;0.0;195.82;0.0
4472;6.92;0.0;192.47;0.0
4473;0.0;0.0;196.42;0.0
4474;6.92;0.0;192.82;0.0
4475;6.92;0.0;192.5;0.0
4476;6.92;0.0;191.84;0.0
4477;0.0;0.0;194.48;0.0
4478;6.92;0.0;189.74;0.0
4479;0.0;0.0;192.47;0.0
4480;0.0;0.0;191.72;0.0
4481;3.09;0.0;189.37;0.0
4482;1.96;0.0;189.37;0.0
4483;0.0;0.0;193.45;0.0
4484;0.0;0.0;193.58;0.0
4485;2.67;0.0;192.7;0.0
4486;0.0;0.0;195.08;0.0
4487;6.92;0.0;192.76;0.0
4488;0.0;0.0;197.84;0.0
4489;6.92;0.0;195.33;0.0
4490;0.0;0.0;199.38;0.0
4491;0.0;0.0;199.28;0.0
4492;6.92;0.0;194.8;0.0
4493;6.14;0.0;189.37;0.0
4494;0.0;0.0;191.03;0.0
4495;0.0;0.0;190.81;0.0
4496;2.38;0.0;189.37;0.0
4497;2.38;0.0;189.37;0.0
4498;2.44;0.0;189.37;0.0
4499;2.32;0.0;189.37;0.0
4500;0.0;0.0;190.4;0.0
4501;1.54;0.0;189.37;0.0
4502;1.42;0.0;189.37;0.0
4503;1.6;0.0;189.37;0.0
4504;0.0;0.0;190.49;0.0
4505;0.0;0.0;191.12;0.0
4506;6.2;0.0;189.37;0.0
4507;6.92;0.0;195.59;0.0
4508;0.0;0.0;202.67;0.0
4509;6.92;0.0;201.73;0.0
4510;5.96;0.0;203.14;0.0
4511;6.92;0.0;202.01;0.0
4512;3.1;0.0;203.14;0.0
4513;1.85;0.0;203.14;0.0
4514;6.92;0.0;200.13;0.0
4515;0.0;0.0;203.11;0.0
4516;6.92;0.0;197.22;0.0
4517;0.0;0.0;194.54;0.0
4518;0.0;0.0;193.22;0.0
4519;6.92;0.0;190.15;0.0
4520;0.0;0.0;195.51;0.0
4521;6.92;0.0;192.25;0.0
4522;6.92;0.0;191.63;0.0
4523;6.92;0.0;190.4;0.0
4524;6.73;0.0;189.37;0.0
4525;0.0;0.0;192.16;0.0
4526;0.0;0.0;191.81;0.0
4527;4.52;0.0;189.37;0.0
4528;0.0;0.0;191.94;0.0
4529;5.12;0.0;189.37;0.0
4530;0.0;0.0;194.13;0.0
4531;6.92;15.82;189.72;15.82
4532;6.92;23.16;189.72;23.16
4533;6.92;25.72;189.72;25.72
4534;6.92;24.23;189.72;24.23
4535;6.92;22.02;189.72;22.02
4536;6.92;0.0;200.48;0.0
4537;6.92;0.0;199.38;0.0
4538;6.92;0.0;198.38;0.0
4539;6.92;0.0;197.4;0.0
4540;6.92;0.0;195.74;0.0
4541;0.0;0.0;193.38;0.0
4542;4.88;0.0;189.37;0.0
4543;0.0;0.0;191.72;0.0
4544;0.0;0.0;191.75;0.0
4545;0.0;0.0;191.62;0.0
4546;3.75;0.0;189.37;0.0
4547;0.0;0.0;191.15;0.0
4548;0.0;0.0;191.37;0.0
4549;3.81;0.0;189.37;0.0
4550;2.97;0.0;189.37;0.0
4551;1.89;0.0;189.66;0.0
4552;2.79;0.0;189.37;0.0
4553;2.79;0.0;189.37;0.0
4554;0.0;0.0;190.71;0.0
4555;4.94;0.0;192.7;0.0
4556;0.0;0.0;198.19;0.0
4557;0.0;0.0;197.59;0.0
4558;4.64;0.0;192.7;0.0
4559;2.44;0.0;192.7;0.0
4560;0.0;0.0;193.92;0.0
4561;4.17;0.0;192.7;0.0
4562;0.0;0.0;196.18;0.0
4563;0.0;0.0;197.97;0.0
4564;6.92;0.0;195.27;0.0
4565;6.92;0.0;192.75;0.0
4566;0.0;0.0;196.86;0.0
4567;6.92;0.0;193.26;0.0
4568;0.0;0.0;197.36;0.0
4569;0.0;0.0;198.02;0.0
4570;0.0;0.0;198.65;0.0
4571;0.0;0.0;199.21;0.0
4572;6.92;0.0;195.48;0.0
4573;6.92;0.0;195.04;0.0
4574;0.0;0.0;197.64;0.0
4575;6.92;0.0;192.85;0.0
4576;6.92;0.0;191.5;0.0
4577;0.0;0.0;193.63;0.0
4578;0.0;0.0;192.63;0.0
4579;4.76;0.0;192.7;0.0
4580;3.39;0.0;192.7;0.0
4581;0.0;0.0;194.02;0.0
4582;0.0;0.0;193.89;0.0
4583;0.0;0.0;194.33;0.0
4584;0.0;0.0;195.46;0.0
4585;0.0;0.0;197.06;0.0
4586;0.0;0.0;198.97;0.0
4587;6.92;0.0;197.25;0.0
4588;6.92;0.0;197.09;0.0
4589;0.0;0.0;195.76;0.0
4590;6.92;0.0;191.63;0.0
4591;0.0;0.0;197.08;0.0
4592;6.92;0.0;194.38;0.0
4593;0.0;0.0;198.49;0.0
4594;0.0;0.0;198.36;0.0
4595;0.0;0.0;198.14;0.0
4596;0.0;0.0;197.58;0.0
4597;6.92;0.0;192.72;0.0
4598;0.0;0.0;194.73;0.0
4599;0.0;0.0;193.07;0.0
4600;0.0;0.0;191.9;0.0
4601;2.5;0.0;189.37;0.0
4602;0.0;0.0;190.15;0.0
4603;3.15;0.0;192.7;0.0
4604;0.0;0.0;195.8;0.0
4605;4.94;0.0;192.7;0.0
4606;4.17;0.0;192.7;0.0
4607;0.0;0.0;196.3;0.0
4608;0.0;0.0;201.63;0.0
4609;0.0;0.0;202.14;0.0
4610;0.0;0.0;200.22;0.0
4611;0.0;0.0;200.25;0.0
4612;0.0;0.0;201.16;0.0
4613;2.5;0.0;199.81;0.0
4614;6.74;0.0;199.81;0.0
4615;6.92;3.1;199.81;3.1
4616;6.92;5.73;199.81;5.73
4617;6.92;5.49;199.81;5.49
4618;6.92;3.4;199.81;3.4
4619;6.92;1.85;199.81;1.85
4620;6.92;0.54;199.81;0.54
4621;6.92;0.0;199.34;0.0
4622;6.92;0.0;198.43;0.0
4623;6.92;0.0;197.3;0.0
4624;6.92;0.0;195.51;0.0
4625;0.0;0.0;196.64;0.0
4626;0.0;0.0;194.54;0.0
4627;0.0;0.0;196.77;0.0
4628;0.0;0.0;195.9;0.0
4629;0.0;0.0;195.18;0.0
4630;0.0;0.0;194.96;0.0
4631;0.0;0.0;195.83;0.0
4632;0.0;0.0;198.25;0.0
4633;0.0;0.0;201.04;0.0
4634;0.0;0.0;202.54;0.0
4635;0.0;0.0;202.61;0.0
4636;0.0;0.0;200.44;0.0
4637;6.92;0.0;194.04;0.0
4638;1.25;0.0;199.81;0.0
4639;2.56;0.0;199.81;0.0
4640;3.28;0.0;199.81;0.0
4641;6.92;0.0;198.4;0.0
4642;5.84;0.0;199.81;0.0
4643;6.2;0.0;199.81;0.0
4644;5.61;0.0;199.81;0.0
4645;4.23;0.0;199.81;0.0
4646;2.32;0.0;199.81;0.0
4647;0.0;0.0;199.4;0.0
4648;0.0;0.0;197.71;0.0
4649;6.92;0.0;192.06;0.0
4650;6.92;0.0;190.06;0.0
4651;6.92;0.0;192.95;0.0
4652;0.0;0.0;196.49;0.0
4653;0.0;0.0;196.37;0.0
4654;0.0;0.0;196.24;0.0
4655;0.0;0.0;196.37;0.0
4656;0.0;0.0;196.77;0.0
4657;0.0;0.0;197.43;0.0
4658;0.0;0.0;198.03;0.0
4659;0.0;0.0;198.0;0.0
4660;0.0;0.0;197.06;0.0
4661;0.0;0.0;191.97;0.0
4662;0.0;0.0;192.12;0.0
4663;0.0;0.0;192.72;0.0
4664;0.0;0.0;193.32;0.0
4665;0.0;0.0;193.79;0.0
4666;0.0;0.0;194.16;0.0
4667;0.0;0.0;194.16;0.0
4668;0.0;0.0;193.72;0.0
4669;0.0;0.0;193.19;0.0
4670;0.0;0.0;192.81;0.0
4671;6.26;0.0;189.37;0.0
4672;0.0;0.0;192.59;0.0
4673;0.0;0.0;192.41;0.0
4674;0.0;0.0;193.19;0.0
4675;0.0;0.0;199.66;0.0
4676;2.08;0.0;203.14;0.0
4677;6.92;1.61;203.14;1.61
4678;6.92;4.6;203.14;4.6
4679;6.92;5.67;203.14;5.67
4680;6.92;4.12;203.14;4.12
4681;6.92;2.15;203.14;2.15
4682;6.92;0.36;203.14;0.36
4683;6.92;0.24;203.14;0.24
4684;4.53;0.0;203.14;0.0
4685;1.49;0.0;199.81;0.0
4686;0.0;0.0;198.21;0.0
4687;0.0;0.0;199.65;0.0
4688;0.65;0.0;199.81;0.0
4689;1.67;0.0;199.81;0.0
4690;6.92;7.94;199.81;7.94
4691;6.92;7.94;199.81;7.94
4692;0.0;0.0;198.05;0.0
4693;0.0;0.0;199.56;0.0
4694;3.1;0.0;199.81;0.0
4695;0.65;0.0;199.81;0.0
4696;0.0;0.0;199.34;0.0
4697;0.0;0.0;199.09;0.0
4698;0.06;0.0;199.81;0.0
4699;6.92;20.11;189.72;20.11
4700;6.92;18.74;189.72;18.74
4701;6.92;18.56;189.72;18.56
4702;6.92;15.16;189.72;15.16
4703;6.92;16.59;189.72;16.59
4704;3.76;0.0;203.14;0.0
4705;0.0;0.0;201.29;0.0
4706;0.89;0.0;203.14;0.0
4707;3.7;0.0;203.14;0.0
4708;2.68;0.0;203.14;0.0
4709;3.81;0.0;199.81;0.0
4710;6.92;6.21;199.81;6.21
4711;6.92;12.71;199.81;12.71
4712;6.92;15.4;199.81;15.4
4713;6.92;15.76;199.81;15.76
4714;6.92;14.8;199.81;14.8
4715;6.92;13.37;199.81;13.37
4716;6.92;10.86;199.81;10.86
4717;6.92;7.28;199.81;7.28
4718;6.92;3.34;199.81;3.34
4719;6.92;0.84;199.81;0.84
4720;3.1;0.0;199.81;0.0
4721;0.0;0.0;198.36;0.0
4722;0.0;0.0;196.7;0.0
4723;0.0;0.0;199.47;0.0
4724;0.0;0.0;199.69;0.0
4725;0.0;0.0;199.66;0.0
4726;0.0;0.0;199.03;0.0
4727;0.0;0.0;199.28;0.0
4728;0.0;0.0;200.41;0.0
4729;0.0;0.0;201.32;0.0
4730;0.0;0.0;201.63;0.0
4731;0.0;0.0;201.51;0.0
4732;0.0;0.0;200.91;0.0
4733;0.0;0.0;196.92;0.0
4734;0.23;0.0;199.81;0.0
4735;6.14;0.0;199.81;0.0
4736;6.92;3.16;199.81;3.16
4737;6.92;5.25;199.81;5.25
4738;6.92;5.73;199.81;5.73
4739;6.92;5.13;199.81;5.13
4740;6.92;4.89;199.81;4.89
4741;6.92;3.76;199.81;3.76
4742;6.92;2.09;199.81;2.09
4743;6.5;0.0;199.81;0.0
4744;0.65;0.0;199.81;0.0
4745;0.0;0.0;196.92;0.0
4746;0.0;0.0;195.39;0.0
4747;0.0;0.0;199.03;0.0
4748;0.0;0.0;200.51;0.0
4749;0.0;0.0;200.66;0.0
4750;0.0;0.0;200.63;0.0
4751;0.0;0.0;200.66;0.0
4752;0.0;0.0;200.69;0.0
4753;0.0;0.0;200.29;0.0
4754;0.0;0.0;200.07;0.0
4755;0.0;0.0;199.94;0.0
4756;0.0;0.0;198.78;0.0
4757;0.0;0.0;194.04;0.0
4758;0.0;0.0;195.6;0.0
4759;0.0;0.0;195.86;0.0
4760;0.0;0.0;196.04;0.0
4761;0.0;0.0;196.01;0.0
4762;0.0;0.0;195.73;0.0
4763;0.0;0.0;195.1;0.0
4764;0.0;0.0;194.07;0.0
4765;0.0;0.0;193.19;0.0
4766;0.0;0.0;192.5;0.0
4767;0.0;0.0;191.87;0.0
4768;0.0;0.0;191.53;0.0
4769;0.0;0.0;191.18;0.0
4770;0.0;0.0;191.28;0.0
4771;0.0;0.0;194.92;0.0
4772;0.0;0.0;195.24;0.0
4773;0.0;0.0;195.33;0.0
4774;0.0;0.0;195.39;0.0
4775;0.0;0.0;195.65;0.0
4776;0.0;0.0;195.58;0.0
4777;0.0;0.0;195.3;0.0
4778;0.0;0.0;195.49;0.0
4779;0.0;0.0;196.18;0.0
4780;0.0;0.0;196.84;0.0
4781;0.0;0.0;192.97;0.0
4782;0.0;0.0;193.07;0.0
4783;0.0;0.0;195.73;0.0
4784;0.0;0.0;197.8;0.0
4785;0.0;0.0;199.24;0.0
4786;1.19;0.0;199.81;0.0
4787;1.96;0.0;199.81;0.0
4788;1.73;0.0;199.81;0.0
4789;0.41;0.0;199.81;0.0
4790;0.0;0.0;198.68;0.0
4791;0.0;0.0;196.98;0.0
4792;0.0;0.0;195.79;0.0
4793;0.0;0.0;194.7;0.0
4794;0.0;0.0;193.94;0.0
4795;0.0;0.0;197.81;0.0
4796;0.0;0.0;197.84;0.0
4797;0.0;0.0;197.21;0.0
4798;0.0;0.0;196.52;0.0
4799;0.0;0.0;196.08;0.0
4800;0.0;0.0;195.99;0.0
4801;0.0;0.0;196.3;0.0
4802;0.0;0.0;196.87;0.0
4803;0.0;0.0;197.24;0.0
4804;0.0;0.0;196.55;0.0
4805;0.0;0.0;192.66;0.0
4806;0.0;0.0;193.79;0.0
4807;0.0;0.0;194.01;0.0
4808;0.0;0.0;194.13;0.0
4809;0.0;0.0;194.35;0.0
4810;0.0;0.0;194.76;0.0
4811;0.0;0.0;195.17;0.0
4812;0.0;0.0;195.45;0.0
4813;0.0;0.0;195.29;0.0
4814;0.0;0.0;194.82;0.0
4815;0.0;0.0;194.04;0.0
4816;0.0;0.0;193.32;0.0
4817;0.0;0.0;192.5;0.0
4818;0.0;0.0;192.12;0.0
4819;0.0;0.0;195.39;0.0
4820;0.0;0.0;195.18;0.0
4821;0.0;0.0;195.11;0.0
4822;0.0;0.0;195.33;0.0
4823;0.0;0.0;196.05;0.0
4824;0.0;0.0;196.96;0.0
4825;0.0;0.0;197.5;0.0
4826;0.0;0.0;197.5;0.0
4827;0.0;0.0;197.09;0.0
4828;0.0;0.0;196.18;0.0
4829;0.0;0.0;191.5;0.0
4830;0.0;0.0;191.0;0.0
4831;0.0;0.0;190.74;0.0
4832;0.0;0.0;190.71;0.0
4833;0.0;0.0;190.87;0.0
4834;0.0;0.0;191.22;0.0
4835;0.0;0.0;191.69;0.0
4836;0.0;0.0;192.22;0.0
4837;0.0;0.0;192.94;0.0
4838;0.0;0.0;193.6;0.0
4839;0.0;0.0;194.32;0.0
4840;0.0;0.0;194.88;0.0
4841;0.0;0.0;194.63;0.0
4842;0.0;0.0;194.32;0.0
4843;0.0;0.0;197.65;0.0
4844;0.0;0.0;198.09;0.0
4845;0.0;0.0;199.82;0.0
4846;0.0;0.0;201.54;0.0
4847;0.0;0.0;202.07;0.0
4848;0.0;0.0;202.1;0.0
4849;0.0;0.0;201.88;0.0
4850;0.0;0.0;201.54;0.0
4851;0.0;0.0;201.04;0.0
4852;0.0;0.0;199.38;0.0
4853;0.0;0.0;194.19;0.0
4854;0.0;0.0;195.51;0.0
4855;0.0;0.0;196.26;0.0
4856;0.0;0.0;197.11;0.0
4857;0.0;0.0;198.02;0.0
4858;0.0;0.0;198.77;0.0
4859;0.0;0.0;199.68;0.0
4860;0.23;0.0;199.81;0.0
4861;0.17;0.0;199.81;0.0
4862;0.0;0.0;199.68;0.0
4863;0.0;0.0;198.52;0.0
4864;0.0;0.0;197.02;0.0
4865;0.0;0.0;194.88;0.0
4866;0.0;0.0;194.01;0.0
4867;6.92;7.22;189.72;7.22
4868;6.92;7.16;189.72;7.16
4869;6.92;9.13;189.72;9.13
4870;6.92;12.23;189.72;12.23
4871;6.92;12.95;189.72;12.95
4872;0.0;0.0;199.66;0.0
4873;0.0;0.0;199.69;0.0
4874;0.0;0.0;200.35;0.0
4875;0.0;0.0;201.54;0.0
4876;0.0;0.0;202.48;0.0
4877;0.0;0.0;199.71;0.0
4878;1.61;0.0;199.81;0.0
4879;0.06;0.0;199.81;0.0
4880;6.44;0.0;199.81;0.0
4881;6.92;6.03;199.81;6.03
4882;6.92;12.89;199.81;12.89
4883;6.92;15.4;199.81;15.4
4884;6.92;15.93;199.81;15.93
4885;6.92;15.64;199.81;15.64
4886;6.92;14.62;199.81;14.62
4887;6.92;13.91;199.81;13.91
4888;6.92;10.44;199.81;10.44
4889;6.92;6.15;199.81;6.15
4890;6.92;5.79;199.81;5.79
4891;6.92;5.85;203.14;5.85
4892;6.92;4.48;203.14;4.48
4893;6.92;4.36;203.14;4.36
4894;6.92;4.54;203.14;4.54
4895;6.92;1.61;203.14;1.61
4896;6.92;0.54;203.14;0.54
4897;6.92;0.48;203.14;0.48
4898;4.89;0.0;203.14;0.0
4899;2.38;0.0;203.14;0.0
4900;0.0;0.0;202.2;0.0
4901;0.0;0.0;196.33;0.0
4902;0.0;0.0;196.92;0.0
4903;0.0;0.0;198.9;0.0
4904;3.34;0.0;199.81;0.0
4905;6.92;2.27;199.81;2.27
4906;6.92;4.18;199.81;4.18
4907;6.92;4.77;199.81;4.77
4908;6.92;0.24;199.81;0.24
4909;3.52;0.0;199.81;0.0
4910;0.65;0.0;199.81;0.0
4911;0.0;0.0;199.59;0.0
4912;0.0;0.0;198.93;0.0
4913;0.0;0.0;197.83;0.0
4914;0.0;0.0;198.4;0.0
4915;0.0;0.0;201.95;0.0
4916;0.0;0.0;201.92;0.0
4917;0.0;0.0;201.79;0.0
4918;0.0;0.0;201.73;0.0
4919;0.0;0.0;201.07;0.0
4920;0.0;0.0;200.0;0.0
4921;0.0;0.0;199.38;0.0
4922;0.0;0.0;199.35;0.0
4923;0.0;0.0;199.13;0.0
4924;0.0;0.0;197.75;0.0
4925;0.0;0.0;192.97;0.0
4926;0.0;0.0;193.91;0.0
4927;0.0;0.0;193.72;0.0
4928;0.0;0.0;192.81;0.0
4929;0.0;0.0;192.22;0.0
4930;0.0;0.0;193.0;0.0
4931;0.0;0.0;194.51;0.0
4932;0.0;0.0;196.08;0.0
4933;0.0;0.0;197.45;0.0
4934;0.0;0.0;198.49;0.0
4935;0.0;0.0;198.9;0.0
4936;0.0;0.0;199.15;0.0
4937;0.0;0.0;198.93;0.0
4938;0.0;0.0;199.05;0.0
4939;0.29;0.0;203.14;0.0
4940;0.06;0.0;203.14;0.0
4941;0.0;0.0;202.76;0.0
4942;0.0;0.0;202.07;0.0
4943;0.0;0.0;202.32;0.0
4944;0.0;0.0;201.63;0.0
4945;0.0;0.0;201.16;0.0
4946;0.0;0.0;201.16;0.0
4947;0.0;0.0;201.07;0.0
4948;0.0;0.0;199.91;0.0
4949;0.0;0.0;195.07;0.0
4950;0.0;0.0;197.71;0.0
4951;0.0;0.0;199.52;0.0
4952;0.0;0.0;199.15;0.0
4953;0.0;0.0;199.15;0.0
4954;0.0;0.0;199.43;0.0
4955;0.0;0.0;199.65;0.0
4956;0.0;0.0;199.77;0.0
4957;0.29;0.0;199.81;0.0
4958;0.0;0.0;199.77;0.0
4959;0.0;0.0;198.49;0.0
4960;0.0;0.0;196.61;0.0
4961;0.0;0.0;194.95;0.0
4962;0.0;0.0;195.07;0.0
4963;0.0;0.0;199.63;0.0
4964;0.0;0.0;200.04;0.0
4965;0.0;0.0;199.78;0.0
4966;0.0;0.0;199.38;0.0
4967;0.0;0.0;200.25;0.0
4968;0.0;0.0;201.54;0.0
4969;0.0;0.0;202.45;0.0
4970;0.0;0.0;202.83;0.0
4971;0.0;0.0;202.57;0.0
4972;0.0;0.0;202.2;0.0
4973;0.0;0.0;197.83;0.0
4974;0.0;0.0;195.67;0.0
4975;0.0;0.0;195.57;0.0
4976;0.0;0.0;198.77;0.0
4977;6.92;0.42;199.81;0.42
4978;6.92;1.73;199.81;1.73
4979;3.46;0.0;199.81;0.0
4980;0.0;0.0;199.24;0.0
4981;0.0;0.0;197.89;0.0
4982;0.0;0.0;196.83;0.0
4983;0.0;0.0;197.24;0.0
4984;0.0;0.0;199.43;0.0
4985;2.62;0.0;199.81;0.0
4986;5.31;0.0;199.81;0.0
4987;6.92;1.73;203.14;1.73
4988;6.92;4.48;203.14;4.48
4989;6.92;5.37;203.14;5.37
4990;6.92;5.43;203.14;5.43
4991;6.92;4.95;203.14;4.95
4992;6.92;4.48;203.14;4.48
4993;6.92;3.7;203.14;3.7
4994;6.92;2.21;203.14;2.21
4995;6.92;0.42;203.14;0.42
4996;5.37;0.0;203.14;0.0
4997;1.91;0.0;199.81;0.0
