snapshot;on_wind;grid;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
5109;21.31;4.24;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5110;20.89;4.65;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5111;20.23;5.31;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5112;19.22;6.33;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5113;21.01;4.54;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5114;20.47;5.07;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5115;18.2;6.92;-6.53;22.75;13.2;-13.2;-13.2;2.37;0.0;6.67
5116;14.92;6.92;-4.81;19.78;11.47;-11.47;-11.47;2.06;0.0;6.67
5117;10.5;6.92;0.85;15.78;9.15;-9.15;-9.15;1.64;0.0;10.0
5118;14.86;6.92;-1.44;19.73;11.44;-11.44;-11.44;2.05;0.0;10.0
5119;17.49;6.92;-2.82;22.11;12.82;-12.82;-12.82;2.3;0.0;10.0
5120;21.9;3.64;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5121;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5122;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5123;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5124;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5125;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5126;23.04;2.51;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5127;21.19;4.36;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5128;23.33;2.21;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5129;23.75;1.79;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5130;16.83;6.92;-2.48;21.51;12.48;-12.48;-12.48;2.24;0.0;10.0
5131;12.95;6.92;-3.77;18.0;10.44;-10.44;-10.44;1.87;0.0;6.67
5132;15.58;6.92;-5.15;20.38;11.82;-11.82;-11.82;2.12;0.0;6.67
5133;20.71;4.83;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5134;23.16;2.39;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5135;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5136;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5137;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5138;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5139;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5140;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5141;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5142;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5143;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5144;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5145;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5146;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5147;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5148;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5149;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5150;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5151;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5152;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5153;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5154;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5155;22.44;3.1;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5156;22.32;3.22;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5157;22.74;2.8;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5158;20.83;4.71;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5159;19.22;6.33;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5160;17.55;6.92;-6.19;22.16;12.85;-12.85;-12.85;2.3;0.0;6.67
5161;16.47;6.92;-5.62;21.19;12.29;-12.29;-12.29;2.2;0.0;6.67
5162;14.98;6.92;-4.84;19.84;11.5;-11.5;-11.5;2.06;0.0;6.67
5163;12.95;6.92;-3.77;18.0;10.44;-10.44;-10.44;1.87;0.0;6.67
5164;10.15;6.92;-2.3;15.46;8.96;-8.96;-8.96;1.61;0.0;6.67
5165;7.16;6.92;2.6;12.75;7.4;-7.4;-7.4;1.33;0.0;10.0
5166;7.94;6.92;2.19;13.46;7.8;-7.8;-7.8;1.4;0.0;10.0
5167;8.0;6.92;2.16;13.51;7.84;-7.84;-7.84;1.4;0.0;10.0
5168;8.41;6.92;1.94;13.89;8.06;-8.06;-8.06;1.44;0.0;10.0
5169;8.71;6.92;1.79;14.16;8.21;-8.21;-8.21;1.47;0.0;10.0
5170;9.07;6.92;1.6;14.48;8.4;-8.4;-8.4;1.51;0.0;10.0
5171;9.61;6.92;1.32;14.97;8.68;-8.68;-8.68;1.56;0.0;10.0
5172;9.97;6.92;1.13;15.29;8.87;-8.87;-8.87;1.59;0.0;10.0
5173;9.67;6.92;1.29;15.02;8.71;-8.71;-8.71;1.56;0.0;10.0
5174;9.07;6.92;1.6;14.48;8.4;-8.4;-8.4;1.51;0.0;10.0
5175;8.47;6.92;1.91;13.94;8.09;-8.09;-8.09;1.45;0.0;10.0
5176;8.47;6.92;1.91;13.94;8.09;-8.09;-8.09;1.45;0.0;10.0
5177;7.76;6.92;2.29;13.29;7.71;-7.71;-7.71;1.38;0.0;10.0
5178;8.65;6.92;1.82;14.11;8.18;-8.18;-8.18;1.47;0.0;10.0
5179;11.58;6.92;-3.05;16.75;9.72;-9.72;-9.72;1.74;0.0;6.67
5180;11.94;6.92;-3.24;17.08;9.91;-9.91;-9.91;1.78;0.0;6.67
5181;8.65;6.92;-1.51;14.11;8.18;-8.18;-8.18;1.47;0.0;6.67
5182;6.03;6.92;-0.14;11.73;6.8;-6.8;-6.8;1.22;0.0;6.67
5183;5.61;6.92;0.08;11.35;6.58;-6.58;-6.58;1.18;0.0;6.67
5184;5.55;6.92;0.12;11.29;6.55;-6.55;-6.55;1.17;0.0;6.67
5185;2.09;6.92;1.93;8.16;4.73;-4.73;-4.73;0.85;0.0;6.67
5186;0.9;6.92;2.56;7.08;4.1;-4.1;-4.1;0.74;0.0;6.67
5187;0.66;6.92;2.69;6.86;3.98;-3.98;-3.98;0.71;0.0;6.67
5188;0.66;6.92;2.69;6.86;3.98;-3.98;-3.98;0.71;0.0;6.67
5189;0.42;6.92;6.14;6.65;3.85;-3.85;-3.85;0.69;0.0;10.0
5190;0.24;6.92;6.24;6.48;3.76;-3.76;-3.76;0.67;0.0;10.0
5191;0.9;6.92;5.89;7.08;4.1;-4.1;-4.1;0.74;0.0;10.0
5192;1.79;6.92;5.42;7.89;4.58;-4.58;-4.58;0.82;0.0;10.0
5193;2.27;6.92;5.17;8.32;4.83;-4.83;-4.83;0.87;0.0;10.0
5194;2.98;6.92;4.8;8.97;5.2;-5.2;-5.2;0.93;0.0;10.0
5195;3.58;6.92;4.48;9.51;5.52;-5.52;-5.52;0.99;0.0;10.0
5196;3.64;6.92;4.45;9.56;5.55;-5.55;-5.55;0.99;0.0;10.0
5197;3.34;6.92;4.61;9.29;5.39;-5.39;-5.39;0.97;0.0;10.0
5198;2.51;6.92;5.05;8.54;4.95;-4.95;-4.95;0.89;0.0;10.0
5199;1.49;6.92;5.58;7.62;4.42;-4.42;-4.42;0.79;0.0;10.0
5200;1.07;6.92;5.8;7.24;4.2;-4.2;-4.2;0.75;0.0;10.0
5201;1.97;6.92;5.33;8.05;4.67;-4.67;-4.67;0.84;0.0;10.0
5202;4.06;6.92;4.23;9.94;5.77;-5.77;-5.77;1.03;0.0;10.0
5203;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5204;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5205;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5206;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5207;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5208;4.89;6.92;0.46;10.7;6.21;-6.21;-6.21;1.11;0.0;6.67
5209;4.06;6.92;0.9;9.94;5.77;-5.77;-5.77;1.03;0.0;6.67
5210;4.0;6.92;0.93;9.89;5.74;-5.74;-5.74;1.03;0.0;6.67
5211;4.42;6.92;0.71;10.27;5.95;-5.95;-5.95;1.07;0.0;6.67
5212;4.54;6.92;0.65;10.38;6.02;-6.02;-6.02;1.08;0.0;6.67
5213;2.51;6.92;5.05;8.54;4.95;-4.95;-4.95;0.89;0.0;10.0
5214;1.01;6.92;5.83;7.19;4.17;-4.17;-4.17;0.75;0.0;10.0
5215;0.36;6.92;6.18;6.59;3.82;-3.82;-3.82;0.69;0.0;10.0
5216;0.36;6.92;6.18;6.59;3.82;-3.82;-3.82;0.69;0.0;10.0
5217;0.6;6.92;6.05;6.81;3.95;-3.95;-3.95;0.71;0.0;10.0
5218;0.9;6.92;5.89;7.08;4.1;-4.1;-4.1;0.74;0.0;10.0
5219;1.85;6.92;5.39;7.94;4.61;-4.61;-4.61;0.83;0.0;10.0
5220;3.64;6.92;4.45;9.56;5.55;-5.55;-5.55;0.99;0.0;10.0
5221;5.79;6.92;3.32;11.51;6.68;-6.68;-6.68;1.2;0.0;10.0
5222;7.7;6.92;2.32;13.24;7.68;-7.68;-7.68;1.38;0.0;10.0
5223;9.13;6.92;1.57;14.54;8.43;-8.43;-8.43;1.51;0.0;10.0
5224;9.43;6.92;1.41;14.81;8.59;-8.59;-8.59;1.54;0.0;10.0
5225;10.5;6.92;0.85;15.78;9.15;-9.15;-9.15;1.64;0.0;10.0
5226;13.43;6.92;-0.69;18.43;10.69;-10.69;-10.69;1.92;0.0;10.0
5227;16.59;6.92;-5.69;21.29;12.35;-12.35;-12.35;2.21;0.0;6.67
5228;18.14;6.92;-6.5;22.7;13.17;-13.17;-13.17;2.36;0.0;6.67
5229;19.57;5.97;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5230;21.19;4.36;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5231;23.33;2.21;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5232;23.75;1.79;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5233;23.57;1.97;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5234;23.04;2.51;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5235;22.62;2.92;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5236;22.86;2.69;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5237;23.51;2.03;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5238;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5239;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5240;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5241;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5242;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5243;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5244;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5245;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5246;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5247;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5248;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5249;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5250;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5251;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5252;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5253;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5254;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5255;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5256;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5257;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5258;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5259;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5260;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5261;24.65;0.9;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5262;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5263;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5264;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5265;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5266;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5267;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5268;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5269;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5270;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5271;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5272;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5273;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5274;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5275;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5276;20.95;4.6;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5277;19.81;5.73;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
5278;18.44;6.92;-6.66;22.97;13.32;-13.32;-13.32;2.39;0.0;6.67
5279;16.41;6.92;-5.59;21.13;12.26;-12.26;-12.26;2.2;0.0;6.67
5280;16.05;6.92;-5.4;20.81;12.07;-12.07;-12.07;2.16;0.0;6.67
5281;14.98;6.92;-4.84;19.84;11.5;-11.5;-11.5;2.06;0.0;6.67
5282;14.8;6.92;-4.74;19.67;11.41;-11.41;-11.41;2.05;0.0;6.67
5283;15.16;6.92;-4.93;20.0;11.6;-11.6;-11.6;2.08;0.0;6.67
5284;14.38;6.92;-4.52;19.29;11.19;-11.19;-11.19;2.01;0.0;6.67
5285;9.67;6.92;1.29;15.02;8.71;-8.71;-8.71;1.56;0.0;10.0
5286;10.5;6.92;0.85;15.78;9.15;-9.15;-9.15;1.64;0.0;10.0
5287;13.43;6.92;-0.69;18.43;10.69;-10.69;-10.69;1.92;0.0;10.0
5288;14.62;6.92;-1.32;19.51;11.32;-11.32;-11.32;2.03;0.0;10.0
5289;14.86;6.92;-1.44;19.73;11.44;-11.44;-11.44;2.05;0.0;10.0
5290;15.46;6.92;-1.76;20.27;11.76;-11.76;-11.76;2.11;0.0;10.0
5291;16.53;6.92;-2.32;21.24;12.32;-12.32;-12.32;2.21;0.0;10.0
5292;17.01;6.92;-2.57;21.67;12.57;-12.57;-12.57;2.25;0.0;10.0
5293;16.83;6.92;-2.48;21.51;12.48;-12.48;-12.48;2.24;0.0;10.0
5294;16.59;6.92;-2.35;21.29;12.35;-12.35;-12.35;2.21;0.0;10.0
5295;15.58;6.92;-1.82;20.38;11.82;-11.82;-11.82;2.12;0.0;10.0
5296;12.47;6.92;-0.19;17.56;10.19;-10.19;-10.19;1.83;0.0;10.0
5297;9.13;6.92;1.57;14.54;8.43;-8.43;-8.43;1.51;0.0;10.0
5298;8.47;6.92;1.91;13.94;8.09;-8.09;-8.09;1.45;0.0;10.0
5299;8.65;6.92;-1.51;14.11;8.18;-8.18;-8.18;1.47;0.0;6.67
5300;8.89;6.92;-1.64;14.32;8.31;-8.31;-8.31;1.49;0.0;6.67
5301;8.53;6.92;-1.45;14.0;8.12;-8.12;-8.12;1.46;0.0;6.67
5302;7.4;6.92;-0.86;12.97;7.52;-7.52;-7.52;1.35;0.0;6.67
5303;6.03;6.92;-0.14;11.73;6.8;-6.8;-6.8;1.22;0.0;6.67
5304;4.89;6.92;0.46;10.7;6.21;-6.21;-6.21;1.11;0.0;6.67
5305;4.3;6.92;0.77;10.16;5.89;-5.89;-5.89;1.06;0.0;6.67
5306;4.36;6.92;0.74;10.21;5.92;-5.92;-5.92;1.06;0.0;6.67
5307;4.48;6.92;0.68;10.32;5.99;-5.99;-5.99;1.07;0.0;6.67
5308;4.54;6.92;0.65;10.38;6.02;-6.02;-6.02;1.08;0.0;6.67
5309;2.92;6.92;4.83;8.92;5.17;-5.17;-5.17;0.93;0.0;10.0
5310;2.86;6.92;4.86;8.86;5.14;-5.14;-5.14;0.92;0.0;10.0
5311;2.98;6.92;4.8;8.97;5.2;-5.2;-5.2;0.93;0.0;10.0
5312;2.92;6.92;4.83;8.92;5.17;-5.17;-5.17;0.93;0.0;10.0
5313;2.98;6.92;4.8;8.97;5.2;-5.2;-5.2;0.93;0.0;10.0
5314;3.16;6.92;4.7;9.13;5.3;-5.3;-5.3;0.95;0.0;10.0
5315;3.4;6.92;4.58;9.35;5.42;-5.42;-5.42;0.97;0.0;10.0
5316;3.7;6.92;4.42;9.62;5.58;-5.58;-5.58;1.0;0.0;10.0
5317;4.36;6.92;4.08;10.21;5.92;-5.92;-5.92;1.06;0.0;10.0
5318;4.83;6.92;3.82;10.65;6.17;-6.17;-6.17;1.11;0.0;10.0
5319;4.65;6.92;3.92;10.48;6.08;-6.08;-6.08;1.09;0.0;10.0
5320;4.06;6.92;4.23;9.94;5.77;-5.77;-5.77;1.03;0.0;10.0
5321;2.92;6.92;4.83;8.92;5.17;-5.17;-5.17;0.93;0.0;10.0
5322;1.61;6.92;5.52;7.73;4.48;-4.48;-4.48;0.8;0.0;10.0
5323;0.6;6.92;2.72;6.81;3.95;-3.95;-3.95;0.71;0.0;6.67
5324;0.24;6.92;2.91;6.48;3.76;-3.76;-3.76;0.67;0.0;6.67
5325;0.42;6.92;2.81;6.65;3.85;-3.85;-3.85;0.69;0.0;6.67
5326;1.07;6.92;2.47;7.24;4.2;-4.2;-4.2;0.75;0.0;6.67
5327;2.51;6.92;1.71;8.54;4.95;-4.95;-4.95;0.89;0.0;6.67
5328;4.54;6.92;0.65;10.38;6.02;-6.02;-6.02;1.08;0.0;6.67
5329;6.62;6.92;-0.45;12.27;7.11;-7.11;-7.11;1.28;0.0;6.67
5330;8.53;6.92;-1.45;14.0;8.12;-8.12;-8.12;1.46;0.0;6.67
5331;10.15;6.92;-2.3;15.46;8.96;-8.96;-8.96;1.61;0.0;6.67
5332;11.52;6.92;-3.02;16.7;9.69;-9.69;-9.69;1.74;0.0;6.67
5333;8.47;6.92;1.91;13.94;8.09;-8.09;-8.09;1.45;0.0;10.0
5334;4.24;6.92;4.14;10.1;5.86;-5.86;-5.86;1.05;0.0;10.0
5335;3.76;6.92;4.39;9.67;5.61;-5.61;-5.61;1.01;0.0;10.0
5336;3.7;6.92;4.42;9.62;5.58;-5.58;-5.58;1.0;0.0;10.0
5337;3.76;6.92;4.39;9.67;5.61;-5.61;-5.61;1.01;0.0;10.0
5338;3.88;6.92;4.33;9.78;5.67;-5.67;-5.67;1.02;0.0;10.0
5339;4.24;6.92;4.14;10.1;5.86;-5.86;-5.86;1.05;0.0;10.0
5340;4.89;6.92;3.79;10.7;6.21;-6.21;-6.21;1.11;0.0;10.0
5341;5.73;6.92;3.35;11.46;6.64;-6.64;-6.64;1.19;0.0;10.0
5342;6.56;6.92;2.92;12.21;7.08;-7.08;-7.08;1.27;0.0;10.0
5343;6.8;6.92;2.79;12.43;7.21;-7.21;-7.21;1.29;0.0;10.0
5344;6.45;6.92;2.98;12.1;7.02;-7.02;-7.02;1.26;0.0;10.0
5345;5.43;6.92;3.51;11.19;6.49;-6.49;-6.49;1.16;0.0;10.0
5346;4.0;6.92;4.26;9.89;5.74;-5.74;-5.74;1.03;0.0;10.0
5347;3.64;6.92;1.12;9.56;5.55;-5.55;-5.55;0.99;0.0;6.67
5348;4.77;6.92;0.52;10.59;6.14;-6.14;-6.14;1.1;0.0;6.67
5349;6.86;6.92;-0.57;12.48;7.24;-7.24;-7.24;1.3;0.0;6.67
5350;8.0;6.92;-1.17;13.51;7.84;-7.84;-7.84;1.4;0.0;6.67
5351;7.16;6.92;-0.73;12.75;7.4;-7.4;-7.4;1.33;0.0;6.67
5352;6.21;6.92;-0.23;11.89;6.9;-6.9;-6.9;1.24;0.0;6.67
5353;5.91;6.92;-0.07;11.62;6.74;-6.74;-6.74;1.21;0.0;6.67
5354;5.61;6.92;0.08;11.35;6.58;-6.58;-6.58;1.18;0.0;6.67
5355;4.65;6.92;0.59;10.48;6.08;-6.08;-6.08;1.09;0.0;6.67
5356;3.7;6.92;1.09;9.62;5.58;-5.58;-5.58;1.0;0.0;6.67
5357;2.27;6.92;5.17;8.32;4.83;-4.83;-4.83;0.87;0.0;10.0
5358;1.25;6.92;5.71;7.4;4.29;-4.29;-4.29;0.77;0.0;10.0
5359;1.67;6.92;5.49;7.78;4.51;-4.51;-4.51;0.81;0.0;10.0
5360;3.28;6.92;4.64;9.24;5.36;-5.36;-5.36;0.96;0.0;10.0
5361;6.39;6.92;3.01;12.05;6.99;-6.99;-6.99;1.25;0.0;10.0
5362;10.38;6.92;0.91;15.67;9.09;-9.09;-9.09;1.63;0.0;10.0
5363;13.91;6.92;-0.94;18.86;10.94;-10.94;-10.94;1.96;0.0;10.0
5364;17.31;6.92;-2.73;21.94;12.73;-12.73;-12.73;2.28;0.0;10.0
5365;19.81;5.73;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5366;22.74;2.8;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5367;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5368;23.04;2.51;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5369;19.1;6.45;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
5370;17.9;6.92;-3.04;22.48;13.04;-13.04;-13.04;2.34;0.0;10.0
5371;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5372;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5373;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5374;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5375;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5376;11.34;6.92;-2.93;16.54;9.59;-9.59;-9.59;1.72;0.0;6.67
5377;13.55;6.92;-4.09;18.54;10.75;-10.75;-10.75;1.93;0.0;6.67
5378;15.93;6.92;-5.34;20.7;12.01;-12.01;-12.01;2.15;0.0;6.67
5379;17.55;6.92;-6.19;22.16;12.85;-12.85;-12.85;2.3;0.0;6.67
5380;16.59;6.92;-5.69;21.29;12.35;-12.35;-12.35;2.21;0.0;6.67
5381;10.5;6.92;0.85;15.78;9.15;-9.15;-9.15;1.64;0.0;10.0
5382;6.68;6.92;2.85;12.32;7.15;-7.15;-7.15;1.28;0.0;10.0
5383;10.15;6.92;1.03;15.46;8.96;-8.96;-8.96;1.61;0.0;10.0
5384;11.28;6.92;0.44;16.48;9.56;-9.56;-9.56;1.71;0.0;10.0
5385;11.28;6.92;0.44;16.48;9.56;-9.56;-9.56;1.71;0.0;10.0
5386;10.56;6.92;0.81;15.83;9.18;-9.18;-9.18;1.65;0.0;10.0
5387;9.31;6.92;1.47;14.7;8.53;-8.53;-8.53;1.53;0.0;10.0
5388;7.82;6.92;2.26;13.35;7.74;-7.74;-7.74;1.39;0.0;10.0
5389;6.21;6.92;3.1;11.89;6.9;-6.9;-6.9;1.24;0.0;10.0
5390;4.89;6.92;3.79;10.7;6.21;-6.21;-6.21;1.11;0.0;10.0
5391;4.83;6.92;3.82;10.65;6.17;-6.17;-6.17;1.11;0.0;10.0
5392;5.19;6.92;3.64;10.97;6.36;-6.36;-6.36;1.14;0.0;10.0
5393;5.01;6.92;3.73;10.81;6.27;-6.27;-6.27;1.12;0.0;10.0
5394;5.37;6.92;3.54;11.13;6.46;-6.46;-6.46;1.16;0.0;10.0
5395;5.79;6.92;-0.01;11.51;6.68;-6.68;-6.68;1.2;0.0;6.67
5396;6.03;6.92;-0.14;11.73;6.8;-6.8;-6.8;1.22;0.0;6.67
5397;5.79;6.92;-0.01;11.51;6.68;-6.68;-6.68;1.2;0.0;6.67
5398;5.37;6.92;0.21;11.13;6.46;-6.46;-6.46;1.16;0.0;6.67
5399;4.77;6.92;0.52;10.59;6.14;-6.14;-6.14;1.1;0.0;6.67
5400;4.42;6.92;0.71;10.27;5.95;-5.95;-5.95;1.07;0.0;6.67
5401;4.12;6.92;0.87;10.0;5.8;-5.8;-5.8;1.04;0.0;6.67
5402;3.88;6.92;0.99;9.78;5.67;-5.67;-5.67;1.02;0.0;6.67
5403;3.46;6.92;1.21;9.4;5.45;-5.45;-5.45;0.98;0.0;6.67
5404;2.8;6.92;1.56;8.81;5.11;-5.11;-5.11;0.92;0.0;6.67
5405;1.61;6.92;5.52;7.73;4.48;-4.48;-4.48;0.8;0.0;10.0
5406;0.6;6.92;6.05;6.81;3.95;-3.95;-3.95;0.71;0.0;10.0
5407;0.48;6.92;6.11;6.7;3.89;-3.89;-3.89;0.7;0.0;10.0
5408;0.9;6.92;5.89;7.08;4.1;-4.1;-4.1;0.74;0.0;10.0
5409;1.07;6.92;5.8;7.24;4.2;-4.2;-4.2;0.75;0.0;10.0
5410;1.25;6.92;5.71;7.4;4.29;-4.29;-4.29;0.77;0.0;10.0
5411;1.97;6.92;5.33;8.05;4.67;-4.67;-4.67;0.84;0.0;10.0
