;on_wind;battery storage;hydrogen_storage;Curtailment
7098;2.62;33.85;515.97;2.62
7099;0.0;33.85;518.7;0.0
7100;0.41;33.85;519.31;0.41
7101;0.25;33.85;519.31;0.25
7102;0.0;33.85;518.75;0.0
7103;1.56;33.85;519.31;1.56
7104;4.02;33.85;519.31;4.02
7105;3.36;33.85;519.31;3.36
7106;0.25;33.85;519.31;0.25
7107;0.0;33.85;517.58;0.0
7108;0.0;33.85;517.45;0.0
7109;0.0;33.85;514.59;0.0
7110;1.15;33.85;515.97;1.15
7111;0.25;33.85;515.97;0.25
7112;0.0;33.85;512.48;0.0
7113;0.0;33.85;512.53;0.0
7114;0.0;33.85;512.23;0.0
7115;0.0;33.85;510.8;0.0
7116;0.0;33.85;510.2;0.0
7117;0.0;33.85;509.86;0.0
7118;0.0;33.85;510.16;0.0
7119;0.0;33.85;512.1;0.0
7120;0.0;33.85;512.91;0.0
7121;0.0;33.85;515.11;0.0
7122;1.72;33.85;515.97;1.72
7123;2.05;33.85;519.31;2.05
7124;2.38;33.85;519.31;2.38
7125;2.62;33.85;519.31;2.62
7126;2.38;33.85;519.31;2.38
7127;1.64;33.85;519.31;1.64
7128;0.0;33.85;519.22;0.0
7129;0.0;33.85;517.93;0.0
7130;0.0;33.85;516.81;0.0
7131;0.0;33.85;516.25;0.0
7132;0.0;33.85;516.25;0.0
7133;0.0;33.85;513.26;0.0
7134;0.0;33.85;512.61;0.0
7135;0.0;33.85;510.68;0.0
7136;0.0;33.85;509.38;0.0
7137;0.0;33.85;510.76;0.0
7138;0.0;33.85;513.39;0.0
7139;0.0;33.85;513.99;0.0
7140;0.0;33.85;513.22;0.0
7141;0.0;33.85;513.13;0.0
7142;0.0;33.85;513.91;0.0
7143;0.25;33.85;515.97;0.25
7144;6.23;33.85;515.97;6.23
7145;9.51;33.85;515.97;9.51
7146;6.01;38.66;515.97;6.01
7147;0.0;44.02;519.31;0.0
7148;0.0;42.95;519.31;0.0
7149;0.0;39.92;519.31;0.0
7150;0.0;33.93;519.31;0.0
7151;0.0;33.85;516.2;0.0
7152;0.0;33.85;514.4;0.0
7153;0.0;33.85;513.45;0.0
7154;0.0;33.85;512.97;0.0
7155;0.0;33.85;512.72;0.0
7156;0.0;33.85;513.19;0.0
7157;0.0;33.85;509.86;0.0
7158;0.0;33.85;509.17;0.0
7159;0.0;33.85;508.0;0.0
7160;0.0;33.85;507.06;0.0
7161;0.0;33.85;507.27;0.0
7162;0.0;33.85;506.8;0.0
7163;0.0;33.31;506.22;0.0
7164;0.0;32.65;506.22;0.0
7165;0.0;32.49;506.22;0.0
7166;0.0;31.67;506.22;0.0
7167;0.0;30.93;506.22;0.0
7168;0.0;30.85;506.22;0.0
7169;0.0;31.58;506.22;0.0
7170;0.0;32.32;506.22;0.0
7171;0.0;32.65;509.56;0.0
7172;0.0;32.32;509.56;0.0
7173;0.0;31.83;509.56;0.0
7174;0.0;32.08;509.56;0.0
7175;0.0;32.32;509.56;0.0
7176;0.0;32.98;509.56;0.0
7177;0.0;33.85;509.61;0.0
7178;0.0;33.85;510.05;0.0
7179;0.0;33.85;510.39;0.0
7180;0.0;33.85;510.52;0.0
7181;0.0;33.85;507.53;0.0
7182;0.0;33.85;508.18;0.0
7183;0.0;33.85;508.44;0.0
7184;0.0;33.85;507.57;0.0
7185;0.0;33.85;506.45;0.0
7186;0.0;33.39;506.22;0.0
7187;0.0;32.57;506.22;0.0
7188;0.0;31.67;506.22;0.0
7189;0.0;31.83;506.22;0.0
7190;0.0;33.55;506.22;0.0
7191;0.0;33.85;506.37;0.0
7192;0.0;33.85;506.67;0.0
7193;0.0;33.85;507.44;0.0
7194;0.0;33.85;507.7;0.0
7195;0.0;33.85;510.73;0.0
7196;0.0;33.85;510.26;0.0
7197;0.0;33.85;510.35;0.0
7198;0.0;33.85;511.08;0.0
7199;0.0;33.85;511.9;0.0
7200;0.0;33.85;512.59;0.0
7201;0.0;33.85;513.36;0.0
7202;0.0;33.85;513.97;0.0
7203;0.0;33.85;514.57;0.0
7204;0.0;33.85;515.13;0.0
7205;0.0;33.85;512.87;0.0
7206;0.0;33.85;513.73;0.0
7207;0.0;33.85;512.66;0.0
7208;0.0;33.85;512.14;0.0
7209;0.0;33.85;513.56;0.0
7210;0.0;33.85;513.26;0.0
7211;0.0;33.85;513.65;0.0
7212;0.0;33.85;513.47;0.0
7213;0.0;33.85;512.01;0.0
7214;0.0;33.85;511.45;0.0
7215;0.0;33.85;513.13;0.0
7216;0.98;33.85;515.97;0.98
7217;4.76;33.85;515.97;4.76
7218;6.97;33.85;515.97;6.97
7219;30.58;33.85;506.77;30.58
7220;30.25;33.85;506.77;30.25
7221;30.42;33.85;506.77;30.42
7222;30.66;33.85;506.77;30.66
7223;36.4;33.85;506.77;36.4
7224;30.76;33.85;513.44;30.76
7225;34.94;33.85;513.44;34.94
7226;34.86;33.85;513.44;34.86
7227;37.57;33.85;513.44;37.57
7228;48.06;33.85;513.44;48.06
7229;42.62;33.85;513.44;42.62
7230;43.77;33.85;513.44;43.77
7231;36.06;33.85;513.44;36.06
7232;30.49;33.85;513.44;30.49
7233;29.67;33.85;513.44;29.67
7234;30.98;33.85;513.44;30.98
7235;38.44;33.85;513.44;38.44
7236;36.72;33.85;513.44;36.72
7237;27.78;33.85;513.44;27.78
7238;25.32;33.85;513.44;25.32
7239;27.94;33.85;513.44;27.94
7240;30.57;33.85;513.44;30.57
7241;31.06;33.85;513.44;31.06
7242;32.62;33.85;513.44;32.62
7243;38.96;33.85;513.44;38.96
7244;40.77;33.85;513.44;40.77
7245;49.21;33.85;513.44;49.21
7246;52.08;33.85;513.44;52.08
7247;48.64;33.85;513.44;48.64
7248;39.21;33.85;513.44;39.21
7249;29.12;33.85;513.44;29.12
7250;31.42;33.85;513.44;31.42
7251;20.27;33.85;518.6;20.27
7252;26.91;33.85;513.44;26.91
7253;19.17;33.85;513.44;19.17
7254;13.36;33.85;515.97;13.36
7255;11.4;33.85;515.97;11.4
7256;6.39;33.85;515.97;6.39
7257;12.79;33.85;515.97;12.79
7258;11.42;34.07;515.97;11.42
7259;5.33;33.85;515.97;5.33
7260;0.0;33.85;513.82;0.0
7261;0.0;33.85;509.86;0.0
7262;0.0;33.63;506.22;0.0
7263;0.0;33.85;506.37;0.0
7264;0.0;33.85;510.55;0.0
7265;2.86;33.85;513.44;2.86
7266;7.86;33.85;513.44;7.86
7267;12.15;33.85;513.44;12.15
7268;10.43;33.85;513.44;10.43
7269;10.19;33.85;513.44;10.19
7270;7.73;33.85;513.44;7.73
7271;8.79;33.85;513.44;8.79
7272;10.27;33.85;513.44;10.27
7273;14.45;33.85;513.44;14.45
7274;20.68;33.85;513.44;20.68
7275;22.16;33.85;517.57;22.16
7276;33.71;33.85;513.44;33.71
7277;28.44;33.85;513.44;28.44
7278;23.2;33.85;515.97;23.2
7279;21.4;33.85;515.97;21.4
7280;21.97;33.85;515.97;21.97
7281;30.33;33.85;515.97;30.33
7282;32.38;33.85;515.97;32.38
7283;32.71;33.85;515.97;32.71
7284;29.1;33.85;515.97;29.1
7285;17.87;35.16;515.97;17.87
7286;0.0;36.89;515.97;0.0
7287;0.0;33.85;513.22;0.0
7288;0.0;33.85;510.8;0.0
7289;0.0;33.85;507.75;0.0
7290;0.0;32.32;506.22;0.0
7291;0.0;31.42;509.56;0.0
7292;0.0;33.47;509.56;0.0
7293;0.0;33.85;510.86;0.0
7294;0.0;33.85;512.59;0.0
7295;2.23;33.85;513.44;2.23
7296;6.09;33.85;513.44;6.09
7297;11.41;33.85;513.44;11.41
7298;16.01;33.85;513.44;16.01
7299;17.15;33.85;513.44;17.15
7300;15.43;33.85;513.44;15.43
7301;8.6;33.85;513.44;8.6
7302;10.24;33.85;513.44;10.24
7303;9.58;33.85;513.44;9.58
7304;5.73;33.85;513.44;5.73
7305;10.07;33.85;513.44;10.07
7306;16.06;33.85;513.44;16.06
7307;13.93;33.85;513.44;13.93
7308;9.5;33.85;513.44;9.5
7309;7.2;33.85;513.44;7.2
7310;9.83;33.85;513.44;9.83
7311;17.2;33.85;513.44;17.2
7312;23.11;33.85;513.44;23.11
7313;27.12;33.85;513.44;27.12
7314;23.76;33.85;513.44;23.76
7315;26.75;33.85;513.44;26.75
7316;26.66;33.85;513.44;26.66
7317;24.53;33.85;513.44;24.53
7318;24.04;33.85;513.44;24.04
7319;23.3;33.85;513.44;23.3
7320;21.74;33.85;513.44;21.74
7321;22.73;33.85;513.44;22.73
7322;23.47;33.85;513.44;23.47
7323;24.7;33.85;513.44;24.7
7324;27.81;33.85;513.44;27.81
7325;25.81;33.85;513.44;25.81
7326;30.98;33.85;513.44;30.98
7327;45.82;33.85;513.44;45.82
7328;53.85;33.85;513.44;53.85
7329;56.47;33.85;513.44;56.47
7330;56.15;33.85;513.44;56.15
7331;54.83;33.85;513.44;54.83
7332;51.47;33.85;513.44;51.47
7333;47.62;33.85;513.44;47.62
7334;48.03;33.85;513.44;48.03
7335;48.77;33.85;513.44;48.77
7336;48.52;33.85;513.44;48.52
7337;48.19;33.85;513.44;48.19
7338;46.55;33.85;513.44;46.55
7339;49.05;33.85;513.44;49.05
7340;47.9;33.85;513.44;47.9
7341;48.55;33.85;513.44;48.55
7342;47.57;33.85;513.44;47.57
7343;46.67;33.85;513.44;46.67
7344;44.7;33.85;513.44;44.7
7345;41.75;33.85;513.44;41.75
7346;41.01;33.85;513.44;41.01
7347;42.16;33.85;513.44;42.16
7348;42.08;33.85;513.44;42.08
7349;32.86;33.85;513.44;32.86
7350;29.75;33.85;513.44;29.75
7351;27.86;33.85;513.44;27.86
7352;27.53;33.85;513.44;27.53
7353;31.88;33.85;513.44;31.88
7354;34.09;33.85;513.44;34.09
7355;34.26;33.85;513.44;34.26
7356;33.93;33.85;513.44;33.93
7357;33.11;33.85;513.44;33.11
7358;30.24;33.85;513.44;30.24
7359;26.55;33.85;513.44;26.55
7360;25.57;33.85;513.44;25.57
7361;24.58;33.85;513.44;24.58
7362;22.78;33.85;513.44;22.78
7363;26.34;33.85;513.44;26.34
7364;25.35;33.85;513.44;25.35
7365;24.94;33.85;513.44;24.94
7366;24.53;33.85;513.44;24.53
7367;24.86;33.85;513.44;24.86
7368;26.75;33.85;513.44;26.75
7369;27.81;33.85;513.44;27.81
7370;23.55;33.85;513.44;23.55
7371;24.78;33.85;513.44;24.78
7372;24.31;33.85;513.81;24.31
7373;16.23;33.85;515.97;16.23
7374;23.76;33.85;513.44;23.76
7375;16.07;33.85;515.97;16.07
7376;16.4;33.85;515.97;16.4
7377;18.45;33.85;515.97;18.45
7378;22.55;33.85;515.97;22.55
7379;24.92;33.85;515.97;24.92
7380;23.53;33.85;515.97;23.53
7381;20.99;33.85;515.97;20.99
7382;24.27;33.85;515.97;24.27
7383;31.32;33.85;515.97;31.32
7384;39.76;33.85;515.97;39.76
7385;45.09;33.85;515.97;45.09
7386;42.63;33.85;515.97;42.63
7387;57.14;33.85;506.77;57.14
7388;49.11;33.85;506.77;49.11
7389;47.06;33.85;506.77;47.06
7390;45.09;33.85;506.77;45.09
7391;40.83;33.85;506.77;40.83
7392;25.68;33.85;513.44;25.68
7393;22.65;33.85;513.44;22.65
7394;21.74;33.85;513.44;21.74
7395;26.99;33.85;513.44;26.99
7396;24.78;33.85;513.44;24.78
7397;17.61;33.85;513.44;17.61
7398;11.38;33.85;513.44;11.38
7399;6.63;33.85;513.44;6.63
7400;5.56;33.85;513.44;5.56
7401;5.56;33.85;513.44;5.56
7402;8.35;33.85;513.44;8.35
7403;8.92;33.85;513.44;8.92
7404;12.53;33.85;513.44;12.53
7405;16.96;33.85;513.44;16.96
7406;23.52;33.85;513.44;23.52
7407;30.49;33.85;513.44;30.49
7408;37.78;33.85;513.44;37.78
7409;41.96;33.85;513.44;41.96
7410;46.06;33.85;513.44;46.06
7411;57.16;33.85;513.44;57.16
7412;58.06;33.85;513.44;58.06
7413;56.34;33.85;513.44;56.34
7414;52.24;33.85;513.44;52.24
7415;48.06;33.85;513.44;48.06
7416;40.85;33.85;513.44;40.85
7417;35.44;33.85;513.44;35.44
7418;36.58;33.85;513.44;36.58
7419;37.65;33.85;513.44;37.65
7420;38.72;33.85;513.44;38.72
7421;30.81;33.85;513.44;30.81
7422;30.98;33.85;513.44;30.98
7423;31.72;33.85;513.44;31.72
7424;35.16;33.85;513.44;35.16
7425;37.78;33.85;513.44;37.78
7426;38.68;33.85;513.44;38.68
7427;40.0;33.85;513.44;40.0
7428;40.49;33.85;513.44;40.49
7429;38.52;33.85;513.44;38.52
7430;34.91;33.85;513.44;34.91
7431;31.63;33.85;513.44;31.63
7432;30.08;33.85;513.44;30.08
7433;28.6;33.85;513.44;28.6
7434;27.78;33.85;513.44;27.78
7435;32.89;33.85;513.44;32.89
7436;31.5;33.85;513.44;31.5
7437;30.93;33.85;513.44;30.93
7438;28.8;33.85;513.44;28.8
7439;27.65;33.85;513.44;27.65
7440;27.57;33.85;513.44;27.57
7441;26.58;33.85;513.44;26.58
7442;24.78;33.85;513.44;24.78
7443;26.83;33.85;513.44;26.83
7444;27.32;33.85;513.44;27.32
7445;20.81;33.85;513.44;20.81
7446;22.37;33.85;513.44;22.37
7447;19.09;33.85;513.44;19.09
7448;18.6;33.85;513.44;18.6
7449;17.94;33.85;513.44;17.94
7450;21.8;33.85;513.44;21.8
7451;21.22;33.85;513.44;21.22
7452;19.17;33.85;513.44;19.17
7453;16.22;33.85;513.44;16.22
7454;13.93;33.85;513.44;13.93
7455;15.65;33.85;513.44;15.65
7456;16.14;33.85;513.44;16.14
7457;16.71;33.85;513.44;16.71
7458;17.86;33.85;513.44;17.86
7459;26.17;33.85;513.44;26.17
7460;26.99;33.85;513.44;26.99
7461;26.58;33.85;513.44;26.58
7462;25.02;33.85;513.44;25.02
7463;26.09;33.85;513.44;26.09
7464;30.27;33.85;513.44;30.27
7465;29.94;33.85;513.44;29.94
7466;30.19;33.85;513.44;30.19
7467;30.52;33.85;513.44;30.52
7468;30.76;33.85;513.44;30.76
7469;25.07;33.85;513.44;25.07
7470;24.83;33.85;513.44;24.83
7471;23.76;33.85;513.44;23.76
7472;22.04;33.85;513.44;22.04
7473;23.93;33.85;513.44;23.93
7474;24.01;33.85;513.44;24.01
7475;24.58;33.85;513.44;24.58
7476;23.85;33.85;513.44;23.85
7477;23.27;33.85;513.44;23.27
7478;21.22;33.85;513.44;21.22
7479;21.22;33.85;513.44;21.22
7480;20.89;33.85;513.44;20.89
7481;20.24;33.85;513.44;20.24
7482;21.96;33.85;513.44;21.96
7483;30.93;33.85;513.44;30.93
7484;34.37;33.85;513.44;34.37
7485;40.77;33.85;513.44;40.77
7486;40.44;33.85;513.44;40.44
7487;38.88;33.85;513.44;38.88
7488;35.85;33.85;513.44;35.85
7489;34.37;33.85;513.44;34.37
7490;34.12;33.85;513.44;34.12
7491;30.93;33.85;513.44;30.93
7492;29.37;33.85;513.44;29.37
7493;22.53;33.85;513.44;22.53
7494;22.12;33.85;513.44;22.12
7495;20.81;33.85;513.44;20.81
7496;19.17;33.85;513.44;19.17
7497;15.65;33.85;513.44;15.65
7498;17.61;33.85;513.44;17.61
7499;13.84;33.85;513.44;13.84
7500;9.66;33.85;513.44;9.66
7501;8.92;33.85;513.44;8.92
7502;9.83;33.85;513.44;9.83
7503;9.33;33.85;513.44;9.33
7504;6.46;33.85;513.44;6.46
7505;7.86;33.85;513.44;7.86
7506;13.68;33.85;513.44;13.68
7507;27.81;33.85;513.44;27.81
7508;29.12;33.85;513.44;29.12
7509;34.7;33.85;513.44;34.7
7510;36.91;33.85;513.44;36.91
7511;36.42;33.85;513.44;36.42
7512;33.39;33.85;513.44;33.39
7513;20.52;33.85;516.88;20.52
7514;11.81;33.85;519.31;11.81
7515;10.74;33.85;519.31;10.74
7516;9.02;33.85;519.31;9.02
7517;7.21;33.85;515.97;7.21
7518;7.38;33.85;515.97;7.38
7519;8.36;33.85;515.97;8.36
7520;6.8;33.85;515.97;6.8
7521;4.26;33.85;515.97;4.26
7522;3.12;33.85;515.97;3.12
7523;7.87;33.85;515.97;7.87
7524;12.38;33.85;515.97;12.38
7525;13.04;33.85;515.97;13.04
7526;8.53;33.85;515.97;8.53
7527;5.0;33.85;515.97;5.0
7528;3.77;33.85;515.97;3.77
7529;2.62;33.85;515.97;2.62
7530;3.77;33.85;515.97;3.77
7531;1.64;33.85;519.31;1.64
7532;0.74;33.85;519.31;0.74
7533;0.25;33.85;519.31;0.25
7534;0.0;33.85;516.72;0.0
7535;0.0;33.85;514.57;0.0
7536;0.0;33.85;513.15;0.0
7537;0.0;33.85;512.37;0.0
7538;0.0;33.85;512.54;0.0
7539;0.0;33.85;513.1;0.0
7540;0.0;33.85;514.44;0.0
7541;0.0;33.85;512.91;0.0
7542;0.0;33.85;514.81;0.0
7543;0.0;33.85;515.76;0.0
7544;0.0;33.85;515.24;0.0
7545;2.38;33.85;515.97;2.38
7546;4.1;33.85;515.97;4.1
7547;5.41;33.85;515.97;5.41
7548;5.49;33.85;515.97;5.49
7549;3.03;33.85;515.97;3.03
7550;0.0;33.85;515.07;0.0
7551;0.0;33.85;515.2;0.0
7552;0.25;33.85;515.97;0.25
7553;0.25;33.85;515.97;0.25
7554;2.05;33.85;515.97;2.05
7555;26.48;33.85;506.77;26.48
7556;23.86;33.85;506.77;23.86
7557;22.14;33.85;506.77;22.14
7558;19.43;33.85;506.77;19.43
7559;15.82;33.85;506.77;15.82
7560;0.0;33.85;514.7;0.0
7561;0.0;33.85;515.04;0.0
7562;0.0;33.85;515.34;0.0
7563;0.0;33.85;515.04;0.0
7564;0.0;33.85;514.57;0.0
7565;0.0;33.85;511.02;0.0
7566;0.0;33.85;511.02;0.0
7567;0.0;33.85;510.85;0.0
7568;0.0;33.85;510.5;0.0
7569;0.0;33.85;510.76;0.0
7570;0.0;33.85;511.45;0.0
7571;0.0;33.85;512.31;0.0
7572;0.0;33.85;512.31;0.0
7573;0.0;33.85;511.45;0.0
7574;0.0;33.85;510.93;0.0
7575;0.0;33.85;512.4;0.0
7576;0.0;33.85;513.47;0.0
7577;0.0;33.85;514.08;0.0
7578;0.0;33.85;514.25;0.0
7579;0.0;33.85;517.07;0.0
7580;0.0;33.85;516.85;0.0
7581;0.0;33.85;517.54;0.0
7582;0.0;33.85;518.4;0.0
7583;0.0;33.85;519.22;0.0
7584;0.0;33.85;518.49;0.0
7585;0.0;33.85;518.01;0.0
7586;0.0;33.85;517.02;0.0
7587;0.0;33.85;516.12;0.0
7588;0.0;33.85;515.04;0.0
7589;0.0;33.85;511.79;0.0
7590;0.0;33.85;511.67;0.0
7591;0.0;33.85;511.62;0.0
7592;0.0;33.85;511.49;0.0
7593;0.0;33.85;512.14;0.0
7594;0.0;33.85;515.63;0.0
7595;1.23;33.85;515.97;1.23
7596;7.54;33.85;515.97;7.54
7597;13.45;33.85;515.97;13.45
7598;18.69;33.85;515.97;18.69
7599;39.19;33.85;515.97;39.19
7600;47.63;33.85;515.97;47.63
7601;46.81;33.85;515.97;46.81
7602;42.47;33.85;515.97;42.47
7603;41.07;33.85;519.31;41.07
7604;42.63;33.85;519.31;42.63
7605;43.78;33.85;519.31;43.78
7606;44.35;33.85;519.31;44.35
7607;44.19;33.85;519.31;44.19
7608;45.99;33.85;519.31;45.99
7609;48.86;33.85;519.31;48.86
7610;50.67;33.85;519.31;50.67
7611;51.57;33.85;519.31;51.57
7612;51.9;33.85;519.31;51.9
7613;51.57;33.85;515.97;51.57
7614;50.83;33.85;515.97;50.83
7615;50.26;33.85;515.97;50.26
7616;48.94;33.85;515.97;48.94
7617;47.88;33.85;515.97;47.88
7618;46.89;33.85;515.97;46.89
7619;45.09;33.85;515.97;45.09
7620;44.27;33.85;515.97;44.27
7621;40.01;33.85;515.97;40.01
7622;34.02;33.85;515.97;34.02
7623;26.89;33.85;515.97;26.89
7624;17.46;33.85;515.97;17.46
7625;11.89;33.85;515.97;11.89
7626;9.18;33.85;515.97;9.18
7627;7.3;33.85;519.31;7.3
7628;8.2;33.85;519.31;8.2
7629;10.58;33.85;519.31;10.58
7630;12.79;33.85;519.31;12.79
7631;9.26;33.85;519.31;9.26
7632;7.21;33.85;519.31;7.21
7633;3.69;33.85;519.31;3.69
7634;0.9;33.85;519.31;0.9
7635;0.0;33.85;517.32;0.0
7636;0.0;33.85;514.83;0.0
7637;0.0;33.85;510.42;0.0
7638;0.0;33.85;510.37;0.0
7639;0.0;33.85;510.07;0.0
7640;0.0;33.85;508.87;0.0
7641;0.0;33.85;508.35;0.0
7642;0.0;33.85;510.37;0.0
7643;0.0;33.85;513.99;0.0
7644;0.16;33.85;515.97;0.16
7645;4.26;33.85;515.97;4.26
7646;9.35;33.85;515.97;9.35
7647;13.61;33.85;515.97;13.61
7648;11.81;33.85;515.97;11.81
7649;9.76;33.85;515.97;9.76
7650;11.4;33.85;515.97;11.4
7651;14.18;33.85;519.31;14.18
7652;14.68;33.85;519.31;14.68
7653;23.69;33.85;519.31;23.69
7654;21.64;33.85;519.31;21.64
7655;21.73;33.85;519.31;21.73
7656;28.2;33.85;519.31;28.2
7657;29.02;33.85;519.31;29.02
7658;30.09;33.85;519.31;30.09
7659;27.96;33.85;519.31;27.96
7660;21.64;33.85;519.31;21.64
7661;1.99;45.63;515.97;1.99
7662;4.18;33.85;515.97;4.18
7663;0.0;33.85;514.12;0.0
7664;0.0;33.85;510.2;0.0
7665;0.0;33.85;507.7;0.0
7666;0.0;33.85;507.44;0.0
7667;0.0;33.85;506.24;0.0
7668;0.0;32.49;506.22;0.0
7669;0.0;31.58;506.22;0.0
7670;0.0;31.91;506.22;0.0
7671;0.0;33.22;506.22;0.0
7672;0.0;33.85;506.8;0.0
7673;0.0;33.85;507.88;0.0
7674;0.0;33.85;508.74;0.0
7675;0.0;33.85;512.11;0.0
7676;0.0;33.85;511.85;0.0
7677;0.0;33.85;512.03;0.0
7678;0.0;33.85;512.2;0.0
7679;0.0;33.85;512.11;0.0
7680;0.0;33.85;512.29;0.0
7681;0.0;33.85;512.89;0.0
7682;0.0;33.85;513.58;0.0
7683;0.0;33.85;513.36;0.0
7684;0.0;33.85;513.32;0.0
7685;0.0;33.85;510.2;0.0
7686;0.0;33.85;510.8;0.0
7687;0.0;33.85;511.36;0.0
7688;0.0;33.85;510.42;0.0
7689;0.0;33.85;509.94;0.0
7690;0.0;33.85;510.24;0.0
7691;0.0;33.85;511.45;0.0
7692;0.0;33.85;512.14;0.0
7693;0.0;33.85;511.06;0.0
7694;0.0;33.85;509.73;0.0
7695;0.0;33.85;510.72;0.0
7696;0.0;33.85;511.15;0.0
7697;0.0;33.85;509.77;0.0
7698;0.0;33.85;507.53;0.0
7699;0.0;33.85;509.96;0.0
7700;0.0;33.85;510.61;0.0
7701;0.0;33.85;511.34;0.0
7702;0.0;33.85;511.12;0.0
7703;0.0;33.85;510.43;0.0
7704;0.0;33.8;509.56;0.0
7705;0.0;32.32;509.56;0.0
7706;0.0;32.24;509.56;0.0
7707;0.0;32.49;509.56;0.0
7708;0.0;32.9;509.56;0.0
7709;0.0;33.8;506.22;0.0
7710;0.0;33.85;506.93;0.0
7711;0.0;33.85;507.88;0.0
7712;0.0;33.85;508.44;0.0
7713;0.0;33.85;509.64;0.0
7714;0.0;33.85;510.5;0.0
7715;0.0;33.85;512.05;0.0
7716;0.0;33.85;512.61;0.0
7717;0.0;33.85;512.96;0.0
7718;0.0;33.85;515.07;0.0
7719;5.41;33.85;515.97;5.41
7720;7.79;33.85;515.97;7.79
7721;10.74;33.85;515.97;10.74
7722;20.25;33.85;515.97;20.25
7723;50.26;33.85;506.77;50.26
7724;50.17;33.85;506.77;50.17
7725;47.47;33.85;506.77;47.47
7726;39.02;33.85;506.77;39.02
7727;37.71;33.85;506.77;37.71
7728;15.17;33.85;519.31;15.17
7729;19.27;33.85;519.31;19.27
7730;26.97;33.85;519.31;26.97
7731;28.78;33.85;519.31;28.78
7732;31.48;33.85;519.31;31.48
7733;32.88;33.85;515.97;32.88
7734;34.6;33.85;515.97;34.6
7735;35.09;33.85;515.97;35.09
7736;35.17;33.85;515.97;35.17
7737;34.02;33.85;515.97;34.02
7738;33.12;33.85;515.97;33.12
7739;33.53;33.85;515.97;33.53
7740;31.81;33.85;515.97;31.81
7741;29.84;33.85;515.97;29.84
7742;26.89;33.85;515.97;26.89
7743;21.4;33.85;515.97;21.4
7744;23.94;33.85;515.97;23.94
7745;23.2;33.85;515.97;23.2
7746;19.84;33.85;515.97;19.84
7747;18.12;33.85;519.31;18.12
7748;18.2;33.85;519.31;18.2
7749;18.12;33.85;519.31;18.12
7750;20.0;33.85;519.31;20.0
7751;20.99;33.85;519.31;20.99
7752;21.81;33.85;519.31;21.81
7753;23.69;33.85;519.31;23.69
7754;23.86;33.85;519.31;23.86
7755;28.45;33.85;519.31;28.45
7756;30.99;33.85;519.31;30.99
7757;31.4;33.85;515.97;31.4
7758;29.35;33.85;515.97;29.35
7759;27.05;33.85;515.97;27.05
7760;25.58;33.85;515.97;25.58
7761;25.82;33.85;515.97;25.82
7762;26.81;33.85;515.97;26.81
7763;12.98;45.3;515.97;12.98
7764;0.0;52.87;515.97;0.0
7765;11.72;33.85;515.97;11.72
7766;0.0;38.85;515.97;0.0
7767;0.0;35.57;515.97;0.0
7768;0.0;35.0;515.97;0.0
7769;0.0;33.85;515.71;0.0
7770;0.0;33.85;513.95;0.0
7771;0.0;33.85;515.6;0.0
7772;0.0;33.85;513.66;0.0
7773;0.0;33.85;511.73;0.0
7774;0.0;33.85;510.22;0.0
7775;0.0;32.9;509.56;0.0
7776;0.0;31.09;509.56;0.0
7777;0.0;29.94;509.56;0.0
7778;0.0;29.29;509.56;0.0
7779;0.0;29.04;509.56;0.0
7780;0.0;29.04;509.56;0.0
7781;0.0;29.86;506.22;0.0
7782;0.0;32.08;506.22;0.0
7783;0.0;33.85;507.06;0.0
7784;0.0;33.85;508.31;0.0
7785;0.0;33.85;509.81;0.0
7786;0.0;33.85;511.15;0.0
7787;0.0;33.85;511.62;0.0
7788;0.0;33.85;512.14;0.0
7789;0.0;33.85;512.66;0.0
7790;0.0;33.85;511.97;0.0
7791;0.0;33.85;512.61;0.0
7792;0.0;33.85;513.65;0.0
7793;0.0;33.85;514.47;0.0
7794;0.0;33.85;515.67;0.0
7795;0.0;33.85;519.09;0.0
7796;0.0;33.85;518.4;0.0
7797;0.0;33.85;517.76;0.0
7798;0.0;33.85;516.72;0.0
7799;0.0;33.85;515.47;0.0
7800;0.0;33.85;514.48;0.0
7801;0.0;33.85;513.06;0.0
7802;0.0;33.85;511.68;0.0
7803;0.0;33.85;510.43;0.0
7804;0.0;33.85;510.05;0.0
7805;0.0;33.85;506.8;0.0
7806;0.0;33.85;507.14;0.0
7807;0.0;33.85;506.71;0.0
7808;0.0;32.73;506.22;0.0
7809;0.0;31.17;506.22;0.0
7810;0.0;31.26;506.22;0.0
7811;0.0;31.26;506.22;0.0
7812;0.0;32.08;506.22;0.0
7813;0.0;33.85;507.96;0.0
7814;0.0;33.85;508.26;0.0
7815;0.0;33.85;511.84;0.0
7816;0.74;33.85;515.97;0.74
7817;5.98;33.85;515.97;5.98
7818;10.0;33.85;515.97;10.0
7819;12.22;33.85;519.31;12.22
7820;19.18;33.85;519.31;19.18
7821;26.97;33.85;519.31;26.97
7822;28.2;33.85;519.31;28.2
7823;29.6;33.85;519.31;29.6
7824;26.56;33.85;519.31;26.56
7825;30.33;33.85;519.31;30.33
7826;31.56;33.85;519.31;31.56
7827;32.71;33.85;519.31;32.71
7828;33.37;33.85;519.31;33.37
7829;36.07;33.85;515.97;36.07
7830;38.04;33.85;515.97;38.04
7831;38.78;33.85;515.97;38.78
7832;40.09;33.85;515.97;40.09
