snapshot;on_wind;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
4919;20.17;3.69;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4920;17.38;0.0;-2.47;15.74;9.13;-9.13;-9.13;1.64;0.0;6.67
4921;15.74;0.0;-1.6;14.26;8.27;-8.27;-8.27;1.48;0.0;6.67
4922;15.66;6.64;-5.05;20.2;11.72;-11.72;-11.72;2.1;0.0;6.67
4923;15.08;0.0;-1.26;13.66;7.93;-7.93;-7.93;1.42;0.0;6.67
4924;11.48;1.21;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4925;7.71;16.15;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4926;10.17;13.69;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4927;9.67;14.18;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4928;7.3;11.74;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4929;5.74;13.29;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4930;7.79;11.24;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4931;11.72;7.31;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4932;15.82;8.03;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4933;19.43;0.0;-0.21;17.6;10.21;-10.21;-10.21;1.83;0.0;10.0
4934;22.14;0.0;-1.63;20.05;11.63;-11.63;-11.63;2.08;0.0;10.0
4935;23.2;0.0;-2.19;21.02;12.19;-12.19;-12.19;2.19;0.0;10.0
4936;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4937;23.28;0.0;-2.23;21.09;12.23;-12.23;-12.23;2.19;0.0;10.0
4938;23.61;0.0;-2.41;21.39;12.4;-12.4;-12.4;2.22;0.0;10.0
4939;25.99;-2.13;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4940;25.66;-1.8;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4941;24.6;-0.74;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4942;22.79;0.0;-5.31;20.64;11.97;-11.97;-11.97;2.15;0.0;6.67
4943;23.45;0.0;-5.65;21.24;12.32;-12.32;-12.32;2.21;0.0;6.67
4944;21.64;0.0;-4.7;19.61;11.37;-11.37;-11.37;2.04;0.0;6.67
4945;20.41;0.0;-4.06;18.49;10.72;-10.72;-10.72;1.92;0.0;6.67
4946;20.41;0.0;-4.06;18.49;10.72;-10.72;-10.72;1.92;0.0;6.67
4947;20.17;0.0;-3.93;18.27;10.6;-10.6;-10.6;1.9;0.0;6.67
4948;17.13;0.0;-2.34;15.52;9.0;-9.0;-9.0;1.61;0.0;6.67
4949;13.2;5.83;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4950;20.09;0.0;-0.55;18.19;10.55;-10.55;-10.55;1.89;0.0;10.0
4951;24.84;-0.98;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4952;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4953;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4954;24.6;-0.74;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4955;25.17;-1.31;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4956;25.5;-1.64;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4957;25.99;-2.13;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4958;25.5;-1.64;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4959;22.14;0.0;-1.63;20.05;11.63;-11.63;-11.63;2.08;0.0;10.0
4960;17.22;6.64;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4961;12.87;10.99;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4962;13.2;0.0;3.06;11.96;6.93;-6.93;-6.93;1.24;0.0;10.0
4963;16.4;0.0;-1.95;14.85;8.61;-8.61;-8.61;1.54;0.0;6.67
4964;17.46;0.0;-2.51;15.82;9.17;-9.17;-9.17;1.64;0.0;6.67
4965;16.81;0.0;-2.16;15.22;8.83;-8.83;-8.83;1.58;0.0;6.67
4966;15.74;0.0;-1.6;14.26;8.27;-8.27;-8.27;1.48;0.0;6.67
4967;18.04;0.0;-2.81;16.34;9.48;-9.48;-9.48;1.7;0.0;6.67
4968;21.4;0.0;-4.58;19.38;11.24;-11.24;-11.24;2.02;0.0;6.67
4969;23.78;0.0;-5.82;21.54;12.49;-12.49;-12.49;2.24;0.0;6.67
4970;24.76;-0.9;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4971;24.1;-0.25;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4972;23.12;0.0;-5.48;20.94;12.15;-12.15;-12.15;2.18;0.0;6.67
4973;20.41;3.44;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4974;14.76;4.28;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4975;14.51;9.35;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4976;22.87;0.0;-2.02;20.72;12.02;-12.02;-12.02;2.15;0.0;10.0
4977;35.66;-11.81;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4978;26.4;-2.54;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4979;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4980;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4981;20.58;3.28;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4982;17.79;6.07;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4983;18.86;5.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4984;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4985;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4986;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4987;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4988;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4989;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4990;26.62;-2.76;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4991;41.89;-18.04;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4992;41.24;-17.38;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4993;40.17;-16.31;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4994;38.12;-14.27;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4995;35.66;-11.81;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4996;32.96;-9.1;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
4997;28.2;-4.35;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4998;24.27;-0.41;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
4999;27.14;-3.28;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5000;28.94;-5.08;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5001;30.42;-6.56;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5002;31.81;-7.95;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5003;31.97;-8.12;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5004;30.09;-6.23;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5005;27.63;-3.77;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5006;23.69;0.16;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5007;17.95;5.9;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5008;11.07;12.79;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5009;6.07;12.97;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
5010;4.02;15.02;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
5011;3.77;8.92;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
5012;5.66;18.2;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5013;10.25;3.57;-0.6;12.52;7.26;-7.26;-7.26;1.3;0.0;6.67
5014;15.0;8.85;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5015;18.04;5.82;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5016;19.35;4.51;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5017;17.22;6.64;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5018;14.76;0.0;-1.09;13.37;7.75;-7.75;-7.75;1.39;0.0;6.67
5019;14.76;0.0;-1.09;13.37;7.75;-7.75;-7.75;1.39;0.0;6.67
5020;16.72;7.13;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5021;16.81;7.05;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5022;14.68;9.18;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5023;17.79;6.07;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5024;21.23;2.62;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5025;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5026;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5027;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5028;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5029;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5030;33.78;-9.92;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5031;32.63;-8.77;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5032;24.43;-0.57;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5033;15.74;8.12;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5034;12.71;11.15;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5035;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5036;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5037;11.97;-11.97;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5038;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5039;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5040;22.87;0.98;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5041;22.96;0.9;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5042;21.48;2.38;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5043;22.46;1.39;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5044;21.64;2.21;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5045;19.76;4.1;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5046;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5047;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5048;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5049;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5050;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5051;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5052;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5053;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5054;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5055;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5056;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5057;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5058;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5059;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5060;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5061;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5062;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5063;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5064;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5065;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5066;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5067;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5068;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5069;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5070;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5071;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5072;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5073;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5074;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5075;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5076;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5077;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5078;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5079;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5080;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5081;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5082;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5083;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5084;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5085;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5086;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5087;37.22;-13.36;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5088;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5089;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5090;24.76;-0.9;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5091;21.4;2.46;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5092;18.94;4.92;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5093;16.97;6.89;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5094;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5095;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5096;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5097;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5098;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5099;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5100;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5101;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5102;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5103;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5104;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5105;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5106;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5107;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5108;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5109;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5110;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5111;27.14;-3.28;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5112;26.4;-2.54;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5113;28.86;-5.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5114;28.12;-4.26;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5115;25.01;-1.15;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5116;20.5;3.36;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5117;14.43;9.43;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5118;20.41;3.44;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5119;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5120;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5121;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5122;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5123;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5124;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5125;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5126;24.35;-0.49;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5127;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5128;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5129;32.63;-8.77;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5130;23.12;0.74;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5131;17.79;6.07;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5132;21.4;2.46;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5133;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5134;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5135;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5136;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5137;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5138;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5139;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5140;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5141;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5142;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5143;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5144;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5145;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5146;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5147;31.21;-7.35;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5148;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5149;49.11;-25.25;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5150;43.45;-19.59;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5151;40.01;-16.15;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5152;37.79;-13.94;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5153;37.06;-13.2;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5154;35.09;-11.23;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
5155;30.83;-6.97;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5156;30.66;-6.8;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5157;31.24;-7.38;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5158;28.61;-4.76;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5159;26.4;-2.54;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5160;24.1;-0.25;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5161;22.63;0.0;-5.22;20.5;11.89;-11.89;-11.89;2.13;0.0;6.67
5162;20.58;0.0;-4.15;18.64;10.81;-10.81;-10.81;1.94;0.0;6.67
5163;17.79;0.0;-2.68;16.11;9.35;-9.35;-9.35;1.68;0.0;6.67
5164;13.94;0.0;-0.66;12.62;7.32;-7.32;-7.32;1.31;0.0;6.67
5165;9.84;0.0;4.83;8.91;5.17;-5.17;-5.17;0.93;0.0;10.0
5166;10.9;0.0;4.27;9.88;5.73;-5.73;-5.73;1.03;0.0;10.0
5167;10.99;0.0;4.23;9.95;5.77;-5.77;-5.77;1.03;0.0;10.0
5168;11.56;0.0;3.93;10.47;6.07;-6.07;-6.07;1.09;0.0;10.0
5169;11.97;0.0;3.71;10.84;6.29;-6.29;-6.29;1.13;0.0;10.0
5170;12.46;0.0;3.45;11.29;6.55;-6.55;-6.55;1.17;0.0;10.0
5171;13.2;0.0;3.06;11.96;6.93;-6.93;-6.93;1.24;0.0;10.0
5172;13.69;0.0;2.81;12.4;7.19;-7.19;-7.19;1.29;0.0;10.0
5173;13.28;0.0;3.02;12.03;6.98;-6.98;-6.98;1.25;0.0;10.0
5174;12.46;0.0;3.45;11.29;6.55;-6.55;-6.55;1.17;0.0;10.0
5175;11.64;0.0;3.88;10.55;6.12;-6.12;-6.12;1.1;0.0;10.0
5176;11.64;0.0;3.88;10.55;6.12;-6.12;-6.12;1.1;0.0;10.0
5177;10.66;0.0;4.4;9.65;5.6;-5.6;-5.6;1.0;0.0;10.0
5178;11.89;0.0;3.75;10.77;6.25;-6.25;-6.25;1.12;0.0;10.0
5179;15.9;0.0;-1.69;14.41;8.36;-8.36;-8.36;1.5;0.0;6.67
5180;16.4;0.0;-1.95;14.85;8.61;-8.61;-8.61;1.54;0.0;6.67
5181;11.89;0.0;0.42;10.77;6.25;-6.25;-6.25;1.12;0.0;6.67
5182;8.28;0.0;2.32;7.5;4.35;-4.35;-4.35;0.78;0.0;6.67
5183;7.71;0.0;2.62;6.98;4.05;-4.05;-4.05;0.73;0.0;6.67
5184;7.62;0.0;2.66;6.91;4.01;-4.01;-4.01;0.72;0.0;6.67
5185;2.87;2.43;3.88;4.8;2.79;-2.79;-2.79;0.5;0.0;6.67
5186;1.23;4.07;3.88;4.8;2.79;-2.79;-2.79;0.5;0.0;6.67
5187;0.9;4.4;3.88;4.8;2.79;-2.79;-2.79;0.5;0.0;6.67
5188;0.9;4.4;3.88;4.8;2.79;-2.79;-2.79;0.5;0.0;6.67
5189;0.57;4.73;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5190;0.33;4.97;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5191;1.23;4.07;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5192;2.46;2.84;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5193;3.12;2.19;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5194;4.1;1.2;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5195;4.92;0.38;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5196;5.0;0.3;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5197;4.59;0.71;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5198;3.44;15.59;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
5199;2.05;3.25;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5200;1.48;17.56;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
5201;2.71;2.6;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5202;5.57;0.0;7.07;5.05;2.93;-2.93;-2.93;0.53;0.0;10.0
5203;10.66;-10.66;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5204;14.68;-14.68;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5205;13.86;-13.86;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5206;11.23;-11.23;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5207;8.85;-8.85;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5208;6.72;0.15;3.05;6.23;3.61;-3.61;-3.61;0.65;0.0;6.67
5209;5.57;0.0;3.74;5.05;2.93;-2.93;-2.93;0.53;0.0;6.67
5210;5.49;7.2;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
5211;6.07;0.0;3.48;5.5;3.19;-3.19;-3.19;0.57;0.0;6.67
5212;6.23;17.63;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
5213;3.44;15.59;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
5214;1.39;3.91;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5215;0.49;4.81;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5216;0.49;4.81;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5217;0.82;18.21;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
5218;1.23;4.07;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5219;2.54;2.76;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
5220;5.0;0.3;7.21;4.8;2.79;-2.79;-2.79;0.5;0.0;10.0
