snapshot;grid;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
5214;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5215;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5216;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5217;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5218;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5219;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5220;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5221;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5222;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5223;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5224;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5225;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5226;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5227;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5228;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5229;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5230;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5231;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5232;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5233;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5234;5.01;4.03;4.54;2.63;-2.63;-2.63;0.47;0.0;6.67
5235;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5236;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5237;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5238;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5239;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5240;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5241;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5242;6.34;6.67;5.75;3.33;-3.33;-3.33;0.6;0.0;10.0
5243;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5244;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5245;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5246;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5247;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5248;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5249;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5250;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5251;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5252;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5253;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5254;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5255;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5256;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5257;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5258;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5259;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
5260;7.49;2.73;6.79;3.94;-3.94;-3.94;0.71;0.0;6.67
5261;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5262;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5263;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5264;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5265;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5266;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5267;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5268;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5269;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5270;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5271;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5272;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5273;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5274;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5275;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5276;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5277;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5278;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5279;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
5280;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5281;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5282;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5283;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5284;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5285;16.32;1.42;14.79;8.58;-8.58;-8.58;1.54;0.0;10.0
5286;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5287;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5288;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5289;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5290;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5291;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5292;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5293;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5294;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5295;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5296;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5297;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5298;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5299;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
5300;15.36;-1.4;13.91;8.07;-8.07;-8.07;1.45;0.0;6.67
5301;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5302;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5303;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5304;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5305;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5306;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5307;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5308;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5309;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5310;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5311;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5312;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5313;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5314;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5315;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5316;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5317;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5318;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5319;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5320;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5321;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5322;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5323;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5324;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5325;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5326;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5327;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5328;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5329;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5330;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5331;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5332;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5333;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5334;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5335;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5336;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5337;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5338;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5339;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5340;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5341;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5342;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5343;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5344;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5345;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5346;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5347;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5348;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5349;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5350;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5351;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5352;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5353;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5354;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5355;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5356;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5357;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5358;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5359;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5360;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5361;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5362;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5363;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5364;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5365;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5366;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5367;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5368;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5369;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5370;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5371;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5372;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5373;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5374;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5375;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5376;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5377;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5378;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5379;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5380;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5381;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5382;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5383;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5384;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5385;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5386;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5387;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5388;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5389;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5390;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5391;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5392;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5393;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5394;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5395;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5396;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5397;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5398;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
5399;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5400;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5401;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5402;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5403;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5404;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5405;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5406;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5407;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5408;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5409;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5410;7.49;6.06;6.79;3.94;-3.94;-3.94;0.71;0.0;10.0
5411;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5412;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5413;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5414;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5415;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5416;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5417;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5418;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5419;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5420;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5421;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5422;7.49;2.73;6.79;3.94;-3.94;-3.94;0.71;0.0;6.67
5423;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
5424;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5425;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5426;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5427;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5428;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5429;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5430;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5431;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5432;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5433;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5434;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5435;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5436;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5437;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5438;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5439;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5440;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5441;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5442;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5443;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5444;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5445;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5446;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5447;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5448;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5449;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5450;5.01;4.03;4.54;2.63;-2.63;-2.63;0.47;0.0;6.67
5451;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5452;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5453;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5454;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5455;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5456;6.34;6.67;5.75;3.33;-3.33;-3.33;0.6;0.0;10.0
5457;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5458;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5459;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5460;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5461;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5462;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5463;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5464;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5465;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5466;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5467;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5468;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5469;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5470;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5471;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5472;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5473;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5474;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5475;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5476;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5477;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5478;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5479;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5480;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5481;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5482;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5483;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5484;10.68;4.39;9.68;5.61;-5.61;-5.61;1.01;0.0;10.0
5485;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5486;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5487;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5488;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5489;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5490;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5491;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5492;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5493;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5494;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5495;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5496;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5497;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5498;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5499;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5500;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5501;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5502;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5503;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5504;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5505;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5506;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5507;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5508;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5509;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5510;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5511;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5512;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5513;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5514;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5515;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5516;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5517;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5518;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5519;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5520;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5521;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5522;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5523;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5524;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5525;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5526;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5527;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5528;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5529;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5530;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5531;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5532;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5533;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5534;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5535;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5536;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5537;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5538;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
5539;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5540;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5541;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5542;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5543;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
5544;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5545;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5546;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5547;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5548;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
5549;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
