snapshot;grid;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
340;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
341;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
342;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
343;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
344;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
345;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
346;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
347;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
348;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
349;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
350;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
351;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
352;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
353;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
354;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
355;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
356;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
357;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
358;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
359;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
360;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
361;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
362;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
363;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
364;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
365;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
366;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
367;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
368;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
369;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
370;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
371;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
372;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
373;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
374;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
375;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
376;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
377;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
378;12.17;3.61;11.02;6.39;-6.39;-6.39;1.15;0.0;10.0
379;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
380;8.01;2.46;7.26;4.21;-4.21;-4.21;0.75;0.0;6.67
381;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
382;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
383;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
384;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
385;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
386;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
387;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
388;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
389;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
390;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
391;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
392;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
393;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
394;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
395;6.34;6.67;5.75;3.33;-3.33;-3.33;0.6;0.0;10.0
396;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
397;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
398;14.36;2.46;13.01;7.54;-7.54;-7.54;1.35;0.0;10.0
399;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
400;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
401;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
402;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
403;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
404;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
405;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
406;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
407;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
408;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
409;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
410;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
411;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
412;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
413;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
414;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
415;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
416;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
417;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
418;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
419;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
420;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
421;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
422;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
423;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
424;7.49;6.06;6.79;3.94;-3.94;-3.94;0.71;0.0;10.0
425;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
426;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
427;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
428;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
429;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
430;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
431;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
432;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
433;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
434;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
435;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
436;10.68;1.05;9.68;5.61;-5.61;-5.61;1.01;0.0;6.67
437;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
438;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
439;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
440;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
441;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
442;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
443;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
444;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
445;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
446;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
447;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
448;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
449;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
450;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
451;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
452;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
453;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
454;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
455;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
456;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
457;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
458;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
459;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
460;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
461;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
462;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
463;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
464;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
465;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
466;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
467;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
468;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
469;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
470;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
471;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
472;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
473;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
474;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
475;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
476;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
477;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
478;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
479;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
480;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
481;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
482;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
483;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
484;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
485;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
486;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
487;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
488;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
489;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
490;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
491;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
492;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
493;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
494;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
495;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
496;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
497;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
498;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
499;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
500;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
501;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
502;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
503;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
504;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
505;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
506;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
507;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
508;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
509;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
510;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
511;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
512;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
513;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
514;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
515;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
516;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
517;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
518;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
519;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
520;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
521;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
522;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
523;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
524;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
525;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
526;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
527;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
528;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
529;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
530;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
531;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
532;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
533;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
534;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
535;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
536;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
537;12.17;3.61;11.02;6.39;-6.39;-6.39;1.15;0.0;10.0
538;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
539;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
540;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
541;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
542;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
543;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
544;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
545;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
546;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
547;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
548;12.17;0.27;11.02;6.39;-6.39;-6.39;1.15;0.0;6.67
549;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
550;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
551;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
552;12.69;-0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
553;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
554;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
555;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
556;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
557;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
558;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
559;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
560;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
561;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
562;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
563;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
564;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
565;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
566;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
567;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
568;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
569;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
570;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
571;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
572;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
573;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
574;3.86;4.64;3.49;2.03;-2.03;-2.03;0.36;0.0;6.67
575;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
576;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
577;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
578;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
579;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
580;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
581;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
582;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
583;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
584;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
585;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
586;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
587;7.49;6.06;6.79;3.94;-3.94;-3.94;0.71;0.0;10.0
588;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
589;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
590;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
591;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
592;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
593;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
594;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
595;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
596;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
597;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
598;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
599;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
600;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
601;15.36;-1.4;13.91;8.07;-8.07;-8.07;1.45;0.0;6.67
602;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
603;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
604;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
605;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
606;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
607;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
608;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
609;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
610;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
611;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
612;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
613;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
614;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
615;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
616;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
617;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
618;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
619;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
620;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
621;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
622;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
623;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
624;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
625;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
626;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
627;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
628;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
629;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
630;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
631;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
632;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
633;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
634;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
635;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
636;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
637;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
638;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
639;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
640;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
641;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
642;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
643;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
644;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
645;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
646;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
647;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
648;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
649;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
650;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
651;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
652;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
653;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
654;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
655;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
656;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
657;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
658;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
659;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
660;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
661;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
662;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
663;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
664;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
665;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
666;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
667;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
668;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
669;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
670;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
671;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
672;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
673;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
674;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
675;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
676;17.36;-2.46;15.73;9.12;-9.12;-9.12;1.64;0.0;6.67
677;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
678;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
679;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
680;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
681;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
682;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
683;17.36;0.88;15.73;9.12;-9.12;-9.12;1.64;0.0;10.0
