snapshot;pv;on_wind;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
3889;-0.0;9.16;6.81;-1.72;14.46;8.39;-8.39;-8.39;1.5;0.0;6.67
3890;-0.0;8.85;0.0;2.01;8.02;4.65;-4.65;-4.65;0.83;0.0;6.67
3891;0.28;8.51;0.0;2.05;7.96;4.62;-4.62;-4.62;0.83;0.0;6.67
3892;1.86;6.69;0.0;2.17;7.75;4.5;-4.5;-4.5;0.81;0.0;6.67
3893;6.01;3.67;9.35;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3894;13.65;3.11;2.27;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3895;20.92;3.95;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3896;27.4;-0.0;-2.53;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3897;31.83;-0.0;-6.95;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3898;34.35;-0.0;-9.47;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3899;35.18;-0.0;-10.31;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3900;34.25;-0.0;-9.38;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3901;31.41;-0.0;-6.53;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3902;26.7;-0.0;-1.83;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3903;20.13;4.74;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3904;12.26;10.93;0.0;-2.18;21.0;12.18;-12.18;-12.18;2.18;0.0;10.0
3905;4.57;9.2;0.0;2.77;12.47;7.23;-7.23;-7.23;1.3;0.0;10.0
3906;1.54;10.8;0.0;3.52;11.17;6.48;-6.48;-6.48;1.16;0.0;10.0
3907;0.09;15.2;0.0;-1.37;13.86;8.04;-8.04;-8.04;1.44;0.0;6.67
3908;-0.0;17.88;0.0;-2.73;16.2;9.39;-9.39;-9.39;1.68;0.0;6.67
3909;-0.0;17.75;0.0;-2.66;16.08;9.33;-9.33;-9.33;1.67;0.0;6.67
3910;-0.0;16.15;0.0;-1.82;14.63;8.49;-8.49;-8.49;1.52;0.0;6.67
3911;-0.0;14.21;10.67;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
3912;-0.0;12.35;0.0;0.18;11.19;6.49;-6.49;-6.49;1.16;0.0;6.67
3913;-0.0;10.93;0.0;0.93;9.9;5.74;-5.74;-5.74;1.03;0.0;6.67
3914;-0.0;9.98;2.71;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3915;0.28;8.77;3.64;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3916;1.72;5.92;5.05;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3917;6.15;3.2;9.68;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3918;14.35;2.81;0.0;0.98;15.54;9.02;-9.02;-9.02;1.62;0.0;10.0
3919;22.18;2.69;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3920;28.43;-0.0;-3.55;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3921;32.9;-0.0;-8.03;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3922;35.42;-0.0;-10.54;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3923;36.02;-0.0;-11.15;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3924;34.76;-0.0;-9.89;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3925;31.64;-0.0;-6.77;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3926;26.7;-0.0;-1.83;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3927;20.13;4.74;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3928;12.21;11.01;0.0;-2.2;21.04;12.2;-12.2;-12.2;2.19;0.0;10.0
3929;4.57;13.22;1.25;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3930;1.54;16.89;0.61;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3931;0.09;19.48;0.0;-3.62;17.73;10.28;-10.28;-10.28;1.84;0.0;6.67
3932;-0.0;19.78;5.09;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
3933;-0.0;17.41;7.47;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
3934;-0.0;15.59;2.76;-2.97;16.62;9.64;-9.64;-9.64;1.73;0.0;6.67
3935;-0.0;14.21;0.0;-0.8;12.87;7.47;-7.47;-7.47;1.34;0.0;6.67
3936;-0.0;13.39;0.0;-0.37;12.13;7.03;-7.03;-7.03;1.26;0.0;6.67
3937;-0.0;12.27;0.42;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3938;-0.0;11.19;1.5;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3939;0.28;10.15;0.0;1.19;9.45;5.48;-5.48;-5.48;0.98;0.0;6.67
3940;1.77;6.74;16.37;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
3941;6.29;5.74;7.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3942;14.49;10.38;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3943;22.28;2.6;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3944;28.47;-0.0;-3.6;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3945;32.62;-0.0;-7.75;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3946;34.95;-0.0;-10.08;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3947;35.23;-0.0;-10.36;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3948;33.09;-0.0;-8.21;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3949;27.36;-0.0;-2.48;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3950;21.16;3.72;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3951;15.75;9.12;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3952;9.6;9.07;0.0;0.19;16.91;9.81;-9.81;-9.81;1.76;0.0;10.0
3953;4.57;7.73;6.73;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3954;1.72;8.03;15.12;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3955;0.05;10.19;2.45;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3956;-0.0;12.48;0.0;0.11;11.31;6.56;-6.56;-6.56;1.18;0.0;6.67
3957;-0.0;13.17;0.0;-0.25;11.93;6.92;-6.92;-6.92;1.24;0.0;6.67
3958;-0.0;12.14;0.0;0.29;10.99;6.38;-6.38;-6.38;1.14;0.0;6.67
3959;-0.0;10.62;0.0;1.08;9.62;5.58;-5.58;-5.58;1.0;0.0;6.67
3960;-0.0;9.07;3.62;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3961;-0.0;7.73;0.0;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3962;-0.0;6.44;0.0;3.29;5.83;3.38;-3.38;-3.38;0.61;0.0;6.67
3963;0.33;5.4;6.96;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3964;2.1;3.58;0.0;3.68;5.15;2.99;-2.99;-2.99;0.54;0.0;6.67
3965;6.38;1.77;0.0;5.71;7.39;4.28;-4.28;-4.28;0.77;0.0;10.0
3966;14.26;1.9;3.52;-0.34;17.83;10.34;-10.34;-10.34;1.85;0.0;10.0
3967;21.95;2.16;0.0;-2.67;21.84;12.67;-12.67;-12.67;2.27;0.0;10.0
3968;28.38;-0.0;-3.51;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3969;32.71;-0.0;-7.84;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3970;35.18;-0.0;-10.31;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3971;35.32;-0.0;-10.45;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3972;31.18;-0.0;-6.3;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3973;24.37;0.5;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3974;14.26;5.96;0.0;-0.62;18.32;10.62;-10.62;-10.62;1.9;0.0;10.0
3975;8.3;6.69;0.0;2.12;13.58;7.87;-7.87;-7.87;1.41;0.0;10.0
3976;6.06;6.78;0.0;3.25;11.63;6.75;-6.75;-6.75;1.21;0.0;10.0
3977;3.87;6.35;0.0;4.63;9.25;5.37;-5.37;-5.37;0.96;0.0;10.0
3978;1.44;6.56;11.02;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3979;0.05;7.95;4.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3980;-0.0;9.16;0.0;1.86;8.29;4.81;-4.81;-4.81;0.86;0.0;6.67
3981;-0.0;9.07;0.0;1.9;8.22;4.76;-4.76;-4.76;0.85;0.0;6.67
3982;-0.0;8.72;3.96;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3983;-0.0;7.99;0.0;2.47;7.24;4.2;-4.2;-4.2;0.75;0.0;6.67
3984;-0.0;6.95;0.0;3.01;6.3;3.65;-3.65;-3.65;0.65;0.0;6.67
3985;-0.0;6.22;0.0;3.4;5.63;3.27;-3.27;-3.27;0.59;0.0;6.67
3986;-0.0;5.57;0.0;3.74;5.05;2.93;-2.93;-2.93;0.52;0.0;6.67
3987;0.28;4.84;0.41;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
3988;2.19;3.28;7.22;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3989;6.29;2.12;10.62;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3990;13.79;3.28;0.0;1.03;15.47;8.97;-8.97;-8.97;1.61;0.0;10.0
3991;21.39;3.49;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3992;27.22;-0.0;-2.34;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3993;30.48;-0.0;-5.6;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3994;31.13;-0.0;-6.25;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3995;29.64;-0.0;-4.76;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3996;27.68;-0.0;-2.81;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3997;26.56;-0.0;-1.69;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3998;22.79;2.09;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3999;16.45;8.42;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4000;10.11;12.57;0.0;-1.92;20.54;11.92;-11.92;-11.92;2.14;0.0;10.0
4001;4.71;10.41;0.0;2.06;13.69;7.94;-7.94;-7.94;1.42;0.0;10.0
4002;1.77;9.07;5.09;1.63;14.43;8.37;-8.37;-8.37;1.5;0.0;10.0
4003;0.05;8.9;0.0;1.97;8.1;4.7;-4.7;-4.7;0.84;0.0;6.67
4004;-0.0;8.29;0.0;2.31;7.51;4.36;-4.36;-4.36;0.78;0.0;6.67
4005;-0.0;8.42;0.0;2.24;7.63;4.42;-4.42;-4.42;0.79;0.0;6.67
4006;-0.0;8.81;0.0;2.04;7.98;4.63;-4.63;-4.63;0.83;0.0;6.67
4007;-0.0;8.9;0.0;1.99;8.06;4.67;-4.67;-4.67;0.84;0.0;6.67
4008;-0.0;8.34;0.0;2.29;7.55;4.38;-4.38;-4.38;0.79;0.0;6.67
4009;-0.0;8.16;4.53;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4010;-0.0;7.73;4.96;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4011;0.23;6.78;0.0;2.98;6.35;3.68;-3.68;-3.68;0.66;0.0;6.67
4012;2.19;4.15;0.0;3.34;5.74;3.33;-3.33;-3.33;0.6;0.0;6.67
4013;6.1;2.63;10.29;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4014;13.33;2.38;0.0;1.75;14.22;8.25;-8.25;-8.25;1.48;0.0;10.0
4015;21.02;2.5;0.0;-2.36;21.31;12.36;-12.36;-12.36;2.22;0.0;10.0
4016;27.59;-0.0;-2.71;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4017;31.92;-0.0;-7.05;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4018;34.11;-0.0;-9.24;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4019;34.16;-0.0;-9.28;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4020;32.11;-0.0;-7.23;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4021;28.71;-0.0;-3.83;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4022;24.05;0.83;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4023;18.41;3.11;0.0;-1.31;19.49;11.3;-11.3;-11.3;2.03;0.0;10.0
4024;11.56;2.98;4.5;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4025;4.85;2.55;0.0;6.11;6.7;3.88;-3.88;-3.88;0.7;0.0;10.0
4026;1.77;2.38;1.38;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
4027;0.09;-0.0;-0.09;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4028;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4029;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4030;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4031;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4032;-0.0;0.52;12.17;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4033;-0.0;0.39;5.14;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
4034;-0.0;0.35;5.18;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
4035;0.33;0.48;4.73;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
4036;2.14;0.86;2.52;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
4037;6.24;0.82;0.0;6.29;6.4;3.71;-3.71;-3.71;0.67;0.0;10.0
4038;13.19;0.65;5.2;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4039;19.48;0.52;0.0;-0.51;18.11;10.51;-10.51;-10.51;1.88;0.0;10.0
4040;20.88;0.26;0.0;-1.11;19.15;11.1;-11.1;-11.1;1.99;0.0;10.0
4041;16.64;0.22;0.0;1.15;15.27;8.85;-8.85;-8.85;1.59;0.0;10.0
4042;16.36;0.26;2.42;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4043;23.11;0.3;0.0;-2.3;21.21;12.3;-12.3;-12.3;2.21;0.0;10.0
4044;30.06;-0.0;-5.18;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4045;28.47;-0.0;-3.6;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4046;22.51;0.17;0.0;-1.92;20.54;11.92;-11.92;-11.92;2.14;0.0;10.0
4047;17.2;0.3;0.0;0.81;15.85;9.19;-9.19;-9.19;1.65;0.0;10.0
4048;11.18;0.52;0.0;3.85;10.6;6.15;-6.15;-6.15;1.1;0.0;10.0
4049;4.99;1.12;0.0;6.79;5.53;3.21;-3.21;-3.21;0.58;0.0;10.0
4050;1.86;2.72;0.94;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
4051;0.09;6.09;6.51;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4052;-0.0;9.98;0.0;1.42;9.04;5.24;-5.24;-5.24;0.94;0.0;6.67
4053;-0.0;13.35;0.0;-0.35;12.09;7.01;-7.01;-7.01;1.26;0.0;6.67
4054;-0.0;15.03;0.0;-1.23;13.61;7.9;-7.9;-7.9;1.42;0.0;6.67
4055;-0.0;15.03;0.0;-1.23;13.61;7.9;-7.9;-7.9;1.42;0.0;6.67
4056;-0.0;15.12;0.0;-1.28;13.69;7.94;-7.94;-7.94;1.42;0.0;6.67
4057;-0.0;15.25;0.0;-1.34;13.81;8.01;-8.01;-8.01;1.44;0.0;6.67
4058;-0.0;16.02;0.0;-1.75;14.51;8.42;-8.42;-8.42;1.51;0.0;6.67
4059;0.19;14.34;0.0;-0.97;13.16;7.63;-7.63;-7.63;1.37;0.0;6.67
4060;2.38;10.58;0.0;-0.14;11.74;6.81;-6.81;-6.81;1.22;0.0;6.67
4061;6.29;7.82;0.0;2.59;12.78;7.41;-7.41;-7.41;1.33;0.0;10.0
4062;10.95;8.51;0.0;-0.22;17.63;10.22;-10.22;-10.22;1.83;0.0;10.0
4063;10.58;11.01;0.0;-1.34;19.56;11.34;-11.34;-11.34;2.03;0.0;10.0
4064;10.11;12.01;0.0;-1.62;20.04;11.62;-11.62;-11.62;2.08;0.0;10.0
4065;16.68;8.19;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4066;26.8;-0.0;-1.92;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4067;32.02;-0.0;-7.14;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4068;30.43;-0.0;-5.56;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4069;25.82;-0.0;-0.94;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4070;21.81;3.07;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4071;14.4;5.1;0.0;-0.24;17.66;10.24;-10.24;-10.24;1.84;0.0;10.0
4072;6.48;4.06;0.0;4.46;9.54;5.54;-5.54;-5.54;0.99;0.0;10.0
4073;2.47;3.63;0.0;6.8;5.52;3.2;-3.2;-3.2;0.57;0.0;10.0
4074;0.65;4.45;0.43;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
4075;-0.0;6.31;0.0;3.35;5.71;3.31;-3.31;-3.31;0.59;0.0;6.67
4076;-0.0;8.34;0.0;2.29;7.55;4.38;-4.38;-4.38;0.79;0.0;6.67
4077;-0.0;8.68;0.0;2.11;7.86;4.56;-4.56;-4.56;0.82;0.0;6.67
4078;-0.0;8.34;0.0;2.29;7.55;4.38;-4.38;-4.38;0.79;0.0;6.67
4079;-0.0;8.12;0.0;2.4;7.35;4.27;-4.27;-4.27;0.76;0.0;6.67
4080;-0.0;8.03;0.0;2.45;7.28;4.22;-4.22;-4.22;0.76;0.0;6.67
4081;-0.0;8.08;0.0;2.42;7.32;4.24;-4.24;-4.24;0.76;0.0;6.67
4082;-0.0;7.82;0.0;2.56;7.08;4.11;-4.11;-4.11;0.74;0.0;6.67
4083;0.14;6.35;0.0;3.26;5.88;3.41;-3.41;-3.41;0.61;0.0;6.67
4084;1.21;4.15;1.34;3.15;6.06;3.52;-3.52;-3.52;0.63;0.0;6.67
4085;2.28;3.02;13.73;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4086;2.98;3.15;12.9;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4087;4.15;3.46;0.0;6.0;6.89;3.99;-3.99;-3.99;0.72;0.0;10.0
4088;6.62;3.76;0.0;4.55;9.4;5.45;-5.45;-5.45;0.98;0.0;10.0
4089;16.64;4.32;0.0;-1.01;18.98;11.01;-11.01;-11.01;1.97;0.0;10.0
4090;25.91;-0.0;-1.04;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4091;23.91;0.97;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4092;21.95;2.93;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4093;16.68;2.29;0.06;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4094;11.04;1.81;12.02;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4095;7.22;1.81;0.0;5.25;8.19;4.75;-4.75;-4.75;0.85;0.0;10.0
4096;5.78;2.16;11.09;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4097;4.24;2.5;0.0;6.46;6.11;3.54;-3.54;-3.54;0.64;0.0;10.0
4098;1.68;3.37;0.48;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
4099;0.05;5.23;0.26;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
4100;-0.0;6.65;0.0;3.17;6.02;3.49;-3.49;-3.49;0.63;0.0;6.67
4101;-0.0;6.31;0.0;3.35;5.71;3.31;-3.31;-3.31;0.59;0.0;6.67
4102;-0.0;6.48;0.0;3.26;5.87;3.4;-3.4;-3.4;0.61;0.0;6.67
4103;-0.0;7.69;0.0;2.63;6.96;4.04;-4.04;-4.04;0.72;0.0;6.67
4104;-0.0;8.68;0.0;2.11;7.86;4.56;-4.56;-4.56;0.82;0.0;6.67
4105;-0.0;9.8;0.0;1.52;8.88;5.15;-5.15;-5.15;0.92;0.0;6.67
4106;-0.0;10.54;0.0;1.13;9.55;5.54;-5.54;-5.54;0.99;0.0;6.67
4107;0.28;10.84;0.0;0.82;10.07;5.84;-5.84;-5.84;1.05;0.0;6.67
4108;2.1;9.2;0.0;0.73;10.23;5.93;-5.93;-5.93;1.06;0.0;6.67
4109;6.1;9.8;0.0;1.64;14.41;8.36;-8.36;-8.36;1.5;0.0;10.0
4110;13.7;10.84;0.0;-2.89;22.23;12.89;-12.89;-12.89;2.31;0.0;10.0
4111;20.83;4.04;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4112;26.89;-0.0;-2.01;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4113;30.99;-0.0;-6.11;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4114;33.46;-0.0;-8.58;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4115;33.55;-0.0;-8.68;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4116;29.78;-0.0;-4.9;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4117;23.86;1.02;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4118;19.95;4.93;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4119;16.87;4.32;0.0;-1.13;19.19;11.13;-11.13;-11.13;2.0;0.0;10.0
4120;10.86;3.28;0.0;2.57;12.81;7.43;-7.43;-7.43;1.33;0.0;10.0
4121;4.89;2.68;0.0;6.02;6.86;3.98;-3.98;-3.98;0.71;0.0;10.0
4122;1.82;2.63;1.08;7.09;5.01;2.9;-2.9;-2.9;0.52;0.0;10.0
4123;0.09;3.67;1.76;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
4124;-0.0;5.4;0.13;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
4125;-0.0;6.74;0.0;3.13;6.1;3.54;-3.54;-3.54;0.63;0.0;6.67
4126;-0.0;7.39;0.0;2.79;6.69;3.88;-3.88;-3.88;0.7;0.0;6.67
4127;-0.0;7.34;0.0;2.81;6.65;3.86;-3.86;-3.86;0.69;0.0;6.67
4128;-0.0;7.04;0.0;2.97;6.38;3.7;-3.7;-3.7;0.66;0.0;6.67
4129;-0.0;7.0;0.0;2.99;6.34;3.68;-3.68;-3.68;0.66;0.0;6.67
4130;-0.0;7.04;0.0;2.97;6.38;3.7;-3.7;-3.7;0.66;0.0;6.67
4131;0.28;6.87;0.0;2.91;6.47;3.75;-3.75;-3.75;0.67;0.0;6.67
4132;2.61;5.23;0.0;2.55;7.1;4.12;-4.12;-4.12;0.74;0.0;6.67
4133;6.48;4.02;0.0;4.49;9.51;5.51;-5.51;-5.51;0.99;0.0;10.0
4134;12.35;4.58;0.0;1.11;15.33;8.89;-8.89;-8.89;1.59;0.0;10.0
4135;17.71;5.31;0.0;-2.1;20.85;12.09;-12.09;-12.09;2.17;0.0;10.0
4136;20.09;4.79;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4137;18.13;5.74;0.0;-2.54;21.62;12.54;-12.54;-12.54;2.25;0.0;10.0
4138;14.21;5.14;0.0;-0.17;17.53;10.17;-10.17;-10.17;1.82;0.0;10.0
4139;10.86;4.62;0.0;1.87;14.02;8.13;-8.13;-8.13;1.46;0.0;10.0
4140;9.04;5.14;0.0;2.55;12.84;7.45;-7.45;-7.45;1.34;0.0;10.0
4141;9.04;7.73;0.0;1.19;15.19;8.81;-8.81;-8.81;1.58;0.0;10.0
4142;5.69;10.75;0.0;1.36;14.89;8.64;-8.64;-8.64;1.55;0.0;10.0
4143;2.94;12.09;0.0;2.1;13.61;7.9;-7.9;-7.9;1.42;0.0;10.0
4144;1.17;13.22;0.0;2.44;13.03;7.56;-7.56;-7.56;1.35;0.0;10.0
4145;0.56;14.55;0.0;2.06;13.69;7.94;-7.94;-7.94;1.42;0.0;10.0
4146;0.19;14.99;0.0;2.03;13.74;7.97;-7.97;-7.97;1.43;0.0;10.0
4147;-0.0;14.81;0.0;-1.12;13.42;7.78;-7.78;-7.78;1.4;0.0;6.67
4148;-0.0;14.34;0.0;-0.87;12.99;7.53;-7.53;-7.53;1.35;0.0;6.67
4149;-0.0;14.17;0.0;-0.78;12.83;7.44;-7.44;-7.44;1.33;0.0;6.67
4150;-0.0;18.14;0.0;-2.86;16.43;9.53;-9.53;-9.53;1.71;0.0;6.67
4151;-0.0;23.28;0.0;-5.56;21.09;12.23;-12.23;-12.23;2.19;0.0;6.67
4152;-0.0;24.88;0.0;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
4153;-0.0;24.88;0.0;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
4154;-0.0;24.88;0.0;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
4155;-0.0;24.88;0.0;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
4156;0.79;24.08;0.0;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
4157;1.96;22.92;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4158;4.05;20.82;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4159;5.69;19.19;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4160;8.16;16.72;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4161;11.93;12.61;0.0;-2.89;22.23;12.89;-12.89;-12.89;2.31;0.0;10.0
4162;17.94;6.93;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4163;27.45;-0.0;-2.57;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4164;30.15;-0.0;-5.28;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
4165;29.55;-0.0;-4.67;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
