snapshot;pv;on_wind;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
3613;31.69;-0.0;-6.81;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3614;26.7;-0.0;-1.83;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3615;19.9;4.98;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3616;11.79;7.21;0.0;0.02;17.21;9.98;-9.98;-9.98;1.79;0.0;10.0
3617;4.24;9.5;0.0;2.78;12.45;7.22;-7.22;-7.22;1.29;0.0;10.0
3618;1.44;12.14;0.0;2.86;12.3;7.13;-7.13;-7.13;1.28;0.0;10.0
3619;-0.0;13.3;0.0;-0.32;12.05;6.99;-6.99;-6.99;1.25;0.0;6.67
3620;-0.0;11.45;1.24;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3621;-0.0;9.07;15.81;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
3622;-0.0;7.86;17.01;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
3623;-0.0;7.34;5.35;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3624;-0.0;6.95;5.73;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3625;-0.0;6.87;0.0;3.06;6.22;3.61;-3.61;-3.61;0.65;0.0;6.67
3626;-0.0;6.91;0.0;3.04;6.26;3.63;-3.63;-3.63;0.65;0.0;6.67
3627;0.14;6.82;5.72;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3628;1.91;5.14;5.64;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3629;6.01;5.74;4.75;1.33;14.95;8.67;-8.67;-8.67;1.55;0.0;10.0
3630;14.03;5.7;0.0;-0.37;17.87;10.36;-10.36;-10.36;1.86;0.0;10.0
3631;22.65;2.23;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3632;29.5;-0.0;-4.62;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3633;34.35;-0.0;-9.47;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3634;37.09;-0.0;-12.22;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3635;37.7;-0.0;-12.83;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3636;36.26;-0.0;-11.38;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3637;32.9;-0.0;-8.03;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3638;27.59;-0.0;-2.71;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3639;20.46;4.42;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3640;12.21;12.67;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3641;4.43;12.74;0.0;0.98;15.55;9.02;-9.02;-9.02;1.62;0.0;10.0
3642;1.54;11.79;5.7;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3643;-0.0;11.36;0.0;0.7;10.29;5.97;-5.97;-5.97;1.07;0.0;6.67
3644;-0.0;9.98;0.0;1.42;9.04;5.24;-5.24;-5.24;0.94;0.0;6.67
3645;-0.0;9.16;0.0;1.86;8.29;4.81;-4.81;-4.81;0.86;0.0;6.67
3646;-0.0;8.77;0.0;2.06;7.94;4.61;-4.61;-4.61;0.83;0.0;6.67
3647;-0.0;7.6;0.0;2.67;6.89;3.99;-3.99;-3.99;0.72;0.0;6.67
3648;-0.0;6.22;14.45;-4.19;18.72;10.86;-10.86;-10.86;1.95;0.0;6.67
3649;-0.0;5.31;0.22;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
3650;-0.0;4.53;8.15;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3651;0.05;3.63;9.01;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3652;1.44;2.46;1.62;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
3653;4.8;1.86;0.0;6.5;6.03;3.5;-3.5;-3.5;0.63;0.0;10.0
3654;10.39;1.81;0.0;3.59;11.06;6.41;-6.41;-6.41;1.15;0.0;10.0
3655;16.78;2.12;0.0;0.07;17.11;9.93;-9.93;-9.93;1.78;0.0;10.0
3656;23.44;1.43;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3657;28.75;-0.0;-3.88;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3658;28.89;-0.0;-4.02;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3659;24.84;0.04;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3660;22.74;2.13;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3661;19.48;5.4;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3662;17.71;7.17;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3663;14.91;8.94;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
3664;8.95;9.8;0.0;0.15;16.99;9.85;-9.85;-9.85;1.77;0.0;10.0
3665;4.66;10.19;4.18;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3666;1.63;11.92;0.0;2.88;12.27;7.12;-7.12;-7.12;1.28;0.0;10.0
3667;-0.0;15.72;0.0;-1.59;14.24;8.26;-8.26;-8.26;1.48;0.0;6.67
3668;-0.0;18.48;0.0;-3.05;16.74;9.71;-9.71;-9.71;1.74;0.0;6.67
3669;-0.0;19.18;0.0;-3.41;17.37;10.07;-10.07;-10.07;1.81;0.0;6.67
3670;-0.0;18.18;0.0;-2.89;16.47;9.55;-9.55;-9.55;1.71;0.0;6.67
3671;-0.0;15.63;0.0;-1.55;14.16;8.21;-8.21;-8.21;1.47;0.0;6.67
3672;-0.0;13.04;0.0;-0.19;11.81;6.85;-6.85;-6.85;1.23;0.0;6.67
3673;-0.0;11.4;1.29;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3674;-0.0;9.72;0.0;1.56;8.8;5.11;-5.11;-5.11;0.92;0.0;6.67
3675;0.19;8.34;4.17;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3676;1.86;5.74;5.08;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3677;6.24;2.46;0.0;5.42;7.89;4.57;-4.57;-4.57;0.82;0.0;10.0
3678;15.1;4.15;0.0;-0.11;17.43;10.11;-10.11;-10.11;1.81;0.0;10.0
3679;23.16;1.71;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3680;28.57;-0.0;-3.69;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3681;31.74;-0.0;-6.86;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3682;33.32;-0.0;-8.44;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3683;34.58;-0.0;-9.7;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3684;33.93;-0.0;-9.05;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3685;31.18;-0.0;-6.3;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3686;26.8;-0.0;-1.92;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3687;20.46;4.42;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3688;12.49;7.6;0.0;-0.56;18.2;10.55;-10.55;-10.55;1.89;0.0;10.0
3689;4.29;7.95;6.8;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3690;1.35;9.67;13.85;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3691;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3692;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3693;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3694;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3695;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3696;-0.0;6.78;5.91;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3697;-0.0;5.31;7.38;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3698;-0.0;4.36;13.07;-2.49;15.79;9.16;-9.16;-9.16;1.64;0.0;6.67
3699;0.19;3.63;1.71;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
3700;1.54;2.89;8.26;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3701;6.24;1.38;0.0;5.99;6.91;4.01;-4.01;-4.01;0.72;0.0;10.0
3702;14.82;1.08;0.0;1.65;14.4;8.35;-8.35;-8.35;1.5;0.0;10.0
3703;22.79;2.09;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3704;29.27;-0.0;-4.39;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3705;33.79;-0.0;-8.91;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3706;36.3;-0.0;-11.43;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3707;36.91;-0.0;-12.03;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3708;35.56;-0.0;-10.68;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3709;32.25;-0.0;-7.37;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3710;27.03;-0.0;-2.15;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3711;20.13;1.81;0.0;-1.53;19.88;11.53;-11.53;-11.53;2.07;0.0;10.0
3712;12.02;2.5;0.0;2.37;13.16;7.63;-7.63;-7.63;1.37;0.0;10.0
3713;4.33;3.97;10.72;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3714;1.49;7.21;10.33;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3715;-0.0;11.83;0.0;0.45;10.72;6.22;-6.22;-6.22;1.11;0.0;6.67
3716;-0.0;13.47;0.0;-0.41;12.21;7.08;-7.08;-7.08;1.27;0.0;6.67
3717;-0.0;12.18;0.0;0.27;11.03;6.4;-6.4;-6.4;1.15;0.0;6.67
3718;-0.0;10.84;0.0;0.97;9.82;5.7;-5.7;-5.7;1.02;0.0;6.67
3719;-0.0;9.72;2.97;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3720;-0.0;8.72;0.0;2.08;7.9;4.58;-4.58;-4.58;0.82;0.0;6.67
3721;-0.0;7.69;0.0;2.63;6.96;4.04;-4.04;-4.04;0.72;0.0;6.67
3722;-0.0;6.61;0.0;3.19;5.99;3.47;-3.47;-3.47;0.62;0.0;6.67
3723;0.19;5.36;7.15;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3724;1.96;3.15;7.58;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3725;6.2;1.25;11.23;0.18;16.92;9.82;-9.82;-9.82;1.76;0.0;10.0
3726;14.12;0.91;0.0;2.1;13.61;7.89;-7.89;-7.89;1.42;0.0;10.0
3727;22.0;1.04;0.0;-2.1;20.86;12.1;-12.1;-12.1;2.17;0.0;10.0
3728;28.24;-0.0;-3.37;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3729;32.76;-0.0;-7.89;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3730;35.28;-0.0;-10.4;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3731;35.93;-0.0;-11.05;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3732;34.44;-0.0;-9.56;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3733;31.27;-0.0;-6.39;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3734;26.19;-0.0;-1.31;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3735;19.39;2.46;0.0;-1.48;19.79;11.48;-11.48;-11.48;2.06;0.0;10.0
3736;11.42;2.98;4.63;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3737;4.52;3.84;0.0;5.6;7.58;4.39;-4.39;-4.39;0.79;0.0;10.0
3738;1.58;6.35;0.0;5.83;7.19;4.17;-4.17;-4.17;0.75;0.0;10.0
3739;-0.0;10.84;0.0;0.97;9.82;5.7;-5.7;-5.7;1.02;0.0;6.67
3740;-0.0;14.21;0.0;-0.8;12.87;7.47;-7.47;-7.47;1.34;0.0;6.67
3741;-0.0;14.38;0.0;-0.89;13.03;7.56;-7.56;-7.56;1.35;0.0;6.67
3742;-0.0;12.96;0.0;-0.14;11.74;6.81;-6.81;-6.81;1.22;0.0;6.67
3743;-0.0;11.53;0.0;0.61;10.45;6.06;-6.06;-6.06;1.09;0.0;6.67
3744;-0.0;10.41;2.28;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3745;-0.0;9.29;3.4;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3746;-0.0;8.16;4.53;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3747;0.19;6.87;5.63;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3748;2.14;4.28;18.46;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
3749;6.43;2.16;10.44;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3750;14.17;1.94;2.92;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3751;21.44;2.5;0.0;-2.58;21.69;12.58;-12.58;-12.58;2.26;0.0;10.0
3752;27.17;-0.0;-2.29;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3753;30.99;-0.0;-6.11;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3754;32.06;-0.0;-7.19;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3755;30.34;-0.0;-5.46;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3756;26.61;-0.0;-1.73;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3757;20.88;2.98;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
3758;15.61;2.98;0.0;0.23;16.84;9.77;-9.77;-9.77;1.75;0.0;10.0
3759;8.62;3.41;0.0;3.68;10.9;6.32;-6.32;-6.32;1.13;0.0;10.0
3760;5.83;4.84;8.37;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3761;3.12;6.39;0.0;5.0;8.62;5.0;-5.0;-5.0;0.9;0.0;10.0
3762;0.98;7.69;10.37;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3763;-0.0;8.12;4.57;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3764;-0.0;8.29;0.0;2.31;7.51;4.36;-4.36;-4.36;0.78;0.0;6.67
3765;-0.0;7.73;0.0;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3766;-0.0;6.74;0.0;3.13;6.1;3.54;-3.54;-3.54;0.63;0.0;6.67
3767;-0.0;5.79;0.0;3.63;5.24;3.04;-3.04;-3.04;0.55;0.0;6.67
3768;-0.0;5.61;0.0;3.72;5.09;2.95;-2.95;-2.95;0.53;0.0;6.67
3769;-0.0;5.1;7.59;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3770;-0.0;5.27;0.26;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
3771;0.05;4.84;0.64;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
3772;1.63;3.67;0.23;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
3773;4.71;2.94;0.0;5.98;6.92;4.02;-4.02;-4.02;0.72;0.0;10.0
3774;8.9;3.02;0.0;3.73;10.8;6.26;-6.26;-6.26;1.12;0.0;10.0
3775;13.56;2.81;0.0;1.4;14.83;8.6;-8.6;-8.6;1.54;0.0;10.0
3776;17.99;2.68;0.0;-0.86;18.72;10.86;-10.86;-10.86;1.95;0.0;10.0
3777;21.67;2.59;0.0;-2.75;21.98;12.75;-12.75;-12.75;2.29;0.0;10.0
3778;25.82;-0.0;-0.94;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3779;27.22;-0.0;-2.34;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3780;27.68;-0.0;-2.81;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3781;26.84;-0.0;-1.97;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3782;21.62;2.12;0.0;-2.47;21.5;12.47;-12.47;-12.47;2.24;0.0;10.0
3783;15.38;2.03;0.0;0.85;15.77;9.15;-9.15;-9.15;1.64;0.0;10.0
3784;9.55;2.33;0.0;3.75;10.77;6.24;-6.24;-6.24;1.12;0.0;10.0
3785;4.75;3.63;0.0;5.6;7.59;4.4;-4.4;-4.4;0.79;0.0;10.0
3786;1.68;6.91;0.0;5.49;7.78;4.51;-4.51;-4.51;0.81;0.0;10.0
3787;-0.0;10.67;2.02;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3788;-0.0;11.1;1.59;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3789;-0.0;9.63;3.06;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3790;-0.0;7.99;0.0;2.47;7.24;4.2;-4.2;-4.2;0.75;0.0;6.67
3791;-0.0;6.82;0.0;3.08;6.18;3.59;-3.59;-3.59;0.64;0.0;6.67
3792;-0.0;6.0;0.0;3.51;5.44;3.15;-3.15;-3.15;0.57;0.0;6.67
3793;-0.0;5.4;0.13;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
3794;-0.0;4.92;0.6;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
3795;0.14;4.15;8.4;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3796;1.96;2.89;0.68;3.76;5.01;2.9;-2.9;-2.9;0.52;0.0;6.67
3797;4.89;1.77;0.0;6.5;6.04;3.5;-3.5;-3.5;0.63;0.0;10.0
3798;7.97;1.55;9.51;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3799;10.72;1.55;0.0;3.55;11.12;6.45;-6.45;-6.45;1.16;0.0;10.0
3800;13.56;1.43;0.0;2.13;13.57;7.87;-7.87;-7.87;1.41;0.0;10.0
3801;18.55;1.81;0.0;-0.7;18.44;10.7;-10.7;-10.7;1.92;0.0;10.0
3802;23.25;1.62;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3803;25.49;-0.0;-0.62;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3804;24.05;0.83;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3805;21.9;2.97;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3806;18.36;4.28;0.0;-1.89;20.5;11.89;-11.89;-11.89;2.13;0.0;10.0
3807;13.56;4.36;0.0;0.58;16.23;9.42;-9.42;-9.42;1.69;0.0;10.0
3808;8.76;4.1;0.0;3.24;11.65;6.76;-6.76;-6.76;1.21;0.0;10.0
3809;4.33;4.32;0.0;5.45;7.84;4.55;-4.55;-4.55;0.82;0.0;10.0
3810;1.4;5.74;0.0;6.25;6.47;3.75;-3.75;-3.75;0.67;0.0;10.0
3811;-0.0;8.42;0.0;2.24;7.63;4.42;-4.42;-4.42;0.79;0.0;6.67
3812;-0.0;10.67;0.0;1.06;9.66;5.6;-5.6;-5.6;1.0;0.0;6.67
3813;-0.0;11.83;0.0;0.45;10.72;6.22;-6.22;-6.22;1.11;0.0;6.67
3814;-0.0;12.09;0.0;0.31;10.95;6.35;-6.35;-6.35;1.14;0.0;6.67
3815;-0.0;11.75;0.0;0.49;10.64;6.17;-6.17;-6.17;1.11;0.0;6.67
3816;-0.0;11.06;0.0;0.86;10.01;5.81;-5.81;-5.81;1.04;0.0;6.67
3817;-0.0;10.19;0.0;1.31;9.23;5.35;-5.35;-5.35;0.96;0.0;6.67
3818;-0.0;9.59;0.0;1.63;8.68;5.04;-5.04;-5.04;0.9;0.0;6.67
3819;0.19;8.81;0.0;1.94;8.15;4.73;-4.73;-4.73;0.85;0.0;6.67
3820;2.14;6.26;0.0;2.25;7.61;4.42;-4.42;-4.42;0.79;0.0;6.67
3821;6.01;4.02;0.0;4.73;9.08;5.27;-5.27;-5.27;0.94;0.0;10.0
3822;12.49;3.89;0.0;1.4;14.83;8.6;-8.6;-8.6;1.54;0.0;10.0
3823;19.15;5.72;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3824;24.33;0.55;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3825;27.68;-0.0;-2.81;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3826;30.15;-0.0;-5.28;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3827;31.08;-0.0;-6.21;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3828;30.43;-0.0;-5.56;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3829;28.52;-0.0;-3.64;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3830;24.61;0.27;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3831;18.83;6.05;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3832;11.74;9.63;0.0;-1.23;19.36;11.23;-11.23;-11.23;2.01;0.0;10.0
3833;4.66;10.41;3.96;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3834;1.63;13.91;0.0;1.84;14.07;8.16;-8.16;-8.16;1.46;0.0;10.0
3835;0.05;18.01;0.0;-2.82;16.36;9.49;-9.49;-9.49;1.7;0.0;6.67
3836;-0.0;19.78;0.0;-3.73;17.92;10.39;-10.39;-10.39;1.86;0.0;6.67
3837;-0.0;17.75;0.0;-2.66;16.08;9.33;-9.33;-9.33;1.67;0.0;6.67
3838;-0.0;15.46;0.0;-1.46;14.01;8.12;-8.12;-8.12;1.46;0.0;6.67
3839;-0.0;13.65;0.0;-0.5;12.36;7.17;-7.17;-7.17;1.29;0.0;6.67
3840;-0.0;12.01;0.0;0.36;10.88;6.31;-6.31;-6.31;1.13;0.0;6.67
3841;-0.0;10.75;0.0;1.02;9.74;5.65;-5.65;-5.65;1.01;0.0;6.67
3842;-0.0;9.8;0.0;1.52;8.88;5.15;-5.15;-5.15;0.92;0.0;6.67
3843;0.23;8.77;3.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3844;1.72;5.27;0.0;2.99;6.33;3.67;-3.67;-3.67;0.66;0.0;6.67
3845;6.2;4.02;8.82;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3846;14.59;3.63;0.0;0.43;16.5;9.57;-9.57;-9.57;1.72;0.0;10.0
3847;22.6;2.27;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3848;28.89;-0.0;-4.02;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3849;33.18;-0.0;-8.31;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3850;35.42;-0.0;-10.54;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3851;35.65;-0.0;-10.77;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3852;33.97;-0.0;-9.1;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3853;30.57;-0.0;-5.7;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3854;25.44;-0.0;-0.57;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3855;18.73;6.14;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3856;11.37;8.9;2.99;-2.22;21.07;12.22;-12.22;-12.22;2.19;0.0;10.0
3857;4.57;8.12;12.19;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3858;1.63;9.85;13.4;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3859;0.05;-0.0;-0.05;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3860;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3861;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3862;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3863;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3864;-0.0;14.17;10.71;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
3865;-0.0;14.04;10.84;-6.4;22.53;13.07;-13.07;-13.07;2.34;0.0;6.67
3866;-0.0;13.52;0.0;-0.44;12.24;7.1;-7.1;-7.1;1.27;0.0;6.67
3867;0.23;12.83;0.0;-0.2;11.83;6.86;-6.86;-6.86;1.23;0.0;6.67
3868;1.96;9.63;0.0;0.58;10.5;6.09;-6.09;-6.09;1.09;0.0;6.67
3869;6.06;6.18;6.8;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3870;13.65;5.36;0.02;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3871;21.11;3.76;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3872;27.22;-0.0;-2.34;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3873;31.27;-0.0;-6.39;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3874;33.88;-0.0;-9.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3875;34.9;-0.0;-10.03;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3876;33.88;-0.0;-9.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3877;30.94;-0.0;-6.07;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3878;26.1;-0.0;-1.22;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3879;19.62;5.26;0.0;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3880;11.93;8.9;0.0;-0.94;18.87;10.94;-10.94;-10.94;1.96;0.0;10.0
3881;4.57;8.94;0.0;2.9;12.23;7.1;-7.1;-7.1;1.27;0.0;10.0
3882;1.58;11.32;11.98;-3.07;22.53;13.07;-13.07;-13.07;2.34;0.0;10.0
3883;0.05;14.04;0.0;-0.73;12.76;7.4;-7.4;-7.4;1.33;0.0;6.67
3884;-0.0;15.16;0.0;-1.3;13.73;7.96;-7.96;-7.96;1.43;0.0;6.67
3885;-0.0;14.86;0.0;-1.14;13.46;7.81;-7.81;-7.81;1.4;0.0;6.67
3886;-0.0;13.56;0.0;-0.46;12.28;7.12;-7.12;-7.12;1.28;0.0;6.67
3887;-0.0;11.75;0.94;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3888;-0.0;10.15;0.0;1.33;9.19;5.33;-5.33;-5.33;0.96;0.0;6.67
