;on_wind;pv;PEM input;battery_storage;Compressor;hydrogen_storage;Curtailment
3713;3.97;4.33;-17.24;10.72;-1.79;0.0;-0.0
3714;7.21;1.49;-17.24;10.33;-1.79;0.0;-0.0
3715;11.83;-0.0;-10.72;0.0;-1.11;0.45;-0.0
3716;13.47;-0.0;-12.21;0.0;-1.27;-0.41;-0.0
3717;12.18;-0.0;-11.03;0.0;-1.15;0.27;-0.0
3718;10.84;-0.0;-9.82;0.0;-1.02;0.97;-0.0
3719;9.72;-0.0;-11.49;2.97;-1.2;0.0;-0.0
3720;8.72;-0.0;-7.9;0.0;-0.82;2.08;-0.0
3721;7.69;-0.0;-6.96;0.0;-0.72;2.63;-0.0
3722;6.61;-0.0;-5.99;0.0;-0.62;3.19;-0.0
3723;5.36;0.19;-11.49;7.15;-1.2;0.0;-0.0
3724;3.15;1.96;-11.49;7.58;-1.2;0.0;-0.0
3725;1.25;6.2;-16.92;11.23;-1.76;0.18;-0.0
3726;0.91;14.12;-13.61;0.0;-1.42;2.1;-0.0
3727;1.04;22.0;-20.86;0.0;-2.17;-2.1;-0.0
3728;-0.0;28.24;-22.53;-3.37;-2.34;-3.07;-1.34
3729;-0.0;32.76;-22.53;-7.89;-2.34;-3.07;-1.6
3730;-0.0;35.28;-22.53;-10.4;-2.34;-3.07;-1.81
3731;-0.0;35.93;-22.53;-11.05;-2.34;-3.07;-1.9
3732;-0.0;34.44;-22.53;-9.56;-2.34;-3.07;-1.86
3733;-0.0;31.27;-22.53;-6.39;-2.34;-3.07;-1.94
3734;-0.0;26.19;-22.53;-1.31;-2.34;-3.07;-2.07
3735;2.46;19.39;-19.79;0.0;-2.06;-1.48;-0.0
3736;2.98;11.42;-17.24;4.63;-1.79;0.0;-0.0
3737;3.84;4.52;-7.58;0.0;-0.79;5.6;-0.0
3738;6.35;1.58;-7.19;0.0;-0.75;5.83;-0.0
3739;10.84;-0.0;-9.82;0.0;-1.02;0.97;-0.0
3740;14.21;-0.0;-12.87;0.0;-1.34;-0.8;-0.0
3741;14.38;-0.0;-13.03;0.0;-1.35;-0.89;-0.0
3742;12.96;-0.0;-11.74;0.0;-1.22;-0.14;-0.0
3743;11.53;-0.0;-10.45;0.0;-1.09;0.61;-0.0
3744;10.41;-0.0;-11.49;2.28;-1.2;0.0;-0.0
3745;9.29;-0.0;-11.49;3.4;-1.2;0.0;-0.0
3746;8.16;-0.0;-11.49;4.53;-1.2;0.0;-0.0
3747;6.87;0.19;-11.49;5.63;-1.2;0.0;-0.0
3748;4.28;2.14;-22.53;18.46;-2.34;-6.4;-0.0
3749;2.16;6.43;-17.24;10.44;-1.79;0.0;-0.0
3750;1.94;14.17;-17.24;2.92;-1.79;0.0;-0.0
3751;2.5;21.44;-21.69;0.0;-2.26;-2.58;-0.0
3752;-0.0;27.17;-22.53;-2.29;-2.34;-3.07;-3.37
3753;-0.0;30.99;-22.53;-6.11;-2.34;-3.07;-3.63
3754;-0.0;32.06;-22.53;-7.19;-2.34;-3.07;-3.67
3755;-0.0;30.34;-22.53;-5.46;-2.34;-3.07;-3.54
3756;-0.0;26.61;-22.53;-1.73;-2.34;-3.07;-3.15
3757;2.98;20.88;-21.61;0.0;-2.25;-2.53;-0.0
3758;2.98;15.61;-16.84;0.0;-1.75;0.23;-0.0
3759;3.41;8.62;-10.9;0.0;-1.13;3.68;-0.0
3760;4.84;5.83;-17.24;8.37;-1.79;0.0;-0.0
3761;6.39;3.12;-8.62;0.0;-0.9;5.0;-0.0
3762;7.69;0.98;-17.24;10.37;-1.79;0.0;-0.0
3763;8.12;-0.0;-11.49;4.57;-1.2;0.0;-0.0
3764;8.29;-0.0;-7.51;0.0;-0.78;2.31;-0.0
3765;7.73;-0.0;-7.0;0.0;-0.73;2.6;-0.0
3766;6.74;-0.0;-6.1;0.0;-0.63;3.13;-0.0
3767;5.79;-0.0;-5.24;0.0;-0.55;3.63;-0.0
3768;5.61;-0.0;-5.09;0.0;-0.53;3.72;-0.0
3769;5.1;-0.0;-11.49;7.59;-1.2;0.0;-0.0
3770;5.27;-0.0;-5.01;0.26;-0.52;3.76;-0.0
3771;4.84;0.05;-5.01;0.64;-0.52;3.76;-0.0
3772;3.67;1.63;-5.01;0.23;-0.52;3.76;-0.0
3773;2.94;4.71;-6.92;0.0;-0.72;5.98;-0.0
3774;3.02;8.9;-10.8;0.0;-1.12;3.73;-0.0
3775;2.81;13.56;-14.83;0.0;-1.54;1.4;-0.0
3776;2.68;17.99;-18.72;0.0;-1.95;-0.86;-0.0
3777;2.59;21.67;-21.98;0.0;-2.29;-2.75;-0.0
3778;-0.0;25.82;-22.53;-0.94;-2.34;-3.07;-2.46
3779;-0.0;27.22;-22.53;-2.34;-2.34;-3.07;-2.2
3780;-0.0;27.68;-22.53;-2.81;-2.34;-3.07;-2.12
3781;-0.0;26.84;-22.53;-1.97;-2.34;-3.07;-2.16
3782;2.12;21.62;-21.5;0.0;-2.24;-2.47;-0.0
3783;2.03;15.38;-15.77;0.0;-1.64;0.85;-0.0
3784;2.33;9.55;-10.77;0.0;-1.12;3.75;-0.0
3785;3.63;4.75;-7.59;0.0;-0.79;5.6;-0.0
3786;6.91;1.68;-7.78;0.0;-0.81;5.49;-0.0
3787;10.67;-0.0;-11.49;2.02;-1.2;0.0;-0.0
3788;11.1;-0.0;-11.49;1.59;-1.2;0.0;-0.0
3789;9.63;-0.0;-11.49;3.06;-1.2;0.0;-0.0
3790;7.99;-0.0;-7.24;0.0;-0.75;2.47;-0.0
3791;6.82;-0.0;-6.18;0.0;-0.64;3.08;-0.0
3792;6.0;-0.0;-5.44;0.0;-0.57;3.51;-0.0
3793;5.4;-0.0;-5.01;0.13;-0.52;3.76;-0.0
3794;4.92;-0.0;-5.01;0.6;-0.52;3.76;-0.0
3795;4.15;0.14;-11.49;8.4;-1.2;0.0;-0.0
3796;2.89;1.96;-5.01;0.68;-0.52;3.76;-0.0
3797;1.77;4.89;-6.04;0.0;-0.63;6.5;-0.0
3798;1.55;7.97;-17.24;9.51;-1.79;0.0;-0.0
3799;1.55;10.72;-11.12;0.0;-1.16;3.55;-0.0
3800;1.43;13.56;-13.57;0.0;-1.41;2.13;-0.0
3801;1.81;18.55;-18.44;0.0;-1.92;-0.7;-0.0
3802;1.62;23.25;-22.53;0.0;-2.34;-3.07;-1.1
3803;-0.0;25.49;-22.53;-0.62;-2.34;-3.07;-3.41
3804;0.83;24.05;-22.53;0.0;-2.34;-3.07;-2.93
3805;2.97;21.9;-22.53;0.0;-2.34;-3.07;-1.04
3806;4.28;18.36;-20.5;0.0;-2.13;-1.89;-0.0
3807;4.36;13.56;-16.23;0.0;-1.69;0.58;-0.0
3808;4.1;8.76;-11.65;0.0;-1.21;3.24;-0.0
3809;4.32;4.33;-7.84;0.0;-0.82;5.45;-0.0
3810;5.74;1.4;-6.47;0.0;-0.67;6.25;-0.0
3811;8.42;-0.0;-7.63;0.0;-0.79;2.24;-0.0
3812;10.67;-0.0;-9.66;0.0;-1.0;1.06;-0.0
3813;11.83;-0.0;-10.72;0.0;-1.11;0.45;-0.0
3814;12.09;-0.0;-10.95;0.0;-1.14;0.31;-0.0
3815;11.75;-0.0;-10.64;0.0;-1.11;0.49;-0.0
3816;11.06;-0.0;-10.01;0.0;-1.04;0.86;-0.0
3817;10.19;-0.0;-9.23;0.0;-0.96;1.31;-0.0
3818;9.59;-0.0;-8.68;0.0;-0.9;1.63;-0.0
3819;8.81;0.19;-8.15;0.0;-0.85;1.94;-0.0
3820;6.26;2.14;-7.61;0.0;-0.79;2.25;-0.0
3821;4.02;6.01;-9.08;0.0;-0.94;4.73;-0.0
3822;3.89;12.49;-14.83;0.0;-1.54;1.4;-0.0
3823;5.72;19.15;-22.53;0.0;-2.34;-3.07;-1.02
3824;0.55;24.33;-22.53;0.0;-2.34;-3.07;-7.05
3825;-0.0;27.68;-22.53;-2.81;-2.34;-3.07;-7.56
3826;-0.0;30.15;-22.53;-5.28;-2.34;-3.07;-7.39
3827;-0.0;31.08;-22.53;-6.21;-2.34;-3.07;-7.34
3828;-0.0;30.43;-22.53;-5.56;-2.34;-3.07;-7.34
3829;-0.0;28.52;-22.53;-3.64;-2.34;-3.07;-7.56
3830;0.27;24.61;-22.53;0.0;-2.34;-3.07;-7.76
3831;6.05;18.83;-22.53;0.0;-2.34;-3.07;-2.94
3832;9.63;11.74;-19.36;0.0;-2.01;-1.23;-0.0
3833;10.41;4.66;-17.24;3.96;-1.79;0.0;-0.0
3834;13.91;1.63;-14.07;0.0;-1.46;1.84;-0.0
3835;18.01;0.05;-16.36;0.0;-1.7;-2.82;-0.0
3836;19.78;-0.0;-17.92;0.0;-1.86;-3.73;-0.0
3837;17.75;-0.0;-16.08;0.0;-1.67;-2.66;-0.0
3838;15.46;-0.0;-14.01;0.0;-1.46;-1.46;-0.0
3839;13.65;-0.0;-12.36;0.0;-1.29;-0.5;-0.0
3840;12.01;-0.0;-10.88;0.0;-1.13;0.36;-0.0
3841;10.75;-0.0;-9.74;0.0;-1.01;1.02;-0.0
3842;9.8;-0.0;-8.88;0.0;-0.92;1.52;-0.0
3843;8.77;0.23;-11.49;3.69;-1.2;0.0;-0.0
3844;5.27;1.72;-6.33;0.0;-0.66;2.99;-0.0
3845;4.02;6.2;-17.24;8.82;-1.79;0.0;-0.0
3846;3.63;14.59;-16.5;0.0;-1.72;0.43;-0.0
3847;2.27;22.6;-22.53;0.0;-2.34;-3.07;-1.35
3848;-0.0;28.89;-22.53;-4.02;-2.34;-3.07;-3.93
3849;-0.0;33.18;-22.53;-8.31;-2.34;-3.07;-3.84
3850;-0.0;35.42;-22.53;-10.54;-2.34;-3.07;-3.71
3851;-0.0;35.65;-22.53;-10.77;-2.34;-3.07;-3.71
3852;-0.0;33.97;-22.53;-9.1;-2.34;-3.07;-4.1
3853;-0.0;30.57;-22.53;-5.7;-2.34;-3.07;-5.1
3854;-0.0;25.44;-22.53;-0.57;-2.34;-3.07;-6.61
3855;6.14;18.73;-22.53;0.0;-2.34;-3.07;-2.15
3856;8.9;11.37;-21.07;2.99;-2.19;-2.22;-0.0
3857;8.12;4.57;-22.53;12.19;-2.34;-3.07;-0.0
3858;9.85;1.63;-22.53;13.4;-2.34;-3.07;-0.0
3859;-0.0;0.05;0.0;-0.05;0.0;6.67;-13.65
3860;-0.0;-0.0;0.0;0.0;0.0;6.67;-15.98
3861;-0.0;-0.0;0.0;0.0;0.0;6.67;-16.46
3862;-0.0;-0.0;0.0;0.0;0.0;6.67;-15.72
3863;-0.0;-0.0;0.0;0.0;0.0;6.67;-14.73
3864;14.17;-0.0;-22.53;10.71;-2.34;-6.4;-0.0
3865;14.04;-0.0;-22.53;10.84;-2.34;-6.4;-0.0
3866;13.52;-0.0;-12.24;0.0;-1.27;-0.44;-0.0
3867;12.83;0.23;-11.83;0.0;-1.23;-0.2;-0.0
3868;9.63;1.96;-10.5;0.0;-1.09;0.58;-0.0
3869;6.18;6.06;-17.24;6.8;-1.79;0.0;-0.0
3870;5.36;13.65;-17.24;0.02;-1.79;0.0;-0.0
3871;3.76;21.11;-22.53;0.0;-2.34;-3.07;-3.32
3872;-0.0;27.22;-22.53;-2.34;-2.34;-3.07;-7.34
3873;-0.0;31.27;-22.53;-6.39;-2.34;-3.07;-7.82
3874;-0.0;33.88;-22.53;-9.0;-2.34;-3.07;-8.38
3875;-0.0;34.9;-22.53;-10.03;-2.34;-3.07;-8.64
3876;-0.0;33.88;-22.53;-9.0;-2.34;-3.07;-8.51
3877;-0.0;30.94;-22.53;-6.07;-2.34;-3.07;-8.47
3878;-0.0;26.1;-22.53;-1.22;-2.34;-3.07;-8.47
3879;5.26;19.62;-22.53;0.0;-2.34;-3.07;-3.55
3880;8.9;11.93;-18.87;0.0;-1.96;-0.94;-0.0
3881;8.94;4.57;-12.23;0.0;-1.27;2.9;-0.0
3882;11.32;1.58;-22.53;11.98;-2.34;-3.07;-0.0
3883;14.04;0.05;-12.76;0.0;-1.33;-0.73;-0.0
3884;15.16;-0.0;-13.73;0.0;-1.43;-1.3;-0.0
3885;14.86;-0.0;-13.46;0.0;-1.4;-1.14;-0.0
3886;13.56;-0.0;-12.28;0.0;-1.28;-0.46;-0.0
3887;11.75;-0.0;-11.49;0.94;-1.2;0.0;-0.0
3888;10.15;-0.0;-9.19;0.0;-0.96;1.33;-0.0
3889;9.16;-0.0;-14.46;6.81;-1.5;-1.72;-0.0
3890;8.85;-0.0;-8.02;0.0;-0.83;2.01;-0.0
3891;8.51;0.28;-7.96;0.0;-0.83;2.05;-0.0
3892;6.69;1.86;-7.75;0.0;-0.81;2.17;-0.0
3893;3.67;6.01;-17.24;9.35;-1.79;0.0;-0.0
3894;3.11;13.65;-17.24;2.27;-1.79;0.0;-0.0
3895;3.95;20.92;-22.53;0.0;-2.34;-3.07;-1.79
3896;-0.0;27.4;-22.53;-2.53;-2.34;-3.07;-8.08
3897;-0.0;31.83;-22.53;-6.95;-2.34;-3.07;-10.41
3898;-0.0;34.35;-22.53;-9.47;-2.34;-3.07;-12.35
3899;-0.0;35.18;-22.53;-10.31;-2.34;-3.07;-13.17
3900;-0.0;34.25;-22.53;-9.38;-2.34;-3.07;-12.96
3901;-0.0;31.41;-22.53;-6.53;-2.34;-3.07;-12.31
3902;-0.0;26.7;-22.53;-1.83;-2.34;-3.07;-11.96
3903;4.74;20.13;-22.53;0.0;-2.34;-3.07;-6.96
3904;10.93;12.26;-21.0;0.0;-2.18;-2.18;-0.0
3905;9.2;4.57;-12.47;0.0;-1.3;2.77;-0.0
3906;10.8;1.54;-11.17;0.0;-1.16;3.52;-0.0
3907;15.2;0.09;-13.86;0.0;-1.44;-1.37;-0.0
3908;17.88;-0.0;-16.2;0.0;-1.68;-2.73;-0.0
3909;17.75;-0.0;-16.08;0.0;-1.67;-2.66;-0.0
3910;16.15;-0.0;-14.63;0.0;-1.52;-1.82;-0.0
3911;14.21;-0.0;-22.53;10.67;-2.34;-6.4;-0.0
3912;12.35;-0.0;-11.19;0.0;-1.16;0.18;-0.0
3913;10.93;-0.0;-9.9;0.0;-1.03;0.93;-0.0
3914;9.98;-0.0;-11.49;2.71;-1.2;0.0;-0.0
3915;8.77;0.28;-11.49;3.64;-1.2;0.0;-0.0
3916;5.92;1.72;-11.49;5.05;-1.2;0.0;-0.0
3917;3.2;6.15;-17.24;9.68;-1.79;0.0;-0.0
3918;2.81;14.35;-15.54;0.0;-1.62;0.98;-0.0
3919;2.69;22.18;-22.53;0.0;-2.34;-3.07;-1.02
3920;-0.0;28.43;-22.53;-3.55;-2.34;-3.07;-4.02
3921;-0.0;32.9;-22.53;-8.03;-2.34;-3.07;-4.15
3922;-0.0;35.42;-22.53;-10.54;-2.34;-3.07;-4.36
3923;-0.0;36.02;-22.53;-11.15;-2.34;-3.07;-4.62
3924;-0.0;34.76;-22.53;-9.89;-2.34;-3.07;-5.05
3925;-0.0;31.64;-22.53;-6.77;-2.34;-3.07;-5.87
3926;-0.0;26.7;-22.53;-1.83;-2.34;-3.07;-7.21
3927;4.74;20.13;-22.53;0.0;-2.34;-3.07;-4.28
3928;11.01;12.21;-21.04;0.0;-2.19;-2.2;-0.0
3929;13.22;4.57;-17.24;1.25;-1.79;0.0;-0.0
3930;16.89;1.54;-17.24;0.61;-1.79;0.0;-0.0
3931;19.48;0.09;-17.73;0.0;-1.84;-3.62;-0.0
3932;19.78;-0.0;-22.53;5.09;-2.34;-6.4;-0.0
3933;17.41;-0.0;-22.53;7.47;-2.34;-6.4;-0.0
3934;15.59;-0.0;-16.62;2.76;-1.73;-2.97;-0.0
3935;14.21;-0.0;-12.87;0.0;-1.34;-0.8;-0.0
3936;13.39;-0.0;-12.13;0.0;-1.26;-0.37;-0.0
3937;12.27;-0.0;-11.49;0.42;-1.2;0.0;-0.0
3938;11.19;-0.0;-11.49;1.5;-1.2;0.0;-0.0
3939;10.15;0.28;-9.45;0.0;-0.98;1.19;-0.0
3940;6.74;1.77;-22.53;16.37;-2.34;-6.4;-0.0
3941;5.74;6.29;-17.24;7.0;-1.79;0.0;-0.0
3942;10.38;14.49;-22.53;0.0;-2.34;-3.07;-0.54
3943;2.6;22.28;-22.53;0.0;-2.34;-3.07;-9.71
3944;-0.0;28.47;-22.53;-3.6;-2.34;-3.07;-12.96
3945;-0.0;32.62;-22.53;-7.75;-2.34;-3.07;-12.83
3946;-0.0;34.95;-22.53;-10.08;-2.34;-3.07;-12.05
3947;-0.0;35.23;-22.53;-10.36;-2.34;-3.07;-11.19
3948;-0.0;33.09;-22.53;-8.21;-2.34;-3.07;-10.62
3949;-0.0;27.36;-22.53;-2.48;-2.34;-3.07;-10.41
3950;3.72;21.16;-22.53;0.0;-2.34;-3.07;-6.47
3951;9.12;15.75;-22.53;0.0;-2.34;-3.07;-0.72
3952;9.07;9.6;-16.91;0.0;-1.76;0.19;-0.0
3953;7.73;4.57;-17.24;6.73;-1.79;0.0;-0.0
3954;8.03;1.72;-22.53;15.12;-2.34;-3.07;-0.0
3955;10.19;0.05;-11.49;2.45;-1.2;0.0;-0.0
3956;12.48;-0.0;-11.31;0.0;-1.18;0.11;-0.0
3957;13.17;-0.0;-11.93;0.0;-1.24;-0.25;-0.0
3958;12.14;-0.0;-10.99;0.0;-1.14;0.29;-0.0
3959;10.62;-0.0;-9.62;0.0;-1.0;1.08;-0.0
3960;9.07;-0.0;-11.49;3.62;-1.2;0.0;-0.0
3961;7.73;-0.0;-7.0;0.0;-0.73;2.6;-0.0
3962;6.44;-0.0;-5.83;0.0;-0.61;3.29;-0.0
3963;5.4;0.33;-11.49;6.96;-1.2;0.0;-0.0
3964;3.58;2.1;-5.15;0.0;-0.54;3.68;-0.0
3965;1.77;6.38;-7.39;0.0;-0.77;5.71;-0.0
3966;1.9;14.26;-17.83;3.52;-1.85;-0.34;-0.0
3967;2.16;21.95;-21.84;0.0;-2.27;-2.67;-0.0
3968;-0.0;28.38;-22.53;-3.51;-2.34;-3.07;-2.2
3969;-0.0;32.71;-22.53;-7.84;-2.34;-3.07;-2.59
3970;-0.0;35.18;-22.53;-10.31;-2.34;-3.07;-3.11
3971;-0.0;35.32;-22.53;-10.45;-2.34;-3.07;-3.67
3972;-0.0;31.18;-22.53;-6.3;-2.34;-3.07;-4.28
3973;0.5;24.37;-22.53;0.0;-2.34;-3.07;-4.55
3974;5.96;14.26;-18.32;0.0;-1.9;-0.62;-0.0
3975;6.69;8.3;-13.58;0.0;-1.41;2.12;-0.0
3976;6.78;6.06;-11.63;0.0;-1.21;3.25;-0.0
3977;6.35;3.87;-9.25;0.0;-0.96;4.63;-0.0
3978;6.56;1.44;-17.24;11.02;-1.79;0.0;-0.0
3979;7.95;0.05;-11.49;4.69;-1.2;0.0;-0.0
3980;9.16;-0.0;-8.29;0.0;-0.86;1.86;-0.0
3981;9.07;-0.0;-8.22;0.0;-0.85;1.9;-0.0
3982;8.72;-0.0;-11.49;3.96;-1.2;0.0;-0.0
3983;7.99;-0.0;-7.24;0.0;-0.75;2.47;-0.0
3984;6.95;-0.0;-6.3;0.0;-0.65;3.01;-0.0
3985;6.22;-0.0;-5.63;0.0;-0.59;3.4;-0.0
3986;5.57;-0.0;-5.05;0.0;-0.52;3.74;-0.0
3987;4.84;0.28;-5.01;0.41;-0.52;3.76;-0.0
3988;3.28;2.19;-11.49;7.22;-1.2;0.0;-0.0
3989;2.12;6.29;-17.24;10.62;-1.79;0.0;-0.0
3990;3.28;13.79;-15.47;0.0;-1.61;1.03;-0.0
3991;3.49;21.39;-22.53;0.0;-2.34;-3.07;-2.0
3992;-0.0;27.22;-22.53;-2.34;-2.34;-3.07;-7.39
3993;-0.0;30.48;-22.53;-5.6;-2.34;-3.07;-9.24
3994;-0.0;31.13;-22.53;-6.25;-2.34;-3.07;-11.19
3995;-0.0;29.64;-22.53;-4.76;-2.34;-3.07;-12.78
3996;-0.0;27.68;-22.53;-2.81;-2.34;-3.07;-14.04
3997;-0.0;26.56;-22.53;-1.69;-2.34;-3.07;-14.64
3998;2.09;22.79;-22.53;0.0;-2.34;-3.07;-12.29
3999;8.42;16.45;-22.53;0.0;-2.34;-3.07;-5.4
4000;12.57;10.11;-20.54;0.0;-2.14;-1.92;-0.0
4001;10.41;4.71;-13.69;0.0;-1.42;2.06;-0.0
4002;9.07;1.77;-14.43;5.09;-1.5;1.63;-0.0
4003;8.9;0.05;-8.1;0.0;-0.84;1.97;-0.0
4004;8.29;-0.0;-7.51;0.0;-0.78;2.31;-0.0
4005;8.42;-0.0;-7.63;0.0;-0.79;2.24;-0.0
4006;8.81;-0.0;-7.98;0.0;-0.83;2.04;-0.0
4007;8.9;-0.0;-8.06;0.0;-0.84;1.99;-0.0
4008;8.34;-0.0;-7.55;0.0;-0.79;2.29;-0.0
4009;8.16;-0.0;-11.49;4.53;-1.2;0.0;-0.0
4010;7.73;-0.0;-11.49;4.96;-1.2;0.0;-0.0
4011;6.78;0.23;-6.35;0.0;-0.66;2.98;-0.0
4012;4.15;2.19;-5.74;0.0;-0.6;3.34;-0.0
4013;2.63;6.1;-17.24;10.29;-1.79;0.0;-0.0
4014;2.38;13.33;-14.22;0.0;-1.48;1.75;-0.0
4015;2.5;21.02;-21.31;0.0;-2.22;-2.36;-0.0
4016;-0.0;27.59;-22.53;-2.71;-2.34;-3.07;-2.63
4017;-0.0;31.92;-22.53;-7.05;-2.34;-3.07;-2.68
4018;-0.0;34.11;-22.53;-9.24;-2.34;-3.07;-2.81
4019;-0.0;34.16;-22.53;-9.28;-2.34;-3.07;-3.02
4020;-0.0;32.11;-22.53;-7.23;-2.34;-3.07;-3.02
4021;-0.0;28.71;-22.53;-3.83;-2.34;-3.07;-3.02
4022;0.83;24.05;-22.53;0.0;-2.34;-3.07;-2.24
4023;3.11;18.41;-19.49;0.0;-2.03;-1.31;-0.0
4024;2.98;11.56;-17.24;4.5;-1.79;0.0;-0.0
4025;2.55;4.85;-6.7;0.0;-0.7;6.11;-0.0
4026;2.38;1.77;-5.01;1.38;-0.52;7.09;-0.0
4027;-0.0;0.09;0.0;-0.09;0.0;6.67;-2.33
4028;-0.0;-0.0;0.0;0.0;0.0;6.67;-2.12
4029;-0.0;-0.0;0.0;0.0;0.0;6.67;-1.94
4030;-0.0;-0.0;0.0;0.0;0.0;6.67;-1.47
4031;-0.0;-0.0;0.0;0.0;0.0;6.67;-0.86
4032;0.52;-0.0;-11.49;12.17;-1.2;0.0;-0.0
4033;0.39;-0.0;-5.01;5.14;-0.52;3.76;-0.0
4034;0.35;-0.0;-5.01;5.18;-0.52;3.76;-0.0
4035;0.48;0.33;-5.01;4.73;-0.52;3.76;-0.0
4036;0.86;2.14;-5.01;2.52;-0.52;3.76;-0.0
4037;0.82;6.24;-6.4;0.0;-0.67;6.29;-0.0
4038;0.65;13.19;-17.24;5.2;-1.79;0.0;-0.0
4039;0.52;19.48;-18.11;0.0;-1.88;-0.51;-0.0
4040;0.26;20.88;-19.15;0.0;-1.99;-1.11;-0.0
4041;0.22;16.64;-15.27;0.0;-1.59;1.15;-0.0
4042;0.26;16.36;-17.24;2.42;-1.79;0.0;-0.0
4043;0.3;23.11;-21.21;0.0;-2.21;-2.3;-0.0
4044;-0.0;30.06;-22.53;-5.18;-2.34;-3.07;-0.26
4045;-0.0;28.47;-22.53;-3.6;-2.34;-3.07;-0.17
4046;0.17;22.51;-20.54;0.0;-2.14;-1.92;-0.0
4047;0.3;17.2;-15.85;0.0;-1.65;0.81;-0.0
4048;0.52;11.18;-10.6;0.0;-1.1;3.85;-0.0
4049;1.12;4.99;-5.53;0.0;-0.58;6.79;-0.0
4050;2.72;1.86;-5.01;0.94;-0.52;7.09;-0.0
4051;6.09;0.09;-11.49;6.51;-1.2;0.0;-0.0
4052;9.98;-0.0;-9.04;0.0;-0.94;1.42;-0.0
4053;13.35;-0.0;-12.09;0.0;-1.26;-0.35;-0.0
4054;15.03;-0.0;-13.61;0.0;-1.42;-1.23;-0.0
4055;15.03;-0.0;-13.61;0.0;-1.42;-1.23;-0.0
4056;15.12;-0.0;-13.69;0.0;-1.42;-1.28;-0.0
4057;15.25;-0.0;-13.81;0.0;-1.44;-1.34;-0.0
4058;16.02;-0.0;-14.51;0.0;-1.51;-1.75;-0.0
4059;14.34;0.19;-13.16;0.0;-1.37;-0.97;-0.0
4060;10.58;2.38;-11.74;0.0;-1.22;-0.14;-0.0
4061;7.82;6.29;-12.78;0.0;-1.33;2.59;-0.0
4062;8.51;10.95;-17.63;0.0;-1.83;-0.22;-0.0
4063;11.01;10.58;-19.56;0.0;-2.03;-1.34;-0.0
4064;12.01;10.11;-20.04;0.0;-2.08;-1.62;-0.0
4065;8.19;16.68;-22.53;0.0;-2.34;-3.07;-2.39
4066;-0.0;26.8;-22.53;-1.92;-2.34;-3.07;-9.63
4067;-0.0;32.02;-22.53;-7.14;-2.34;-3.07;-9.11
4068;-0.0;30.43;-22.53;-5.56;-2.34;-3.07;-8.77
4069;-0.0;25.82;-22.53;-0.94;-2.34;-3.07;-7.77
4070;3.07;21.81;-22.53;0.0;-2.34;-3.07;-3.28
4071;5.1;14.4;-17.66;0.0;-1.84;-0.24;-0.0
4072;4.06;6.48;-9.54;0.0;-0.99;4.46;-0.0
4073;3.63;2.47;-5.52;0.0;-0.57;6.8;-0.0
4074;4.45;0.65;-5.01;0.43;-0.52;7.09;-0.0
4075;6.31;-0.0;-5.71;0.0;-0.59;3.35;-0.0
4076;8.34;-0.0;-7.55;0.0;-0.79;2.29;-0.0
4077;8.68;-0.0;-7.86;0.0;-0.82;2.11;-0.0
4078;8.34;-0.0;-7.55;0.0;-0.79;2.29;-0.0
4079;8.12;-0.0;-7.35;0.0;-0.76;2.4;-0.0
4080;8.03;-0.0;-7.28;0.0;-0.76;2.45;-0.0
4081;8.08;-0.0;-7.32;0.0;-0.76;2.42;-0.0
4082;7.82;-0.0;-7.08;0.0;-0.74;2.56;-0.0
4083;6.35;0.14;-5.88;0.0;-0.61;3.26;-0.0
4084;4.15;1.21;-6.06;1.34;-0.63;3.15;-0.0
4085;3.02;2.28;-17.24;13.73;-1.79;0.0;-0.0
4086;3.15;2.98;-17.24;12.9;-1.79;0.0;-0.0
4087;3.46;4.15;-6.89;0.0;-0.72;6.0;-0.0
4088;3.76;6.62;-9.4;0.0;-0.98;4.55;-0.0
4089;4.32;16.64;-18.98;0.0;-1.97;-1.01;-0.0
4090;-0.0;25.91;-22.53;-1.04;-2.34;-3.07;-4.19
4091;0.97;23.91;-22.53;0.0;-2.34;-3.07;-2.66
4092;2.93;21.95;-22.53;0.0;-2.34;-3.07;-0.01
4093;2.29;16.68;-17.24;0.06;-1.79;0.0;-0.0
4094;1.81;11.04;-22.53;12.02;-2.34;-3.07;-0.0
4095;1.81;7.22;-8.19;0.0;-0.85;5.25;-0.0
4096;2.16;5.78;-17.24;11.09;-1.79;0.0;-0.0
4097;2.5;4.24;-6.11;0.0;-0.64;6.46;-0.0
4098;3.37;1.68;-5.01;0.48;-0.52;7.09;-0.0
4099;5.23;0.05;-5.01;0.26;-0.52;3.76;-0.0
4100;6.65;-0.0;-6.02;0.0;-0.63;3.17;-0.0
4101;6.31;-0.0;-5.71;0.0;-0.59;3.35;-0.0
4102;6.48;-0.0;-5.87;0.0;-0.61;3.26;-0.0
4103;7.69;-0.0;-6.96;0.0;-0.72;2.63;-0.0
4104;8.68;-0.0;-7.86;0.0;-0.82;2.11;-0.0
4105;9.8;-0.0;-8.88;0.0;-0.92;1.52;-0.0
4106;10.54;-0.0;-9.55;0.0;-0.99;1.13;-0.0
4107;10.84;0.28;-10.07;0.0;-1.05;0.82;-0.0
4108;9.2;2.1;-10.23;0.0;-1.06;0.73;-0.0
4109;9.8;6.1;-14.41;0.0;-1.5;1.64;-0.0
