snapshot;pv;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
300;45.1;-10.31;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
301;30.75;0.0;-6.16;27.86;16.16;-16.16;-16.16;2.9;0.0;10.0
302;8.2;0.0;5.69;7.43;4.31;-4.31;-4.31;0.77;0.0;10.0
303;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
304;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
305;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
306;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
307;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
308;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
309;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
310;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
311;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
312;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
313;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
314;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
315;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
316;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
317;-0.0;23.9;-2.56;21.65;12.56;-12.56;-12.56;2.25;0.0;10.0
318;-0.0;34.79;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
319;0.68;34.11;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
320;16.4;18.39;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
321;23.24;11.56;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
322;19.14;0.0;-0.05;17.33;10.05;-10.05;-10.05;1.8;0.0;10.0
323;25.29;0.0;-3.29;22.9;13.28;-13.28;-13.28;2.38;0.0;10.0
324;32.8;0.0;-7.23;29.71;17.23;-17.23;-17.23;3.09;0.0;10.0
325;12.3;0.0;3.54;11.14;6.46;-6.46;-6.46;1.16;0.0;10.0
326;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
327;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
328;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
329;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
330;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
331;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
332;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
333;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
334;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
335;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
336;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
337;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
338;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
339;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
340;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
341;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
342;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
343;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
344;25.97;0.0;-3.64;23.52;13.64;-13.64;-13.64;2.45;0.0;10.0
345;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
346;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
347;142.34;-107.55;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
348;166.07;-131.28;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
349;82.69;-47.9;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
350;21.19;0.0;-1.13;19.19;11.13;-11.13;-11.13;2.0;0.0;10.0
351;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
352;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
353;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
354;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
355;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
356;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
357;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
358;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
359;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
360;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
361;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
362;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
363;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
364;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
365;-0.0;16.0;1.59;14.5;8.41;-8.41;-8.41;1.51;0.0;10.0
366;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
367;2.05;16.98;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
368;34.85;-0.06;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
369;53.31;-18.51;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
370;40.32;-5.53;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
371;35.54;-0.75;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
372;43.05;-8.26;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
373;46.47;-11.68;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
374;19.14;0.0;-0.05;17.33;10.05;-10.05;-10.05;1.8;0.0;10.0
375;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
376;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
377;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
378;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
379;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
380;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
381;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
382;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
383;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
384;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
385;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
386;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
387;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
388;-0.0;7.84;2.54;7.11;4.12;-4.12;-4.12;0.74;0.0;6.67
389;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
390;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
391;4.1;14.93;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
392;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
393;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
394;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
395;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
396;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
397;102.51;-67.72;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
398;108.66;-73.87;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
399;2.05;5.68;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
400;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
401;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
402;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
403;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
404;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
405;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
406;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
407;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
408;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
409;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
410;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
411;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
412;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
413;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
414;-0.0;14.79;2.23;13.4;7.77;-7.77;-7.77;1.39;0.0;10.0
415;6.15;1.58;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
416;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
417;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
418;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
419;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
420;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
421;124.08;-89.29;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
422;111.4;-76.6;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
423;2.73;5.0;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
424;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
425;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
426;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
427;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
428;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
429;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
430;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
431;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
432;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
433;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
434;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
435;-0.0;9.83;1.5;8.91;5.17;-5.17;-5.17;0.93;0.0;6.67
436;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
437;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
438;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
439;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
440;15.03;4.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
441;40.32;-5.53;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
442;60.14;-25.35;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
443;68.34;-33.55;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
444;75.17;-40.38;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
445;75.86;-41.07;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
446;34.17;0.0;-7.95;30.95;17.95;-17.95;-17.95;3.22;0.0;10.0
447;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
448;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
449;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
450;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
451;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
452;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
453;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
454;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
455;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
456;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
457;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
458;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
459;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
460;-0.0;9.96;1.44;9.02;5.23;-5.23;-5.23;0.94;0.0;6.67
461;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
462;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
463;5.47;13.57;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
464;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
465;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
466;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
467;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
468;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
469;180.48;-145.69;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
470;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
471;0.68;7.05;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
472;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
473;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
474;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
475;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
476;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
477;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
478;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
479;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
480;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
481;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
482;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
483;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
484;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
485;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
486;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
487;3.42;11.37;2.23;13.4;7.77;-7.77;-7.77;1.39;0.0;10.0
488;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
489;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
490;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
491;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
492;154.77;-119.98;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
493;127.11;-92.32;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
494;34.85;-0.06;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
495;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
496;-0.0;11.02;4.21;9.98;5.79;-5.79;-5.79;1.04;0.0;10.0
497;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
498;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
499;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
500;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
501;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
502;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
503;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
504;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
505;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
506;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
507;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
508;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
509;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
510;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
511;0.68;18.35;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
512;21.19;0.0;-1.13;19.19;11.13;-11.13;-11.13;2.0;0.0;10.0
513;38.95;-4.16;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
514;52.62;-17.83;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
515;56.72;-21.93;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
516;74.49;-39.7;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
517;56.72;-21.93;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
518;23.24;0.0;-2.21;21.05;12.21;-12.21;-12.21;2.19;0.0;10.0
519;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
520;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
521;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
522;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
523;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
524;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
525;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
526;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
527;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
528;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
529;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
530;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
531;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
532;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
533;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
534;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
535;6.15;12.59;0.16;16.97;9.84;-9.84;-9.84;1.76;0.0;10.0
536;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
537;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
538;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
539;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
540;45.73;-10.94;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
541;140.1;-105.31;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
542;57.41;-22.61;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
543;2.73;5.0;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
544;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
545;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
546;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
547;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
548;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
549;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
550;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
551;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
552;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
553;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
554;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
555;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
556;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
557;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
558;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
559;8.2;1.63;4.83;8.91;5.17;-5.17;-5.17;0.93;0.0;10.0
560;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
561;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
562;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
563;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
564;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
565;130.53;-95.74;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
566;72.44;-37.65;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
567;3.42;4.31;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
568;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
569;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
570;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
571;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
572;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
573;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
574;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
575;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
576;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
577;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
578;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
579;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
580;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
581;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
582;-0.0;19.03;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
583;12.98;1.8;2.23;13.4;7.77;-7.77;-7.77;1.39;0.0;10.0
584;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
585;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
586;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
587;72.7;-37.91;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
588;156.5;-121.71;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
589;114.81;-80.02;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
590;60.82;-26.03;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
591;3.42;4.31;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
592;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
593;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
594;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
595;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
596;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
597;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
598;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
599;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
600;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
601;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
602;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
603;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
604;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
605;-0.0;7.73;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
606;-0.0;8.87;5.34;8.04;4.66;-4.66;-4.66;0.84;0.0;10.0
607;0.68;18.35;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
