snapshot;pv;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
3954;25.29;0.0;-3.29;22.9;13.28;-13.28;-13.28;2.38;0.0;10.0
3955;0.68;7.05;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3956;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3957;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3958;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3959;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3960;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3961;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3962;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3963;4.78;2.95;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3964;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3965;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3966;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3967;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3968;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3969;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3970;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3971;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3972;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3973;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3974;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3975;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
3976;72.84;-38.05;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
3977;56.72;-24.6;-6.88;29.1;16.88;-16.88;-16.88;3.03;0.0;10.0
3978;21.19;-2.15;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3979;0.68;7.05;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3980;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3981;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3982;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3983;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3984;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3985;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3986;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3987;4.1;3.63;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
3988;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3989;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3990;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3991;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3992;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3993;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3994;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3995;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3996;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3997;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3998;32.12;0.0;-6.88;29.1;16.88;-16.88;-16.88;3.03;0.0;10.0
3999;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4000;59.1;-24.31;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4001;69.02;-34.23;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4002;25.97;-6.94;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4003;0.68;7.05;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4004;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4005;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4006;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4007;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4008;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4009;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4010;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4011;3.42;4.31;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4012;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4013;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4014;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4015;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4016;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4017;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4018;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4019;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4020;32.33;0.0;-6.98;29.28;16.98;-16.98;-16.98;3.04;0.0;10.0
4021;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4022;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4023;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4024;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4025;59.57;-24.78;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4026;25.97;0.0;-3.64;23.52;13.64;-13.64;-13.64;2.45;0.0;10.0
4027;1.37;-1.37;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4028;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4029;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4030;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4031;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4032;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4033;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4034;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4035;4.78;2.95;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4036;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4037;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4038;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4039;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4040;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4041;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4042;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4043;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4044;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4045;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4046;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4047;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4048;50.97;-16.18;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4049;73.12;-41.0;-6.88;29.1;16.88;-16.88;-16.88;3.03;0.0;10.0
4050;27.34;-8.3;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4051;1.37;6.36;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4052;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4053;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4054;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4055;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4056;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4057;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4058;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4059;2.73;5.0;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4060;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4061;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4062;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4063;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4064;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4065;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4066;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4067;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4068;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4069;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4070;31.73;0.0;-6.67;28.74;16.67;-16.67;-16.67;2.99;0.0;10.0
4071;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4072;94.99;-60.2;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4073;36.22;-7.33;-5.18;26.17;15.18;-15.18;-15.18;2.72;0.0;10.0
4074;9.57;0.0;4.97;8.67;5.03;-5.03;-5.03;0.9;0.0;10.0
4075;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4076;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4077;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4078;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4079;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4080;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4081;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4082;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4083;2.05;5.68;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4084;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4085;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4086;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4087;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4088;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4089;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4090;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4091;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4092;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4093;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4094;26.55;0.0;-3.95;24.05;13.95;-13.95;-13.95;2.5;0.0;10.0
4095;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4096;56.43;-21.64;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4097;62.19;-43.16;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4098;24.6;0.0;-2.93;22.29;12.93;-12.93;-12.93;2.32;0.0;10.0
4099;0.68;7.05;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4100;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4101;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4102;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4103;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4104;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4105;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4106;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4107;4.1;3.63;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4108;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4109;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4110;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4111;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4112;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4113;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4114;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4115;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4116;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4117;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4118;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4119;32.12;0.0;-6.88;29.1;16.88;-16.88;-16.88;3.03;0.0;10.0
4120;54.32;-19.53;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4121;71.76;-36.97;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4122;26.65;-7.62;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4123;1.37;6.36;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4124;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4125;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4126;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4127;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4128;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4129;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4130;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4131;4.1;3.63;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4132;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4133;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4134;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4135;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4136;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4137;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4138;25.76;0.0;-3.53;23.33;13.53;-13.53;-13.53;2.43;0.0;10.0
4139;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4140;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4141;36.77;-1.97;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4142;83.38;-48.58;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4143;43.05;-24.02;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4144;17.09;0.0;1.02;15.48;8.98;-8.98;-8.98;1.61;0.0;10.0
4145;8.2;0.0;5.69;7.43;4.31;-4.31;-4.31;0.77;0.0;10.0
4146;2.73;5.0;5.94;7.0;4.06;-4.06;-4.06;0.73;0.0;10.0
4147;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4148;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4149;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4150;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4151;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4152;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4153;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4154;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4155;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4156;11.62;0.0;0.56;10.52;6.1;-6.1;-6.1;1.09;0.0;6.67
4157;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4158;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4159;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4160;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4161;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4162;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4163;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4164;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4165;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4166;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4167;32.12;0.0;-6.88;29.1;16.88;-16.88;-16.88;3.03;0.0;10.0
4168;52.27;-17.48;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4169;71.76;-36.97;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4170;28.02;-8.99;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4171;1.37;6.36;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4172;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4173;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4174;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4175;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4176;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4177;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4178;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4179;4.78;2.95;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4180;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4181;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4182;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4183;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4184;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4185;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4186;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4187;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4188;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4189;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4190;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4191;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4192;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4193;60.52;-25.73;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4194;23.92;-0.41;-2.35;21.29;12.35;-12.35;-12.35;2.21;0.0;10.0
4195;0.68;-0.68;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4196;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4197;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4198;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4199;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4200;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4201;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4202;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4203;4.1;3.63;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4204;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4205;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4206;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4207;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4208;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4209;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4210;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4211;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4212;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4213;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4214;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4215;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4216;54.39;-19.6;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4217;70.39;-38.27;-6.88;29.1;16.88;-16.88;-16.88;3.03;0.0;10.0
4218;24.6;-5.57;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4219;1.37;6.36;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4220;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4221;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4222;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4223;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4224;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4225;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4226;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4227;4.78;2.95;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4228;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4229;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4230;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4231;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4232;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4233;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4234;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4235;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4236;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4237;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4238;34.79;0.0;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4239;32.12;0.0;-6.88;29.1;16.88;-16.88;-16.88;3.03;0.0;10.0
4240;41.98;-7.19;-8.28;31.51;18.28;-18.28;-18.28;3.28;0.0;10.0
4241;69.71;-50.68;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4242;24.6;-5.57;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4243;1.37;6.36;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4244;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4245;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4246;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4247;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4248;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4249;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4250;-0.0;7.73;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4251;4.78;2.95;2.6;7.0;4.06;-4.06;-4.06;0.73;0.0;6.67
4252;12.69;0.0;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4253;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4254;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4255;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4256;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4257;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4258;19.03;0.0;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
