snapshot;pv;grid;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
3851;40.51;-0.0;-13.79;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3852;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3853;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3854;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3855;38.5;-0.0;-11.78;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3856;23.37;-0.0;3.35;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3857;9.39;-0.0;17.33;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3858;3.35;-0.0;23.37;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3859;0.1;-0.0;-0.1;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3860;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3861;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3862;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3863;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
3864;-0.0;-0.0;25.57;-6.77;23.16;13.43;-13.43;-13.43;2.41;0.0;6.67
3865;-0.0;-0.0;19.44;-3.55;17.61;10.21;-10.21;-10.21;1.83;0.0;6.67
3866;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3867;0.48;-0.0;5.46;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3868;4.02;-0.0;1.92;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3869;12.45;-0.0;0.0;3.46;11.28;6.54;-6.54;-6.54;1.17;0.0;10.0
3870;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3871;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3872;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3873;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3874;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3875;38.69;-0.0;-11.97;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3876;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3877;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3878;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3879;40.32;-0.0;-13.6;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3880;24.52;-0.0;0.79;-3.3;22.93;13.3;-13.3;-13.3;2.38;0.0;10.0
3881;9.39;-0.0;9.65;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3882;3.26;-0.0;23.46;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3883;0.1;-0.0;12.59;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3884;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3885;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3886;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3887;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3888;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3889;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3890;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3891;0.57;-0.0;5.36;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3892;3.83;-0.0;2.11;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3893;12.35;-0.0;0.0;3.51;11.19;6.49;-6.49;-6.49;1.16;0.0;10.0
3894;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3895;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3896;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3897;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3898;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3899;37.64;-0.0;-10.92;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3900;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3901;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3902;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3903;41.37;-0.0;-14.65;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3904;25.19;-0.0;1.53;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3905;9.39;-0.0;15.37;-3.01;22.43;13.01;-13.01;-13.01;2.33;0.0;10.0
3906;3.16;-0.0;23.56;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3907;0.19;-0.0;12.5;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3908;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3909;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3910;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3911;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3912;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3913;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3914;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3915;0.57;-0.0;5.36;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3916;3.54;-0.0;2.39;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3917;12.64;-0.0;0.0;3.36;11.45;6.64;-6.64;-6.64;1.19;0.0;10.0
3918;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3919;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3920;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3921;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3922;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3923;37.64;-0.0;-10.92;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3924;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3925;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3926;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3927;41.37;-0.0;-14.65;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3928;25.09;-0.0;0.0;-3.18;22.73;13.18;-13.18;-13.18;2.36;0.0;10.0
3929;9.39;-0.0;11.19;-0.81;18.63;10.81;-10.81;-10.81;1.94;0.0;10.0
3930;3.16;-0.0;15.87;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3931;0.19;-0.0;12.5;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3932;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3933;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3934;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3935;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3936;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3937;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3938;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3939;0.57;-0.0;5.36;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3940;3.64;-0.0;2.3;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3941;12.93;-0.0;0.0;3.21;11.71;6.79;-6.79;-6.79;1.22;0.0;10.0
3942;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3943;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3944;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3945;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3946;29.88;-0.0;-3.16;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3947;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3948;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3949;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3950;43.48;-0.0;-16.76;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3951;32.37;-0.0;-5.65;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3952;19.73;-0.0;6.99;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3953;9.39;-0.0;11.06;-0.74;18.52;10.74;-10.74;-10.74;1.93;0.0;10.0
3954;3.54;-0.0;23.18;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3955;0.1;-0.0;12.59;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3956;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3957;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3958;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3959;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3960;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3961;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3962;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3963;0.67;-0.0;5.27;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3964;4.31;-0.0;1.63;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3965;13.12;-0.0;0.0;3.11;11.88;6.89;-6.89;-6.89;1.24;0.0;10.0
3966;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3967;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3968;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3969;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3970;51.91;-0.0;-25.19;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3971;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3972;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3973;50.09;-0.0;-23.37;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3974;29.31;-0.0;-2.59;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3975;17.05;-0.0;1.99;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3976;12.45;-0.0;6.58;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
3977;7.95;-0.0;0.0;5.82;7.2;4.18;-4.18;-4.18;0.75;0.0;10.0
3978;2.97;-0.0;23.75;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3979;0.1;-0.0;12.59;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3980;-0.0;-0.0;8.19;2.36;7.42;4.3;-4.3;-4.3;0.77;0.0;6.67
3981;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3982;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
3983;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3984;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3985;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3986;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3987;0.57;-0.0;5.36;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3988;4.5;-0.0;1.44;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
3989;12.93;-0.0;0.0;3.21;11.71;6.79;-6.79;-6.79;1.22;0.0;10.0
3990;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3991;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3992;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3993;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3994;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3995;50.66;-0.0;-23.94;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3996;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3997;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3998;46.83;-0.0;-20.11;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
3999;33.81;-0.0;-7.09;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4000;20.78;-0.0;2.98;-2.48;21.52;12.48;-12.48;-12.48;2.24;0.0;10.0
4001;9.67;-0.0;9.36;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4002;3.64;-0.0;15.39;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4003;0.1;-0.0;12.59;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4004;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4005;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4006;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4007;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4008;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4009;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4010;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4011;0.48;-0.0;5.46;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4012;4.5;-0.0;1.44;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4013;12.55;-0.0;0.0;3.41;11.36;6.59;-6.59;-6.59;1.18;0.0;10.0
4014;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4015;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4016;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4017;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4018;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4019;44.05;-0.0;-17.33;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4020;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4021;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4022;49.42;-0.0;-22.7;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4023;37.83;-0.0;-11.11;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4024;23.75;-0.0;2.97;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4025;9.96;-0.0;16.76;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4026;3.64;-0.0;23.08;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4027;0.19;-0.0;-0.19;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4028;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4029;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4030;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4031;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4032;-0.0;-0.0;25.57;-6.77;23.16;13.43;-13.43;-13.43;2.41;0.0;6.67
4033;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4034;-0.0;-0.0;14.61;-1.01;13.23;7.67;-7.67;-7.67;1.38;0.0;6.67
4035;0.67;-0.0;5.27;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4036;4.41;-0.0;1.53;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4037;12.83;-0.0;0.0;3.26;11.62;6.74;-6.74;-6.74;1.21;0.0;10.0
4038;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4039;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4040;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4041;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4042;28.92;-0.0;-2.2;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4043;47.5;-0.0;-20.78;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4044;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4045;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4046;46.26;-0.0;-19.54;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4047;35.34;-0.0;-8.62;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4048;22.98;-0.0;3.73;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4049;10.25;-0.0;16.47;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4050;3.83;-0.0;16.29;-0.57;18.22;10.57;-10.57;-10.57;1.89;0.0;10.0
4051;0.19;-0.0;12.5;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4052;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4053;-0.0;-0.0;11.06;0.86;10.01;5.81;-5.81;-5.81;1.04;0.0;6.67
4054;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4055;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4056;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4057;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4058;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4059;0.38;-0.0;5.55;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4060;4.88;-0.0;1.05;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4061;12.93;-0.0;0.0;3.21;11.71;6.79;-6.79;-6.79;1.22;0.0;10.0
4062;22.51;-0.0;0.0;-1.82;20.39;11.82;-11.82;-11.82;2.12;0.0;10.0
4063;21.74;-0.0;0.0;-1.42;19.69;11.42;-11.42;-11.42;2.05;0.0;10.0
4064;20.78;-0.0;0.0;-0.92;18.82;10.92;-10.92;-10.92;1.96;0.0;10.0
4065;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4066;31.32;-0.0;-4.6;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4067;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4068;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4069;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4070;44.82;-0.0;-18.1;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4071;29.59;-0.0;-2.87;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4072;13.31;-0.0;5.72;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4073;5.08;-0.0;13.96;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4074;1.34;-0.0;17.69;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4075;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4076;-0.0;-0.0;6.26;3.38;5.67;3.29;-3.29;-3.29;0.59;0.0;6.67
4077;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4078;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4079;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4080;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4081;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4082;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4083;0.29;-0.0;5.65;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4084;2.49;-0.0;3.45;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4085;4.69;-0.0;1.24;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
4086;6.13;-0.0;0.0;6.78;5.55;3.22;-3.22;-3.22;0.58;0.0;10.0
4087;8.52;-0.0;0.0;5.52;7.72;4.48;-4.48;-4.48;0.8;0.0;10.0
4088;13.6;-0.0;0.0;2.85;12.32;7.14;-7.14;-7.14;1.28;0.0;10.0
4089;34.19;-0.0;-7.47;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4090;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4091;49.13;-0.0;-22.41;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4092;45.11;-0.0;-18.39;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4093;34.29;-0.0;-7.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4094;22.7;-0.0;4.02;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4095;14.84;-0.0;5.65;-0.77;18.56;10.77;-10.77;-10.77;1.93;0.0;10.0
4096;11.88;-0.0;14.84;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4097;8.71;-0.0;0.0;5.42;7.89;4.58;-4.58;-4.58;0.82;0.0;10.0
4098;3.45;-0.0;2.49;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
4099;0.1;-0.0;5.84;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4100;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4101;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4102;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4103;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4104;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4105;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4106;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4107;0.57;-0.0;5.36;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4108;4.31;-0.0;1.63;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4109;12.55;-0.0;0.0;3.41;11.36;6.59;-6.59;-6.59;1.18;0.0;10.0
4110;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4111;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4112;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4113;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4114;33.33;-0.0;-6.61;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4115;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4116;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4117;49.03;-0.0;-22.31;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4118;40.99;-0.0;-14.27;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4119;34.67;-0.0;-7.95;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4120;22.31;-0.0;0.0;-1.72;20.21;11.72;-11.72;-11.72;2.1;0.0;10.0
4121;10.06;-0.0;0.0;4.72;9.11;5.28;-5.28;-5.28;0.95;0.0;10.0
4122;3.73;-0.0;12.74;1.34;14.92;8.65;-8.65;-8.65;1.55;0.0;10.0
